  I     	  II     	  AO     	  AO'		
 -9.16   	 56.76   	 83.23   	-127.16		
-11.60   	 50.66   	 82.73   	-106.82		
-12.82   	 49.74   	 82.30   	 -86.47		
-12.21   	 50.05   	 81.95   	 -61.04		
-10.38   	 44.86   	 81.71   	 -50.86		
 -9.46   	 32.96   	 81.51   	 -45.78		
-10.99   	 17.40   	 81.32   	 -40.69		
-15.56   	  3.66   	 81.16   	 -50.86		
-21.67   	 -5.80   	 80.96   	 -61.04		
-28.08   	-12.51   	 80.71   	 -81.38		
-33.87   	-20.14   	 80.39   	-101.73		
-38.76   	-31.74   	 79.98   	-122.07		
-43.03   	-45.78   	 79.49   	-137.33		
-46.39   	-57.98   	 78.94   	-147.51		
-47.30   	-64.39   	 78.35   	-157.68		
-45.47   	-64.70   	 77.72   	-162.77		
-42.72   	-62.26   	 77.07   	-147.51		
-40.59   	-60.42   	 76.48   	-142.42		
-40.28   	-61.04   	 75.91   	-116.99		
-41.20   	-63.48   	 75.44   	 -96.64		
-42.11   	-65.31   	 75.06   	 -76.30		
-42.11   	-65.92   	 74.75   	 -50.86		
-41.81   	-65.92   	 74.55   	 -25.43		
-41.50   	-66.53   	 74.45   	 -10.17		
-42.11   	-67.14   	 74.40   	   0.00		
-43.95   	-67.44   	 74.40   	  15.26		
-45.78   	-66.53   	 74.47   	  25.43		
-47.61   	-64.39   	 74.57   	  20.35		
-47.91   	-61.95   	 74.65   	  20.35		
-47.00   	-59.81   	 74.73   	  15.26		
-45.78   	-57.98   	 74.79   	  10.17		
-45.78   	-54.93   	 74.83   	   5.09		
-49.13   	-45.17   	 74.85   	   5.09		
-57.98   	-21.36   	 74.87   	   0.00		
-75.68   	 25.33   	 74.87   	   5.09		
-101.01   	 95.83   	 74.89   	  10.17		
-126.04   	180.36   	 74.93   	  20.35		
-132.75   	261.54   	 75.01   	  25.43		
-99.79   	325.62   	 75.12   	  40.69		
-12.51   	370.18   	 75.28   	  50.86		
127.56   	403.44   	 75.48   	  61.04		
303.04   	422.06   	 75.73   	  66.12		
489.81   	395.51   	 75.99   	  71.21		
664.37   	289.92   	 76.28   	  66.12		
804.44   	106.81   	 76.54   	  61.04		
885.93(R)	-101.93   	 76.79   	  45.78		
885.62   	-255.13   	 76.97   	  35.61		
790.41   	-299.07   	 77.11   	  15.26		
616.15   	-249.94   	 77.17   	  -5.09		
409.24   	-174.26   	 77.15   	 -20.35		
225.52   	-126.65   	 77.07   	 -40.69		
103.76   	-113.22   	 76.91   	 -61.04		
 49.74   	-104.98   	 76.66   	 -81.38		
 38.45   	-76.60   	 76.34   	-101.73		
 36.93   	-33.87   	 75.93   	-116.99		
 25.94   	 -3.05   	 75.46   	-132.25		
  5.49   	 -0.61   	 74.93   	-152.59		
-15.56   	-18.92   	 74.32   	-167.85		
-30.52   	-38.15   	 73.65   	-178.03		
-38.15   	-45.78   	 72.94   	-183.11		
-42.72   	-42.72   	 72.21   	-188.20		
-47.00   	-36.62   	 71.45   	-178.03		
-51.27   	-32.96   	 70.74   	-167.85		
-54.02   	-31.74   	 70.07   	-142.42		
-54.63   	-31.13   	 69.50   	-122.07		
-54.63   	-30.21   	 69.01   	 -91.56		
-55.24   	-28.99   	 68.65   	 -76.30		
-56.76   	-27.77   	 68.34   	 -50.86		
-58.29   	-27.16   	 68.14   	 -45.78		
-59.20   	-27.47   	 67.95   	 -35.61		
-58.90   	-28.38   	 67.81   	 -30.52		
-57.37   	-28.38   	 67.69   	 -35.61		
-55.85   	-27.77   	 67.55   	 -40.69		
-55.24   	-25.94   	 67.39   	 -40.69		
-55.24   	-24.11   	 67.22   	 -45.78		
-54.93   	-21.97   	 67.04   	 -45.78		
-53.71   	-19.84   	 66.86   	 -50.86		
-51.88   	-17.40   	 66.65   	 -40.69		
-50.35   	-15.26   	 66.49   	 -30.52		
-49.13   	-13.12   	 66.37   	 -15.26		
-48.83   	-11.29   	 66.31   	   0.00		
-48.52   	 -9.77   	 66.31   	  25.43		
-47.61   	 -7.93   	 66.41   	  50.86		
-45.17   	 -5.19   	 66.61   	  81.38		
-41.20   	 -1.83   	 66.94   	 111.90		
-36.62   	  2.75   	 67.39   	 137.33		
-32.04   	  7.32   	 67.93   	 172.94		
-28.69   	 10.99   	 68.63   	 203.46		
-26.55   	 14.04   	 69.44   	 228.89		
-25.02   	 16.17   	 70.36   	 254.32		
-23.80   	 18.01   	 71.37   	 274.67		
-21.67   	 20.14   	 72.47   	 295.01		
-18.31   	 22.89   	 73.65   	 310.27		
-13.73   	 25.94   	 74.89   	 325.53		
 -8.85   	 29.60   	 76.20   	 340.79		
