  I     	  II     	  AO     	  AO'		
-15.26   	-27.47   	 71.45   	 -81.38		
 -8.85   	-43.33   	 71.13   	 -76.30		
 -6.71   	-55.24   	 70.82   	 -86.47		
 -8.54   	-59.51   	 70.48   	 -81.38		
-13.12   	-59.20   	 70.15   	 -86.47		
-18.01   	-61.04   	 69.81   	 -86.47		
-22.89   	-67.75   	 69.46   	 -86.47		
-23.80   	-74.77   	 69.11   	 -81.38		
-17.70   	-77.21   	 68.79   	 -86.47		
 -4.27   	-73.85   	 68.44   	 -81.38		
 11.60   	-66.83   	 68.12   	 -76.30		
 23.19   	-58.90   	 67.81   	 -71.21		
 26.86   	-51.57   	 67.53   	 -71.21		
 23.80   	-44.25   	 67.24   	 -71.21		
 18.62   	-38.76   	 66.96   	 -66.12		
 13.43   	-38.45   	 66.69   	 -61.04		
  7.63   	-45.17   	 66.45   	 -61.04		
  2.14   	-56.46   	 66.21   	 -61.04		
 -0.92   	-65.61   	 65.96   	 -55.95		
  1.53   	-65.61   	 65.74   	 -61.04		
  8.54   	-54.63   	 65.49   	 -61.04		
 14.04   	-35.71   	 65.25   	 -61.04		
 10.68   	-16.17   	 65.00   	 -55.95		
 -1.53   	 -1.53   	 64.78   	 -61.04		
-14.04   	  9.46   	 64.54   	 -61.04		
-12.51   	 24.72   	 64.29   	 -55.95		
 15.87   	 51.57   	 64.07   	 -61.04		
 77.51   	 97.96   	 63.82   	 -55.95		
172.42   	168.46   	 63.60   	 -50.86		
297.55   	264.28   	 63.40   	 -55.95		
451.05   	389.10   	 63.17   	 -45.78		
624.08   	546.57   	 62.99   	 -50.86		
787.66   	719.30   	 62.79   	 -96.64		
898.13   	913.39(R)	 62.40   	 -40.69		
777.28   	825.50   	 62.24   	 -45.78		
551.15   	607.30   	 62.05   	 -40.69		
281.98   	327.15   	 61.89   	 -40.69		
 41.20   	 74.77   	 61.73   	 -40.69		
-122.07   	-88.50   	 61.57   	 -35.61		
-195.01   	-156.56   	 61.42   	 -35.61		
-197.45   	-161.44   	 61.28   	 -30.52		
-164.79   	-142.21   	 61.16   	 -20.35		
-125.43   	-122.07   	 61.08   	 -10.17		
-91.55   	-108.95   	 61.04   	  10.17		
-65.00   	-101.62   	 61.08   	  40.69		
-45.78   	-93.99   	 61.24   	  71.21		
-33.87   	-80.26   	 61.53   	 116.99		
-28.69   	-59.81   	 61.99   	 162.77		
-28.38   	-39.37   	 62.64   	 213.63		
-30.21   	-28.99   	 63.50   	 259.41		
-32.65   	-32.96   	 64.54   	 289.93		
-36.01   	-44.56   	 65.70   	 315.36		
-39.37   	-53.10   	 66.96   	 315.36		
-41.81   	-52.49   	 68.22   	 310.27		
-42.42   	-44.56   	 69.46   	 289.93		
-40.89   	-35.40   	 70.62   	 254.32		
-37.84   	-30.52   	 71.64   	 218.72		
-35.40   	-31.13   	 72.51   	 183.11		
-34.48   	-35.71   	 73.24   	 157.68		
-36.01   	-42.72   	 73.88   	 142.42		
-40.89   	-49.13   	 74.45   	 137.33		
-47.61   	-52.80   	 74.99   	 147.51		
-51.88   	-55.24   	 75.58   	 162.77		
-50.96   	-58.90   	 76.24   	 183.11		
-44.25   	-62.87   	 76.97   	 208.54		
