  I     	  II     	  AO     	  AO'		
124.21   	136.72   	 46.94   	 -15.26		
176.39   	264.28   	 46.88   	 -15.26		
244.14   	442.50   	 46.82   	 -15.26		
323.18   	682.37   	 46.75   	 -20.35		
406.49   	994.87   	 46.67   	 -20.35		
479.74   	1372.68   	 46.59   	 -25.43		
526.12   	1773.68   	 46.49   	 -30.52		
530.40   	2110.60   	 46.37   	 -30.52		
487.98   	2272.95   	 46.25   	 -35.61		
405.88   	2182.31   	 46.10   	 -30.52		
302.12   	1829.83   	 45.98   	 -30.52		
195.01   	1290.89   	 45.86   	 -30.52		
 98.57   	698.85   	 45.74   	 -30.52		
 23.80   	192.26   	 45.62   	 -25.43		
-21.67   	-137.63   	 45.51   	 -20.35		
-33.57   	-269.78   	 45.43   	 -20.35		
-17.40   	-252.99   	 45.35   	 -15.26		
 11.90   	-173.95   	 45.29   	 -15.26		
 36.01   	-110.17   	 45.23   	 -15.26		
 44.56   	-96.44   	 45.17   	 -20.35		
 38.76   	-120.85   	 45.09   	 -20.35		
 28.08   	-150.76   	 45.00   	 -25.43		
 21.67   	-163.27   	 44.90   	 -25.43		
 21.97   	-158.39   	 44.80   	 -20.35		
 25.94   	-149.54   	 44.72   	 -25.43		
 28.99   	-146.79   	 44.62   	 -10.17		
 29.60   	-150.15   	 44.58   	   0.00		
 28.69   	-153.50   	 44.58   	  15.26		
 28.08   	-152.59   	 44.64   	  40.69		
 28.38   	-147.71   	 44.80   	  66.12		
 29.30   	-142.21   	 45.07   	 106.82		
 29.91   	-137.33   	 45.49   	 137.33		
 29.91   	-133.67   	 46.04   	 178.03		
 29.60   	-131.53   	 46.75   	 218.72		
 28.99   	-130.62   	 47.63   	 259.41		
 27.77   	-131.23   	 48.67   	 300.10		
 26.86   	-132.14   	 49.87   	 335.71		
 26.55   	-131.84   	 51.21   	 371.31		
 27.16   	-129.39   	 52.70   	 406.92		
 27.77   	-125.12   	 54.32   	 427.26		
 27.77   	-120.54   	 56.03   	 452.69		
 26.55   	-117.49   	 57.84   	 467.95		
 24.72   	-115.66   	 59.71   	 473.04		
 23.19   	-114.14   	 61.61   	 473.04		
 22.89   	-111.69   	 63.50   	 462.87		
 23.50   	-108.34   	 65.35   	 437.43		
 23.80   	-105.29   	 67.10   	 412.00		
 22.89   	-103.15   	 68.75   	 366.22		
 20.75   	-101.93   	 70.21   	 330.62		
 18.01   	-101.32   	 71.54   	 289.93		
 16.48   	-100.10   	 72.70   	 249.24		
 16.48   	-98.57   	 73.69   	 223.80		
 17.09   	-96.13   	 74.59   	 203.46		
 17.40   	-92.77   	 75.40   	 188.20		
 16.78   	-88.81   	 76.15   	 188.20		
 15.56   	-84.84   	 76.91   	 193.29		
 14.04   	-82.09   	 77.68   	 203.46		
 13.43   	-79.96   	 78.49   	 218.72		
 13.43   	-78.43   	 79.37   	 233.98		
 12.51   	-75.99   	 80.30   	 244.15		
 10.38   	-72.94   	 81.28   	 254.32		
  7.63   	-69.27   	 82.30   	 244.15		
  4.88   	-66.22   	 83.28   	 233.98		
  2.75   	-64.09   	 84.21   	 213.63		
  0.92   	-62.56   	 85.07   	 183.11		
 -0.61   	-61.04   	 85.80   	 147.51		
 -2.14   	-57.98   	 86.39   	 111.90		
 -3.66   	-53.10   	 86.84   	  81.38		
 -4.58   	-47.61   	 87.16   	  45.78		
 -6.10   	-42.42   	 87.34   	  25.43		
 -8.24   	-37.84   	 87.45(S)	   0.00		
-10.99   	-34.18   	 87.45   	 -10.17		
-13.73   	-30.52   	 87.41   	 -20.35		
-16.48   	-26.55   	 87.32   	 -25.43		
-19.23   	-22.28   	 87.22   	 -30.52		
-22.58   	-18.01   	 87.10   	 -40.69		
-26.55   	-14.04   	 86.94   	 -40.69		
-31.13   	-10.38   	 86.77   	 -45.78		
-35.10   	 -6.41   	 86.59   	 -61.04		
-38.45   	 -2.75   	 86.35   	 -66.12		
-41.50   	  1.53   	 86.08   	 -76.30		
-44.56   	  5.49   	 85.78   	 -86.47		
-47.91   	  9.46   	 85.43   	 -96.64		
-52.19   	 12.82   	 85.05   	-106.82		
-57.07   	 14.65   	 84.62   	-111.90		
-61.95   	 15.56   	 84.17   	-111.90		
-65.31   	 15.87   	 83.72   	-106.82		
-66.22   	 15.87   	 83.30   	-111.90		
-65.31   	 16.17   	 82.85   	-101.73		
-63.17   	 16.48   	 82.44   	 -91.56		
-60.12   	 16.17   	 82.07   	 -86.47		
-56.15   	 14.34   	 81.73   	 -81.38		
-51.57   	 10.68   	 81.40   	 -76.30		
-45.78   	  5.19   	 81.10   	 -66.12		
-39.06   	 -2.14   	 80.83   	 -66.12		
-31.43   	-10.07   	 80.57   	 -71.21		
-22.28   	-18.01   	 80.28   	 -66.12		
-12.21   	-25.63   	 80.02   	 -71.21		
 -0.92   	-32.35   	 79.74   	 -76.30		
  9.46   	-37.54   	 79.43   	 -81.38		
 18.62   	-40.28   	 79.10   	 -86.47		
 26.55   	-40.28   	 78.76   	 -96.64		
 33.26   	-38.45   	 78.37   	-101.73		
 38.76   	-36.01   	 77.97   	-111.90		
 43.03   	-34.18   	 77.52   	-116.99		
 45.78   	-33.26   	 77.05   	-116.99		
 47.00   	-32.96   	 76.58   	-127.16		
 47.91   	-32.35   	 76.07   	-122.07		
 48.22   	-30.82   	 75.58   	-127.16		
 48.83   	-28.99   	 75.08   	-127.16		
 49.44   	-27.77   	 74.57   	-127.16		
 50.35   	-26.55   	 74.06   	-122.07		
 50.96   	-25.33   	 73.57   	-116.99		
 51.27   	-24.11   	 73.10   	-111.90		
 50.96   	-22.89   	 72.65   	 -96.64		
 49.74   	-21.97   	 72.27   	 -91.56		
 48.52   	-21.97   	 71.90   	 -76.30		
 47.91   	-22.58   	 71.60   	 -66.12		
 47.30   	-23.50   	 71.33   	 -61.04		
 46.69   	-24.11   	 71.09   	 -55.95		
 45.78   	-24.11   	 70.86   	 -50.86		
 44.25   	-24.11   	 70.66   	 -55.95		
 43.03   	-23.80   	 70.44   	 -50.86		
 42.11   	-23.80   	 70.23   	 -55.95		
 41.81   	-23.80   	 70.01   	 -61.04		
 42.11   	-23.80   	 69.77   	 -66.12		
 42.72   	-23.50   	 69.50   	 -71.21		
 42.72   	-23.19   	 69.22   	 -71.21		
 41.81   	-22.89   	 68.93   	 -81.38		
 39.67   	-22.89   	 68.61   	 -76.30		
 37.23   	-23.19   	 68.30   	 -81.38		
 35.10   	-24.72   	 67.98   	 -81.38		
 33.26   	-27.16   	 67.65   	 -71.21		
 32.35   	-29.91   	 67.36   	 -76.30		
 31.43   	-32.35   	 67.06   	 -66.12		
 30.82   	-33.87   	 66.80   	 -61.04		
 30.82   	-34.18   	 66.55   	 -61.04		
 31.43   	-34.48   	 66.31   	 -55.95		
 32.35   	-35.10   	 66.08   	 -55.95		
 32.96   	-36.93   	 65.86   	 -50.86		
 32.65   	-39.67   	 65.66   	 -50.86		
 31.74   	-42.42   	 65.45   	 -45.78		
 30.52   	-44.56   	 65.27   	 -55.95		
 29.91   	-45.17   	 65.05   	 -50.86		
 30.52   	-45.17   	 64.84   	 -50.86		
 31.74   	-44.86   	 64.64   	 -61.04		
 33.26   	-45.17   	 64.39   	 -55.95		
 33.87   	-46.08   	 64.17   	 -55.95		
 33.26   	-46.69   	 63.95   	 -61.04		
 32.04   	-46.39   	 63.70   	 -55.95		
 31.13   	-45.17   	 63.48   	 -50.86		
 31.43   	-43.64   	 63.28   	 -55.95		
 32.35   	-42.72   	 63.05   	 -45.78		
 32.96   	-42.72   	 62.87   	 -50.86		
 33.26   	-43.03   	 62.67   	 -45.78		
 33.26   	-43.03   	 62.48   	 -40.69		
 33.26   	-42.42   	 62.32   	 -40.69		
 33.87   	-41.20   	 62.16   	 -40.69		
 34.48   	-40.28   	 61.99   	 -40.69		
 35.40   	-39.98   	 61.83   	 -40.69		
 36.62   	-39.37   	 61.67   	 -40.69		
 37.54   	-38.45   	 61.51   	 -40.69		
 38.45   	-37.23   	 61.34   	 -40.69		
 38.15   	-36.01   	 61.18   	 -40.69		
 36.62   	-35.40   	 61.02   	 -35.61		
 34.79   	-35.40   	 60.87   	 -40.69		
 34.18   	-34.79   	 60.71   	 -40.69		
 35.10   	-33.87   	 60.55   	 -40.69		
 36.93   	-32.65   	 60.39   	 -40.69		
 37.84   	-32.04   	 60.22   	 -40.69		
 37.23   	-32.04   	 60.06   	 -50.86		
 35.10   	-32.04   	 59.86   	 -55.95		
 33.26   	-32.04   	 59.63   	 -61.04		
 31.74   	-31.74   	 59.39   	 -76.30		
 31.43   	-31.43   	 59.08   	 -76.30		
 31.74   	-31.43   	 58.78   	 -76.30		
 32.35   	-31.43   	 58.47   	 -66.12		
 32.96   	-30.52   	 58.21   	 -55.95		
 33.57   	-28.69   	 57.99   	 -30.52		
 34.48   	-26.55   	 57.86   	  -5.09		
 36.01   	-24.11   	 57.84   	  15.26		
 37.23   	-21.97   	 57.90   	  40.69		
 38.15   	-20.14   	 58.07   	  50.86		
 37.84   	-19.53   	 58.27   	  50.86		
 36.62   	-20.14   	 58.47   	  35.61		
 34.79   	-21.36   	 58.62   	  10.17		
 33.57   	-22.28   	 58.66   	 -25.43		
 33.57   	-21.97   	 58.56   	 -61.04		
 34.18   	-19.84   	 58.31   	 -91.56		
 35.40   	-17.70   	 57.94   	-122.07		
 35.71   	-16.48   	 57.46   	-142.42		
 35.10   	-17.09   	 56.89   	-142.42		
 33.57   	-18.62   	 56.32   	-142.42		
 31.74   	-20.14   	 55.75   	-116.99		
 30.52   	-20.45   	 55.28   	 -91.56		
 30.21   	-19.23   	 54.91   	 -66.12		
 30.52   	-18.01   	 54.65   	 -35.61		
 30.82   	-16.78   	 54.51   	 -10.17		
 30.82   	-16.17   	 54.47   	  15.26		
