  I     	  II     	  AO     	  AO'		
-130.31   	-106.51   	 72.31   	 152.59		
-116.88   	-104.37   	 72.92   	 203.46		
-102.23   	-99.18   	 73.73   	 264.50		
-95.21   	-92.77   	 74.79   	 315.36		
-96.13   	-85.75   	 76.05   	 361.14		
-99.49   	-76.90   	 77.50   	 391.66		
-98.27   	-66.22   	 79.06   	 401.83		
-89.72   	-54.63   	 80.67   	 391.66		
-76.29   	-47.61   	 82.24   	 361.14		
-63.17   	-49.74   	 83.68   	 305.19		
-54.93   	-61.34   	 84.90   	 233.98		
-54.93   	-78.43   	 85.84   	 157.68		
-64.70   	-96.13   	 86.47   	  81.38		
-82.70   	-112.61   	 86.80   	  10.17		
-104.06   	-129.39   	 86.84   	 -66.12		
-123.29   	-148.32   	 86.57   	-127.16		
-134.28   	-169.37   	 86.06   	-178.03		
-135.80   	-189.51   	 85.35   	-223.80		
-132.14   	-204.77   	 84.46   	-254.32		
-128.78   	-213.32   	 83.44   	-284.84		
-128.17   	-216.67   	 82.30   	-310.27		
-130.31   	-218.51   	 81.06   	-325.53		
-133.67   	-221.86   	 79.76   	-335.71		
-137.02   	-224.91   	 78.41   	-350.97		
-139.77   	-224.61   	 77.01   	-350.97		
-140.99   	-216.67   	 75.60   	-345.88		
-139.77   	-201.72   	 74.22   	-335.71		
-136.11   	-185.24   	 72.88   	-300.10		
-132.75   	-174.26   	 71.68   	-264.50		
-133.67   	-173.03   	 70.62   	-218.72		
-138.85   	-179.14   	 69.75   	-167.85		
-142.82   	-186.46   	 69.07   	-127.16		
-140.08   	-188.90   	 68.57   	 -91.56		
-131.84   	-185.85   	 68.20   	 -66.12		
-124.51   	-180.05   	 67.93   	 -66.12		
-123.60   	-175.48   	 67.67   	 -76.30		
-126.95   	-172.73   	 67.36   	-101.73		
-129.39   	-170.59   	 66.96   	-127.16		
-126.04   	-166.32   	 66.45   	-162.77		
-117.49   	-161.13   	 65.80   	-188.20		
-109.56   	-157.17   	 65.05   	-223.80		
-105.90   	-156.25   	 64.15   	-249.24		
-106.20   	-159.00   	 63.15   	-274.67		
-108.34   	-164.79   	 62.05   	-300.10		
-108.95   	-170.90   	 60.85   	-310.27		
-108.03   	-174.87   	 59.61   	-320.45		
-105.59   	-173.65   	 58.33   	-305.19		
-103.45   	-166.32   	 57.11   	   0.00		
-103.45   	-166.32   	 57.11   	-498.47		
-107.12   	-148.32   	 55.12   	   0.00		
-107.12   	-148.32   	 55.12   	-223.80		
-113.22   	-146.18   	 54.22(D)	   0.00		
-113.22   	-146.18   	 54.22   	  96.64		
-110.78   	-154.72   	 54.61   	   0.00		
-110.78   	-154.72   	 54.61   	 371.31		
-57.37   	-162.35   	 56.09   	 254.32		
 31.74   	-141.91   	 57.11   	 279.75		
187.38   	-74.16   	 58.23   	 279.75		
411.68   	 61.65   	 59.35   	 264.50		
684.20   	269.47   	 60.41   	 239.06		
964.36   	529.17   	 61.36   	 198.37		
1203.61   	794.07   	 62.16   	 157.68		
1351.32   	1000.37   	 62.79   	 116.99		
1361.08   	1088.26(R)	 63.26   	  71.21		
1199.95   	1026.00   	 63.54   	  40.69		
869.75   	831.91   	 63.70   	  15.26		
426.64   	572.20   	 63.76   	   0.00		
-16.48   	329.59   	 63.76   	 -10.17		
-332.95   	161.44   	 63.72   	 -10.17		
-449.22   	 73.85   	 63.68   	   5.09		
-384.83   	 34.18   	 63.70   	  20.35		
-236.51   	  4.88   	 63.78   	  45.78		
-109.86   	-30.82   	 63.97   	  76.30		
-57.07   	-64.39   	 64.27   	 111.90		
-64.09   	-83.01   	 64.72   	 152.59		
-87.59   	-84.23   	 65.33   	 203.46		
-97.66   	-78.74   	 66.14   	 274.67		
-93.38   	-79.04   	 67.24   	 361.14		
-88.20   	-87.28   	 68.69   	 452.69		
-88.81   	-96.44   	 70.50   	 498.47		
-91.86   	-99.49   	 72.49   	 498.47		
-90.03   	-94.60   	 74.49   	 422.18		
-81.48   	-87.59   	 76.17   	 269.58		
-71.41   	-84.53   	 77.25   	  55.95		
-64.09   	-86.67   	 77.48   	-172.94		
-60.42   	-90.64   	 76.79   	-396.74		
-59.20   	-91.25   	 75.20   	-579.86		
-57.98   	-86.67   	 72.88   	-686.67		
-56.76   	-78.74   	 70.13   	-717.19		
-57.07   	-71.11   	 67.26   	-671.41		
-59.20   	-65.92   	 64.58   	-564.60		
-60.42   	-63.78   	 62.32   	-417.09		
-58.59   	-63.17   	 60.65   	-259.41		
-54.02   	-62.56   	 59.61   	-111.90		
-51.57   	-60.73   	 59.17   	  10.17		
-53.10   	-57.07   	 59.21   	  96.64		
-56.76   	-52.80   	 59.59   	 152.59		
-57.68   	-49.74   	 60.20   	 167.85		
-51.88   	-48.52   	 60.87   	 162.77		
-42.11   	-48.83   	 61.53   	 127.16		
-33.26   	-48.52   	 62.03   	  96.64		
-28.99   	-45.17   	 62.42   	  55.95		
-28.69   	-38.15   	 62.64   	  25.43		
-28.99   	-29.30   	 62.75   	   5.09		
-28.08   	-22.28   	 62.77   	  -5.09		
-25.33   	-17.70   	 62.75   	  -5.09		
-22.28   	-14.65   	 62.73   	   5.09		
-18.92   	-11.60   	 62.75   	  10.17		
-14.95   	 -7.02   	 62.79   	  20.35		
 -9.46   	 -2.44   	 62.87   	  40.69		
 -4.27   	  0.61   	 63.03   	  61.04		
 -0.31   	  1.22   	 63.28   	  91.56		
  2.44   	  1.53   	 63.64   	 122.07		
  5.80   	  4.58   	 64.13   	 167.85		
 10.99   	 12.21   	 64.80   	 213.63		
 18.01   	 23.19   	 65.66   	 254.32		
 25.02   	 34.79   	 66.67   	 300.10		
 31.13   	 44.25   	 67.87   	 330.62		
 37.23   	 50.35   	 69.20   	 356.05		
 44.25   	 52.80   	 70.62   	 381.48		
 51.88   	 51.88   	 72.15   	 396.74		
 57.68   	 48.83   	 73.73   	 401.83		
 61.65   	 46.08   	 75.34   	 412.00		
 65.61   	 46.69   	 76.99   	 401.83		
 71.72   	 51.88   	 78.60   	 391.66		
 79.65   	 59.51   	 80.16   	 371.31		
 87.59   	 67.14   	 81.65   	 345.88		
 91.86   	 74.16   	 83.03   	 325.53		
 93.69   	 81.79   	 84.33   	 305.19		
 96.44   	 92.47   	 85.55   	 279.75		
103.76   	104.68   	 86.67   	 264.50		
116.27   	115.36   	 87.73   	 244.15		
130.00   	122.68   	 88.71   	 239.06		
140.08   	126.95   	 89.66   	 228.89		
143.43   	130.92   	 90.58   	 228.89		
