  I     	  II     	  AO     	  AO'		
-13.43   	-16.48   	160.30   	-152.59		
-14.95   	-16.48   	159.69   	-167.85		
-20.14   	-16.78   	159.02   	-188.20		
-26.25   	-18.62   	158.27   	-208.54		
-27.47   	-21.67   	157.44   	-233.98		
-21.36   	-24.41   	156.50   	-259.41		
-10.99   	-25.33   	155.46   	-284.84		
 -2.14   	-23.80   	154.32   	-315.36		
 -0.92   	-22.89   	153.06   	-350.97		
 -7.93   	-23.80   	151.66   	-391.66		
-18.31   	-26.55   	150.09   	-427.26		
-25.94   	-28.69   	148.38   	-457.78		
-27.16   	-29.91   	146.55   	-483.21		
-23.80   	-31.74   	144.62   	-493.39		
-20.75   	-34.48   	142.64   	-493.39		
-20.75   	-38.45   	140.67   	-488.30		
-24.11   	-43.03   	138.72   	-473.04		
-27.77   	-46.69   	136.83   	-462.87		
-29.91   	-50.05   	134.97   	-452.69		
-29.91   	-53.10   	133.16   	-432.35		
-27.47   	-54.32   	131.43   	-412.00		
-23.50   	-51.88   	129.79   	-391.66		
-18.01   	-46.08   	128.22   	-366.22		
-11.90   	-37.54   	126.75   	-340.79		
 -6.71   	-28.99   	125.39   	-315.36		
 -3.66   	-23.19   	124.13   	-295.01		
 -4.27   	-22.89   	122.95   	-279.75		
-10.07   	-29.30   	121.83   	-264.50		
-20.45   	-41.81   	120.77   	-254.32		
-30.82   	-54.63   	119.76   	-244.15		
-34.18   	-60.73   	118.78   	-239.06		
-28.38   	-57.68   	117.82   	-228.89		
-17.70   	-49.44   	116.91   	-228.89		
 -9.46   	-42.72   	115.99   	-218.72		
 -9.46   	-41.20   	115.12   	-218.72		
-15.26   	-42.72   	114.24   	-213.63		
-20.14   	-42.72   	113.39   	-213.63		
-19.23   	-39.06   	112.53   	-208.54		
-13.43   	-33.87   	111.70   	-208.54		
 -7.63   	-32.65   	110.86   	-203.46		
 -5.19   	-36.32   	110.05   	-198.37		
 -5.80   	-42.72   	109.26   	-198.37		
 -5.80   	-46.69   	108.46   	-193.29		
 -3.05   	-45.17   	107.69   	-188.20		
  1.53   	-38.45   	106.94   	-188.20		
  3.97   	-30.21   	106.18   	-178.03		
  0.92   	-25.63   	105.47   	-183.11		
 -5.49   	-27.16   	104.74   	-172.94		
-11.60   	-34.48   	104.05   	-172.94		
-14.34   	-42.72   	103.36   	-167.85		
-14.34   	-47.30   	102.69   	-167.85		
-14.04   	-45.47   	102.01   	-162.77		
-15.26   	-38.76   	101.36   	-162.77		
-16.48   	-31.43   	100.71   	-157.68		
-13.43   	-25.33   	100.08   	-152.59		
 -5.19   	-20.45   	 99.47   	-147.51		
  4.58   	-15.87   	 98.88   	-147.51		
  9.16   	-12.82   	 98.29   	-147.51		
  3.66   	-15.26   	 97.70   	-142.42		
-10.38   	-24.41   	 97.13   	-137.33		
-25.94   	-36.93   	 96.58   	-137.33		
-32.96   	-44.56   	 96.03   	-137.33		
-27.16   	-42.11   	 95.48   	-132.25		
-14.34   	-32.65   	 94.95   	-132.25		
 -4.27   	-23.19   	 94.42   	-127.16		
 -2.75   	-21.36   	 93.92   	-127.16		
 -8.85   	-27.16   	 93.41   	-116.99		
-16.78   	-34.18   	 92.94   	-116.99		
-20.45   	-36.01   	 92.47   	-116.99		
-19.53   	-32.04   	 92.00   	-111.90		
-17.40   	-25.94   	 91.56   	-116.99		
-15.87   	-21.06   	 91.09   	-111.90		
-14.34   	-17.70   	 90.64   	-116.99		
-10.99   	-14.95   	 90.17   	-111.90		
 -6.10   	-12.21   	 89.72   	-111.90		
 -3.36   	-13.12   	 89.28   	-111.90		
 -5.80   	-18.92   	 88.83   	-106.82		
-13.12   	-28.08   	 88.40   	-106.82		
-20.14   	-33.87   	 87.98   	-106.82		
-22.28   	-31.13   	 87.55   	-101.73		
-18.01   	-21.06   	 87.14   	-106.82		
-10.68   	-10.68   	 86.71   	-101.73		
 -6.10   	 -6.41   	 86.31   	-101.73		
 -8.54   	-10.38   	 85.90   	-101.73		
-17.70   	-18.62   	 85.49   	-101.73		
-28.69   	-24.72   	 85.09   	 -96.64		
-35.10   	-25.94   	 84.70   	 -91.56		
-32.35   	-22.58   	 84.33   	 -91.56		
-20.75   	-17.09   	 83.97   	 -86.47		
 -5.80   	-11.60   	 83.62   	 -86.47		
  4.27   	 -7.02   	 83.28   	 -86.47		
  4.58   	 -4.88   	 82.93   	 -86.47		
 -4.88   	 -6.10   	 82.58   	 -86.47		
-16.48   	-11.29   	 82.24   	 -91.56		
