  I     	  II     	  AO     	  AO'		
 -5.80   	 44.86   	 53.49   	 -20.35		
 -2.75   	 45.17   	 53.41   	 -20.35		
  1.22   	 50.96   	 53.33   	 -20.35		
  4.88   	 58.90   	 53.24   	 -20.35		
  8.24   	 64.39   	 53.16   	 -20.35		
 11.29   	 66.22   	 53.08   	 -15.26		
 14.65   	 67.75   	 53.02   	 -15.26		
 18.31   	 72.94   	 52.96   	 -15.26		
 21.06   	 79.35   	 52.90   	 -10.17		
 22.89   	 78.43   	 52.86   	 -15.26		
 24.11   	 62.26   	 52.80   	 -20.35		
 25.33   	 31.13   	 52.72   	 -20.35		
 26.86   	 -6.10   	 52.63   	 -30.52		
 26.55   	-37.54   	 52.51   	 -35.61		
 21.36   	-55.54   	 52.37   	 -45.78		
  9.77   	-60.73   	 52.19   	 -55.95		
 -6.10   	-60.73   	 51.96   	 -61.04		
-20.45   	-63.78   	 51.72   	 -61.04		
-28.38   	-73.85   	 51.47   	 -66.12		
-29.30   	-89.42   	 51.21   	 -61.04		
-25.63   	-105.59   	 50.97   	 -55.95		
-21.97   	-115.97   	 50.74   	 -40.69		
-21.06   	-117.80   	 50.58   	 -30.52		
-21.97   	-113.22   	 50.46   	 -15.26		
-23.19   	-105.90   	 50.40   	  -5.09		
-22.89   	-100.10   	 50.38   	  10.17		
-21.36   	-97.35   	 50.42   	  20.35		
-20.45   	-96.44   	 50.50   	  20.35		
-20.75   	-95.83   	 50.58   	  25.43		
-22.28   	-94.60   	 50.68   	  20.35		
-23.50   	-92.77   	 50.76   	  20.35		
-24.11   	-90.33   	 50.84   	  10.17		
-23.80   	-88.20   	 50.88   	  10.17		
-23.19   	-85.75   	 50.93   	  -5.09		
-22.28   	-83.31   	 50.91   	  -5.09		
-21.67   	-80.26   	 50.88   	 -15.26		
-21.36   	-77.21   	 50.82   	 -20.35		
-21.67   	-74.77   	 50.74   	 -25.43		
-22.28   	-73.24   	 50.64   	 -35.61		
-22.58   	-72.02   	 50.50   	 -40.69		
-22.58   	-69.89   	 50.34   	 -50.86		
-21.67   	-67.44   	 50.13   	 -66.12		
-21.06   	-64.09   	 49.87   	 -81.38		
-21.06   	-61.34   	 49.54   	 -91.56		
-21.36   	-59.51   	 49.18   	-101.73		
-21.36   	-57.68   	 48.77   	-106.82		
-20.14   	-55.54   	 48.34   	-106.82		
-18.01   	-53.10   	 47.91   	 -91.56		
-15.87   	-50.05   	 47.55   	 -81.38		
-14.95   	-47.00   	 47.22   	 -66.12		
-15.26   	-42.42   	 46.96   	 -40.69		
-15.87   	-33.57   	 46.80   	 -15.26		
-15.56   	-15.87   	 46.73   	   0.00		
-13.43   	 14.95   	 46.73   	  20.35		
 -6.41   	 59.20   	 46.82   	  30.52		
  9.77   	112.92   	 46.94   	  40.69		
 41.20   	173.03   	 47.10   	  35.61		
 90.64   	241.09   	 47.24   	  35.61		
154.72   	325.93   	 47.39   	  30.52		
222.47   	429.99   	 47.51   	  15.26		
276.18   	528.26   	 47.57   	   5.09		
297.55   	563.66(R)	 47.59   	   0.00		
274.35   	473.33   	 47.59   	 -15.26		
212.40   	239.56   	 47.53   	 -20.35		
133.36   	-74.46   	 47.45   	 -30.52		
 65.00   	-345.76   	 47.32   	 -30.52		
 27.47   	-462.04   	 47.20   	 -30.52		
 20.45   	-395.20   	 47.08   	 -30.52		
 26.55   	-217.90   	 46.96   	 -30.52		
 27.16   	-45.17   	 46.84   	 -30.52		
 16.78   	 44.25   	 46.71   	 -25.43		
  1.53   	 46.69   	 46.61   	 -25.43		
 -8.85   	 11.60   	 46.51   	 -20.35		
-10.99   	-11.90   	 46.43   	 -20.35		
 -8.24   	 -7.32   	 46.35   	 -20.35		
 -7.02   	 10.68   	 46.27   	 -20.35		
 -9.46   	 22.28   	 46.18   	 -15.26		
-14.04   	 21.36   	 46.12   	 -10.17		
-17.40   	 14.04   	 46.08   	  -5.09		
-18.31   	  8.85   	 46.06   	  10.17		
-17.40   	  9.46   	 46.10   	  15.26		
-15.26   	 14.04   	 46.16   	  35.61		
-13.43   	 19.23   	 46.31   	  55.95		
-12.51   	 22.58   	 46.53   	  81.38		
-12.51   	 23.80   	 46.86   	 106.82		
-12.51   	 24.41   	 47.28   	 132.25		
-11.90   	 25.63   	 47.81   	 162.77		
-10.68   	 27.77   	 48.46   	 188.20		
 -9.77   	 29.91   	 49.22   	 218.72		
 -9.46   	 32.04   	 50.09   	 254.32		
 -9.46   	 33.87   	 51.11   	 279.75		
 -9.77   	 35.71   	 52.23   	 320.45		
-10.07   	 36.93   	 53.51   	 356.05		
-11.29   	 37.84   	 54.93   	 396.74		
-12.51   	 38.15   	 56.52   	 432.35		
-13.43   	 39.06   	 58.25   	 462.87		
-13.43   	 40.59   	 60.10   	 488.30		
-12.51   	 43.03   	 62.05   	 493.39		
-10.68   	 46.08   	 64.03   	 493.39		
 -9.16   	 49.13   	 66.00   	 473.04		
 -8.54   	 52.49   	 67.89   	 442.52		
 -8.54   	 55.85   	 69.66   	 401.83		
 -9.16   	 59.51   	 71.27   	 345.88		
 -9.16   	 62.56   	 72.65   	 289.93		
 -8.85   	 65.92   	 73.81   	 233.98		
 -8.54   	 69.27   	 74.75   	 188.20		
 -8.54   	 73.24   	 75.50   	 147.51		
 -8.85   	 78.43   	 76.09   	 127.16		
 -8.54   	 84.53   	 76.60   	 116.99		
 -7.63   	 91.25   	 77.07   	 127.16		
 -5.80   	 97.96   	 77.58   	 142.42		
 -4.27   	104.37   	 78.15   	 167.85		
 -3.05   	110.78   	 78.82   	 198.37		
 -2.14   	117.49   	 79.61   	 228.89		
 -1.22   	124.51   	 80.53   	 259.41		
  0.31   	132.45   	 81.57   	 274.67		
  2.44   	140.99   	 82.66   	 284.84		
  3.97   	149.84   	 83.80   	 284.84		
  5.49   	159.30   	 84.94   	 279.75		
  6.41   	169.68   	 86.06   	 259.41		
  7.32   	180.97   	 87.10   	 233.98		
  8.54   	192.26   	 88.04   	 213.63		
 10.07   	203.25   	 88.89   	 183.11		
 11.60   	213.93   	 89.62   	 157.68		
 14.04   	224.30   	 90.25   	 137.33		
 16.48   	234.68   	 90.80   	 116.99		
 18.62   	245.36   	 91.27   	 101.73		
 20.14   	256.35   	 91.68   	  96.64		
 21.06   	267.33   	 92.06   	  91.56		
 22.28   	278.93   	 92.43   	  96.64		
 24.11   	291.14   	 92.82   	 101.73		
 26.86   	303.34   	 93.22   	 116.99		
 29.60   	315.55   	 93.69   	 127.16		
 31.74   	326.84   	 94.20   	 137.33		
 33.26   	336.30   	 94.75   	 142.42		
 34.18   	344.24   	 95.32   	 142.42		
 35.10   	351.26   	 95.89   	 147.51		
 36.32   	357.36   	 96.48   	 142.42		
 37.84   	362.85   	 97.05   	 137.33		
 39.37   	367.13   	 97.60   	 116.99		
 40.59   	370.79   	 98.07   	 101.73		
 41.50   	372.92   	 98.47   	  81.38		
 41.50   	374.15   	 98.80   	  61.04		
 41.50   	374.45   	 99.04   	  40.69		
 41.20   	373.23   	 99.21   	  25.43		
 40.89   	370.48   	 99.31   	  15.26		
 39.98   	365.91   	 99.37   	  15.26		
 38.76   	359.19   	 99.43   	  20.35		
 37.84   	350.04   	 99.51   	  25.43		
 36.93   	338.13   	 99.61   	  35.61		
 35.71   	323.49   	 99.76   	  40.69		
 33.87   	305.79   	 99.92   	  45.78		
 31.13   	284.42   	100.10   	  45.78		
 28.08   	259.70   	100.28   	  35.61		
 24.72   	231.63   	100.43   	  25.43		
 21.36   	202.03   	100.53   	  15.26		
 18.31   	172.42   	100.59(S)	   0.00		
 14.95   	143.13   	100.59   	 -20.35		
 11.60   	114.75   	100.51   	 -30.52		
  7.93   	 87.28   	100.39   	 -45.78		
  4.27   	 61.04   	100.20   	 -61.04		
  0.92   	 36.62   	 99.96   	 -66.12		
 -2.14   	 14.65   	 99.69   	 -81.38		
 -5.49   	 -4.58   	 99.37   	 -86.47		
 -8.85   	-21.36   	 99.02   	-101.73		
-11.90   	-35.71   	 98.62   	-116.99		
-14.34   	-48.22   	 98.15   	-137.33		
-16.17   	-58.90   	 97.60   	-157.68		
-17.70   	-67.44   	 96.97   	-188.20		
-19.23   	-74.46   	 96.22   	-218.72		
-20.14   	-80.26   	 95.34   	-249.24		
-20.75   	-84.84   	 94.34   	-274.67		
-21.06   	-87.89   	 93.24   	-289.93		
-21.06   	-90.33   	 92.09   	-295.01		
-21.67   	-92.47   	 90.91   	-284.84		
-22.89   	-94.30   	 89.77   	-254.32		
-24.72   	-96.44   	 88.75   	-218.72		
-26.25   	-98.27   	 87.87   	-178.03		
-27.16   	-100.10   	 87.16   	-127.16		
-26.86   	-101.01   	 86.65   	 -91.56		
-25.94   	-101.01   	 86.29   	 -61.04		
-25.02   	-99.79   	 86.04   	 -35.61		
-23.80   	-97.35   	 85.90   	 -25.43		
-22.89   	-94.30   	 85.80   	 -25.43		
-21.97   	-90.94   	 85.70   	 -40.69		
-21.36   	-88.50   	 85.53   	 -55.95		
