  I     	  II     	  AO     	  AO'		
 16.48   	-27.16   	106.90   	-289.93		
 14.65   	-25.63   	105.74   	-274.67		
 17.70   	-26.86   	104.64   	-264.50		
 23.80   	-25.63   	103.58   	-254.32		
 29.30   	-20.45   	102.56   	-249.24		
 32.35   	-14.34   	101.57   	-244.15		
 32.04   	-12.51   	100.59   	-249.24		
 29.91   	-16.78   	 99.59   	-249.24		
 28.08   	-24.72   	 98.60   	-244.15		
 29.91   	-30.52   	 97.62   	-239.06		
 35.71   	-30.52   	 96.66   	-228.89		
 44.25   	-24.41   	 95.75   	-228.89		
 49.74   	-16.17   	 94.83   	-213.63		
 48.83   	 -9.77   	 93.98   	-213.63		
 40.59   	 -7.93   	 93.12   	-203.46		
 28.69   	-10.07   	 92.31   	-198.37		
 19.53   	-14.34   	 91.52   	-198.37		
 16.48   	-18.31   	 90.72   	-198.37		
 18.01   	-19.84   	 89.93   	-203.46		
 18.62   	-19.23   	 89.11   	-198.37		
 15.26   	-18.92   	 88.32   	-203.46		
  9.77   	-20.14   	 87.51   	-208.54		
  7.93   	-21.67   	 86.67   	-203.46		
 13.73   	-21.97   	 85.86   	-203.46		
 27.16   	-20.75   	 85.05   	-208.54		
 41.20   	-20.14   	 84.21   	-203.46		
 46.69   	-22.58   	 83.40   	-203.46		
 39.06   	-27.77   	 82.58   	-203.46		
 20.45   	-32.35   	 81.77   	-198.37		
 -0.31   	-33.87   	 80.98   	-198.37		
-11.60   	-32.65   	 80.18   	-193.29		
 -7.02   	-31.74   	 79.41   	-193.29		
  8.54   	-33.26   	 78.64   	-188.20		
 22.89   	-36.62   	 77.88   	-183.11		
 26.25   	-39.98   	 77.15   	-172.94		
 17.70   	-42.72   	 76.46   	-172.94		
  6.10   	-45.47   	 75.77   	-162.77		
  2.44   	-49.44   	 75.12   	-162.77		
 11.29   	-53.41   	 74.47   	-147.51		
 25.94   	-54.93   	 73.88   	-147.51		
 35.10   	-53.10   	 73.29   	-137.33		
