  I     	  II     	  AO     	  AO'		
  0.61   	 35.71   	 90.44   	 -55.95		
  3.66   	 32.65   	 90.21   	 -55.95		
  7.32   	 32.65   	 89.99   	 -55.95		
 12.21   	 38.15   	 89.77   	 -50.86		
 18.31   	 47.61   	 89.56   	 -55.95		
 23.80   	 55.54   	 89.34   	 -50.86		
 25.94   	 58.29   	 89.13   	 -50.86		
 24.72   	 55.85   	 88.93   	 -50.86		
 22.89   	 50.35   	 88.73   	 -50.86		
 22.28   	 43.95   	 88.52   	 -45.78		
 24.41   	 37.54   	 88.34   	 -45.78		
 28.08   	 31.43   	 88.16   	 -45.78		
 30.21   	 25.02   	 87.98   	 -45.78		
 28.38   	 18.31   	 87.79   	 -40.69		
 21.67   	 12.51   	 87.63   	 -45.78		
 10.99   	  9.16   	 87.45   	 -40.69		
 -1.22   	  7.63   	 87.28   	 -40.69		
-12.82   	  4.88   	 87.12   	 -35.61		
-23.50   	 -2.44   	 86.98   	 -40.69		
-32.35   	-15.56   	 86.82   	 -35.61		
-39.06   	-29.91   	 86.67   	 -40.69		
-42.72   	-40.28   	 86.51   	 -35.61		
-43.03   	-43.95   	 86.37   	 -40.69		
-40.89   	-42.42   	 86.21   	 -35.61		
-38.15   	-39.37   	 86.06   	 -35.61		
-36.62   	-37.54   	 85.92   	 -35.61		
-36.62   	-37.23   	 85.78   	 -40.69		
-37.84   	-37.54   	 85.62   	 -35.61		
-38.76   	-37.54   	 85.47   	 -35.61		
-38.76   	-36.93   	 85.33   	 -40.69		
-37.84   	-34.79   	 85.17   	 -40.69		
-36.32   	-31.43   	 85.00   	 -40.69		
-35.10   	-28.08   	 84.84   	 -40.69		
-34.79   	-26.55   	 84.68   	 -40.69		
-35.10   	-27.16   	 84.52   	 -40.69		
-34.79   	-27.77   	 84.35   	 -35.61		
-33.87   	-26.55   	 84.21   	 -40.69		
-32.96   	-22.89   	 84.05   	 -35.61		
-32.96   	-18.31   	 83.91   	 -35.61		
-34.48   	-13.73   	 83.76   	 -35.61		
-36.01   	-10.38   	 83.62   	 -30.52		
-34.18   	 -5.80   	 83.50   	 -30.52		
-22.58   	  2.75   	 83.38   	 -25.43		
  6.41   	 18.92   	 83.28   	 -25.43		
 58.29   	 48.83   	 83.17   	 -25.43		
133.06   	100.10   	 83.07   	 -25.43		
223.69   	179.14   	 82.97   	 -20.35		
315.86   	282.29   	 82.89   	 -20.35		
391.24   	384.83   	 82.81   	 -20.35		
428.47   	444.03(R)	 82.73   	 -20.35		
410.46   	424.80   	 82.64   	 -20.35		
330.81   	323.49   	 82.56   	 -25.43		
202.64   	174.26   	 82.46   	 -20.35		
 59.20   	 32.96   	 82.38   	 -25.43		
-59.81   	-58.29   	 82.28   	 -25.43		
-126.34   	-90.33   	 82.18   	 -25.43		
-136.72   	-80.26   	 82.07   	 -25.43		
-111.08   	-50.96   	 81.97   	 -30.52		
-77.21   	-19.84   	 81.85   	 -30.52		
-54.02   	  4.88   	 81.73   	 -30.52		
-46.08   	 17.70   	 81.61   	 -35.61		
-47.00   	 16.78   	 81.46   	 -30.52		
-48.22   	  8.24   	 81.34   	 -30.52		
-46.69   	  1.22   	 81.22   	 -30.52		
-43.33   	  0.61   	 81.10   	 -30.52		
-40.59   	  4.88   	 80.98   	 -25.43		
-40.28   	  8.54   	 80.87   	 -25.43		
-42.11   	  8.85   	 80.77   	 -20.35		
-44.86   	  7.02   	 80.69   	 -15.26		
-47.30   	  6.71   	 80.63   	  -5.09		
-47.61   	  7.93   	 80.61   	   5.09		
-45.78   	  8.54   	 80.63   	  20.35		
-42.11   	  8.85   	 80.71   	  35.61		
-38.76   	 10.38   	 80.85   	  55.95		
-37.23   	 13.43   	 81.08   	  76.30		
-37.54   	 17.70   	 81.38   	 101.73		
-38.15   	 20.75   	 81.79   	 132.25		
-37.84   	 21.67   	 82.32   	 157.68		
-36.32   	 21.97   	 82.95   	 188.20		
-34.79   	 23.50   	 83.70   	 218.72		
-34.48   	 26.25   	 84.58   	 254.32		
-34.79   	 29.91   	 85.59   	 289.93		
-33.57   	 32.96   	 86.75   	 315.36		
-30.52   	 35.40   	 88.02   	 345.88		
-26.25   	 36.62   	 89.40   	 371.31		
-22.58   	 36.62   	 90.88   	 396.74		
-19.84   	 36.32   	 92.47   	 417.09		
-17.40   	 37.54   	 94.14   	 427.26		
-14.65   	 41.20   	 95.85   	 437.43		
-11.60   	 47.30   	 97.60   	 442.52		
-10.38   	 54.02   	 99.37   	 447.61		
-11.60   	 58.29   	101.16   	 447.61		
-13.12   	 60.12   	102.95   	 442.52		
-12.51   	 61.34   	104.72   	 437.43		
 -8.54   	 64.39   	106.47   	 427.26		
 -1.83   	 69.89   	108.18   	 417.09		
  4.58   	 76.29   	109.85   	 401.83		
  9.16   	 82.09   	111.45   	 391.66		
 12.21   	 87.89   	113.02   	 371.31		
 15.87   	 94.91   	114.51   	 361.14		
 21.97   	103.76   	115.95   	 340.79		
 29.60   	113.53   	117.31   	 325.53		
 36.93   	121.77   	118.62   	 305.19		
 42.42   	126.95   	119.84   	 289.93		
 45.78   	130.31   	121.00   	 269.58		
 47.91   	135.50   	122.07   	 249.24		
 50.96   	144.35   	123.07   	 239.06		
 56.15   	155.64   	124.03   	 218.72		
 63.17   	166.93   	124.90   	 198.37		
 71.72   	175.48   	125.70   	 188.20		
 78.74   	179.75   	126.45   	 172.94		
 83.01   	180.05   	127.14   	 157.68		
 84.23   	178.53   	127.77   	 142.42		
 84.23   	177.00   	128.34   	 132.25		
 84.84   	177.61   	128.87   	 116.99		
 86.67   	181.58   	129.34   	 106.82		
 88.50   	186.77   	129.77   	 101.73		
 88.50   	190.43   	130.17   	  86.47		
 86.67   	190.43   	130.52   	  81.38		
 84.23   	187.07   	130.84   	  71.21		
 82.09   	180.97   	131.13   	  66.12		
 79.04   	173.65   	131.39   	  61.04		
 74.77   	164.49   	131.64   	  55.95		
 68.05   	153.50   	131.86   	  50.86		
 58.90   	140.38   	132.06   	  45.78		
 49.13   	126.04   	132.25   	  45.78		
 39.98   	111.08   	132.43   	  35.61		
 31.74   	 95.83   	132.57   	  35.61		
 25.02   	 81.48   	132.72   	  30.52		
 19.53   	 69.58   	132.84   	  25.43		
 14.65   	 60.42   	132.94   	  25.43		
  9.16   	 53.71   	133.04   	  15.26		
  3.05   	 47.30   	133.10   	  10.17		
 -3.66   	 39.67   	133.14(S)	   0.00		
-10.68   	 30.52   	133.14   	   0.00		
-16.48   	 21.36   	133.14   	 -15.26		
-20.14   	 14.04   	133.08   	 -20.35		
-21.06   	  9.77   	133.00   	 -35.61		
-20.75   	  8.54   	132.86   	 -50.86		
-20.75   	  8.85   	132.65   	 -61.04		
-21.67   	  8.54   	132.41   	 -86.47		
-22.89   	  6.41   	132.06   	-106.82		
-24.11   	  2.14   	131.64   	-127.16		
-25.02   	 -2.75   	131.13   	-157.68		
-25.94   	 -6.41   	130.50   	-183.11		
-27.16   	 -7.63   	129.77   	-203.46		
-28.99   	 -7.02   	128.95   	-228.89		
-30.21   	 -5.49   	128.04   	-244.15		
-31.13   	 -4.88   	127.06   	-259.41		
-30.52   	 -4.27   	126.02   	-269.58		
-28.38   	 -2.14   	124.94   	-274.67		
-25.63   	  2.14   	123.84   	-279.75		
-23.80   	  7.02   	122.73   	-274.67		
-23.50   	 10.38   	121.63   	-269.58		
-24.72   	 10.99   	120.55   	-264.50		
-26.55   	  9.77   	119.49   	-254.32		
-26.86   	  9.16   	118.47   	-239.06		
-25.33   	 10.07   	117.52   	-223.80		
-23.80   	 12.21   	116.62   	-213.63		
-24.11   	 13.43   	115.77   	-193.29		
-26.25   	 12.51   	114.99   	-178.03		
-27.77   	 10.99   	114.28   	-157.68		
-27.47   	 10.07   	113.65   	-147.51		
-25.02   	 10.68   	113.06   	-127.16		
-22.58   	 11.60   	112.55   	-116.99		
-22.89   	 11.90   	112.09   	-101.73		
-26.25   	 10.68   	111.68   	 -86.47		
-30.82   	  8.85   	111.33   	 -76.30		
-33.26   	  7.93   	111.03   	 -71.21		
-32.35   	  8.54   	110.74   	 -61.04		
-28.38   	 10.38   	110.50   	 -50.86		
-24.41   	 13.12   	110.29   	 -45.78		
-23.19   	 14.95   	110.11   	 -45.78		
-25.63   	 14.95   	109.93   	 -40.69		
-30.52   	 11.90   	109.77   	 -35.61		
-35.71   	  6.41   	109.62   	 -35.61		
-39.06   	  1.53   	109.48   	 -35.61		
-39.06   	 -0.61   	109.34   	 -30.52		
-34.79   	  1.83   	109.22   	 -35.61		
-27.47   	  6.71   	109.07   	 -35.61		
-20.45   	 10.99   	108.93   	 -40.69		
-17.70   	 12.21   	108.77   	 -40.69		
-21.36   	 11.29   	108.61   	 -40.69		
-27.77   	 10.38   	108.44   	 -45.78		
-32.35   	 10.38   	108.26   	 -45.78		
-32.35   	 10.38   	108.08   	 -55.95		
-29.30   	  8.85   	107.85   	 -50.86		
-26.25   	  5.80   	107.65   	 -61.04		
-25.63   	  3.05   	107.41   	 -61.04		
-26.86   	  2.75   	107.16   	 -66.12		
-28.08   	  4.27   	106.90   	 -66.12		
-27.77   	  6.10   	106.63   	 -71.21		
-27.16   	  6.41   	106.35   	 -76.30		
-26.86   	  3.97   	106.04   	 -81.38		
-26.86   	  0.00   	105.72   	 -81.38		
-27.77   	 -4.88   	105.39   	 -86.47		
-28.69   	 -8.24   	105.05   	 -86.47		
-28.08   	 -8.85   	104.70   	 -91.56		
-26.55   	 -5.80   	104.33   	 -91.56		
-24.41   	 -0.92   	103.97   	 -91.56		
-23.19   	  2.75   	103.60   	 -91.56		
-23.50   	  3.05   	103.23   	 -96.64		
-24.72   	  0.61   	102.85   	 -96.64		
-25.33   	 -1.22   	102.46   	 -96.64		
-24.72   	 -2.14   	102.07   	 -91.56		
-25.02   	 -3.05   	101.71   	 -96.64		
-27.77   	 -5.19   	101.32   	 -96.64		
-31.43   	 -9.16   	100.94   	 -91.56		
-33.26   	-11.90   	100.57   	 -96.64		
-31.13   	 -9.77   	100.18   	 -91.56		
-25.94   	 -4.27   	 99.82   	 -91.56		
-21.06   	  1.83   	 99.45   	 -86.47		
-18.31   	  4.88   	 99.10   	 -91.56		
-18.31   	  3.36   	 98.74   	 -86.47		
-20.14   	  0.00   	 98.39   	 -81.38		
-21.97   	 -2.14   	 98.07   	 -81.38		
-23.19   	 -2.44   	 97.74   	 -81.38		
-23.80   	 -1.83   	 97.42   	 -81.38		
-23.19   	 -0.61   	 97.09   	 -81.38		
-21.36   	  0.92   	 96.76   	 -76.30		
-19.23   	  3.36   	 96.46   	 -76.30		
-18.01   	  5.80   	 96.15   	 -76.30		
-18.01   	  6.10   	 95.85   	 -71.21		
-18.31   	  3.66   	 95.56   	 -71.21		
-18.92   	 -0.31   	 95.28   	 -76.30		
-19.53   	 -4.88   	 94.97   	 -71.21		
-19.84   	 -8.85   	 94.69   	 -71.21		
-20.45   	-11.60   	 94.40   	 -66.12		
-20.45   	-11.90   	 94.14   	 -71.21		
-18.92   	 -8.85   	 93.86   	 -71.21		
-14.95   	 -1.22   	 93.57   	 -71.21		
-10.07   	  9.77   	 93.29   	 -66.12		
 -5.19   	 21.06   	 93.02   	 -71.21		
 -1.22   	 30.52   	 92.74   	 -66.12		
  1.83   	 37.54   	 92.47   	 -66.12		
  3.66   	 43.03   	 92.21   	 -66.12		
  4.27   	 46.69   	 91.94   	 -66.12		
  5.19   	 48.52   	 91.68   	 -61.04		
  6.41   	 47.61   	 91.43   	 -66.12		
  8.54   	 44.86   	 91.17   	 -61.04		
 11.90   	 43.95   	 90.93   	 -61.04		
 17.09   	 47.30   	 90.68   	 -66.12		
 23.80   	 55.24   	 90.42   	 -61.04		
 31.13   	 64.70   	 90.17   	 -61.04		
 37.54   	 70.50   	 89.93   	 -55.95		
 41.20   	 68.66   	 89.70   	 -61.04		
 42.42   	 59.51   	 89.46   	 -61.04		
 43.03   	 47.61   	 89.22   	 -55.95		
 44.86   	 38.45   	 88.99   	 -55.95		
 46.39   	 33.26   	 88.77   	 -55.95		
 44.86   	 30.21   	 88.54   	 -50.86		
 37.84   	 25.94   	 88.34   	 -50.86		
 25.94   	 19.53   	 88.14   	 -50.86		
 12.51   	 13.43   	 87.93   	 -50.86		
  1.22   	  8.85   	 87.73   	 -50.86		
 -7.63   	  5.19   	 87.53   	 -45.78		
-15.87   	 -0.61   	 87.34   	 -45.78		
-24.41   	 -9.46   	 87.16   	 -45.78		
-32.04   	-20.45   	 86.98   	 -40.69		
-35.71   	-30.21   	 86.82   	 -45.78		
-33.87   	-35.40   	 86.63   	 -40.69		
-28.08   	-35.71   	 86.47   	 -40.69		
-22.58   	-33.26   	 86.31   	 -40.69		
-20.45   	-31.13   	 86.14   	 -45.78		
-23.19   	-31.43   	 85.96   	 -40.69		
-28.08   	-33.57   	 85.80   	 -40.69		
-31.13   	-35.10   	 85.64   	 -40.69		
-30.21   	-32.96   	 85.47   	 -45.78		
-25.94   	-26.86   	 85.29   	 -40.69		
-21.67   	-20.14   	 85.13   	 -45.78		
-21.36   	-16.48   	 84.94   	 -45.78		
-25.63   	-18.01   	 84.76   	 -45.78		
-30.82   	-23.50   	 84.58   	 -40.69		
-32.96   	-29.60   	 84.41   	 -45.78		
-30.52   	-33.57   	 84.23   	 -45.78		
-24.72   	-34.48   	 84.05   	 -40.69		
-20.45   	-33.26   	 83.89   	 -40.69		
-21.36   	-31.43   	 83.72   	 -40.69		
-25.33   	-28.08   	 83.56   	 -40.69		
-23.50   	-19.53   	 83.40   	 -35.61		
 -3.66   	 -2.14   	 83.26   	 -35.61		
 43.03   	 26.55   	 83.11   	 -40.69		
115.97   	 69.89   	 82.95   	 -35.61		
206.60   	132.75   	 82.81   	 -35.61		
303.04   	218.20   	 82.66   	 -30.52		
390.01   	317.08   	 82.54   	 -35.61		
450.44   	398.25   	 82.40   	 -30.52		
464.17   	419.92(R)	 82.28   	 -35.61		
415.34   	357.97   	 82.14   	 -30.52		
303.65   	225.22   	 82.01   	 -30.52		
154.42   	 71.11   	 81.89   	 -30.52		
 10.07   	-49.13   	 81.77   	 -35.61		
-90.33   	-106.51   	 81.63   	 -30.52		
-129.70   	-108.34   	 81.51   	 -30.52		
-119.02   	-80.87   	 81.38   	 -35.61		
-86.06   	-48.52   	 81.24   	 -30.52		
-54.93   	-22.28   	 81.12   	 -35.61		
-37.54   	 -5.80   	 80.98   	 -30.52		
-32.96   	  0.92   	 80.85   	 -35.61		
-35.40   	 -1.53   	 80.71   	 -30.52		
-38.45   	-10.07   	 80.59   	 -30.52		
-39.37   	-19.23   	 80.47   	 -30.52		
-36.93   	-23.80   	 80.35   	 -25.43		
-32.35   	-21.97   	 80.24   	 -25.43		
-28.38   	-17.40   	 80.14   	 -20.35		
-27.47   	-13.73   	 80.06   	 -20.35		
-30.52   	-14.04   	 79.98   	 -10.17		
-35.40   	-17.09   	 79.94(D)	   0.00		
-37.54   	-19.53   	 79.94   	   5.09		
-35.40   	-18.31   	 79.96   	  25.43		
-29.91   	-12.21   	 80.06   	  35.61		
-24.41   	 -5.19   	 80.20   	  61.04		
-21.97   	 -2.44   	 80.45   	  81.38		
-22.89   	 -6.10   	 80.77   	 106.82		
-24.72   	-13.12   	 81.20   	 132.25		
-25.33   	-17.70   	 81.73   	 162.77		
-24.11   	-15.87   	 82.38   	 193.29		
-21.97   	 -5.80   	 83.15   	 223.80		
-21.06   	  7.32   	 84.05   	 259.41		
-21.36   	 17.09   	 85.09   	 284.84		
-20.75   	 18.31   	 86.23   	 320.45		
-18.31   	 10.68   	 87.51   	 350.97		
-14.95   	  0.00   	 88.91   	 371.31		
-11.60   	 -5.49   	 90.40   	 396.74		
-10.38   	 -1.53   	 91.98   	 417.09		
-10.07   	 11.29   	 93.65   	 437.43		
 -9.16   	 28.69   	 95.40   	 442.52		
 -6.71   	 43.03   	 97.17   	 452.69		
 -3.97   	 49.13   	 98.98   	 452.69		
 -2.14   	 46.39   	100.79   	 452.69		
 -0.31   	 37.54   	102.60   	 447.61		
  2.44   	 29.30   	104.39   	 442.52		
  7.63   	 28.99   	106.16   	 432.35		
 14.95   	 38.45   	107.89   	 417.09		
 22.28   	 52.49   	109.56   	 406.92		
 27.77   	 62.87   	111.19   	 386.57		
 30.82   	 65.61   	112.74   	 371.31		
 32.65   	 64.09   	114.22   	 350.97		
 34.18   	 65.61   	115.63   	 335.71		
 36.93   	 75.38   	116.97   	 310.27		
 41.50   	 92.77   	118.21   	 295.01		
 46.69   	111.08   	119.39   	 274.67		
 51.88   	123.60   	120.49   	 254.32		
 57.98   	128.48   	121.51   	 233.98		
 65.92   	128.78   	122.44   	 213.63		
 74.46   	127.56   	123.30   	 198.37		
 81.48   	127.87   	124.09   	 178.03		
 84.53   	130.31   	124.80   	 162.77		
 83.92   	132.45   	125.45   	 147.51		
 82.09   	133.97   	126.04   	 137.33		
 82.40   	134.89   	126.59   	 122.07		
 86.06   	137.33   	127.08   	 111.90		
 91.55   	141.91   	127.53   	 101.73		
 95.21   	146.79   	127.93   	  91.56		
 94.30   	150.15   	128.30   	  81.38		
 89.42   	150.76   	128.63   	  81.38		
 83.31   	149.23   	128.95   	  66.12		
 79.96   	146.79   	129.22   	  61.04		
 79.35   	142.82   	129.46   	  55.95		
 78.74   	133.97   	129.68   	  50.86		
 75.38   	119.02   	129.89   	  40.69		
 68.05   	 98.88   	130.05   	  40.69		
 58.59   	 78.43   	130.21   	  30.52		
 50.05   	 62.87   	130.34   	  30.52		
 43.03   	 54.63   	130.46   	  20.35		
 35.40   	 50.96   	130.54   	  20.35		
 26.55   	 47.00   	130.62   	  15.26		
 17.40   	 38.15   	130.68   	  10.17		
  8.54   	 21.67   	130.72(S)	   0.00		
  1.83   	  1.53   	130.72   	   0.00		
 -3.05   	-15.87   	130.72   	  -5.09		
 -6.41   	-25.02   	130.70   	 -10.17		
 -7.93   	-24.72   	130.66   	 -20.35		
 -8.85   	-18.01   	130.58   	 -25.43		
-10.38   	-12.21   	130.48   	 -35.61		
-13.43   	-11.90   	130.34   	 -50.86		
-17.09   	-16.78   	130.13   	 -61.04		
-19.53   	-24.11   	129.89   	 -81.38		
-19.53   	-31.43   	129.56   	-106.82		
-18.01   	-37.54   	129.13   	-127.16		
-16.48   	-41.81   	128.63   	-147.51		
-16.78   	-44.86   	128.04   	-183.11		
-18.92   	-46.08   	127.30   	-203.46		
-22.28   	-46.39   	126.49   	-228.89		
-25.94   	-47.30   	125.57   	-254.32		
-27.47   	-48.52   	124.56   	-264.50		
-25.94   	-48.83   	123.50   	-279.75		
-21.97   	-47.61   	122.38   	-289.93		
-18.31   	-46.08   	121.22   	-295.01		
-17.40   	-45.17   	120.04   	-295.01		
-20.14   	-45.47   	118.86   	-284.84		
-24.11   	-45.78   	117.72   	-279.75		
-25.63   	-46.08   	116.60   	-269.58		
-23.19   	-47.00   	115.52   	-249.24		
-19.53   	-47.61   	114.53   	-233.98		
-17.09   	-46.08   	113.59   	-218.72		
-18.31   	-41.81   	112.72   	-193.29		
-22.28   	-37.84   	111.94   	-172.94		
-25.94   	-38.15   	111.25   	-152.59		
-28.38   	-44.56   	110.64   	-137.33		
-28.38   	-52.80   	110.09   	-111.90		
-27.47   	-55.85   	109.64   	 -96.64		
-26.25   	-52.19   	109.26   	 -86.47		
-24.41   	-45.17   	108.91   	 -66.12		
-22.58   	-40.59   	108.65   	 -55.95		
-21.06   	-41.20   	108.42   	 -50.86		
-21.67   	-45.17   	108.22   	 -35.61		
-23.50   	-48.52   	108.08   	 -35.61		
-26.55   	-50.05   	107.93   	 -25.43		
-29.91   	-50.96   	107.83   	 -25.43		
-32.65   	-50.66   	107.73   	 -20.35		
-32.35   	-49.44   	107.65   	 -20.35		
