  I     	  II     	  AO     	  AO'		
-49.13   	-51.88   	 80.85   	 -35.61		
-49.13   	-55.54   	 80.71   	 -35.61		
-48.83   	-57.98   	 80.57   	 -35.61		
-47.91   	-56.76   	 80.43   	 -35.61		
-46.08   	-49.44   	 80.28   	 -40.69		
-43.33   	-36.01   	 80.12   	 -35.61		
-39.98   	-18.31   	 79.98   	 -40.69		
-36.01   	  0.00   	 79.82   	 -35.61		
-32.65   	 15.56   	 79.67   	 -40.69		
-29.60   	 27.47   	 79.51   	 -40.69		
-26.55   	 37.23   	 79.35   	 -40.69		
-22.28   	 48.52   	 79.19   	 -40.69		
-16.17   	 62.26   	 79.02   	 -40.69		
 -8.85   	 77.82   	 78.86   	 -40.69		
 -0.61   	 93.38   	 78.70   	 -45.78		
  7.32   	107.73   	 78.51   	 -45.78		
 14.65   	122.07   	 78.33   	 -45.78		
 21.67   	138.24   	 78.15   	 -45.78		
 28.69   	157.47   	 77.97   	 -50.86		
 36.62   	179.14   	 77.76   	 -50.86		
 46.08   	200.20   	 77.56   	 -50.86		
 57.37   	217.29   	 77.35   	 -50.86		
 67.14   	225.52   	 77.15   	 -55.95		
 70.80   	220.34   	 76.93   	 -50.86		
 63.17   	200.20   	 76.72   	 -55.95		
 43.03   	165.10   	 76.50   	 -55.95		
 14.95   	119.93   	 76.28   	 -55.95		
-13.43   	 70.80   	 76.05   	 -61.04		
-34.48   	 25.02   	 75.81   	 -61.04		
-44.86   	-12.51   	 75.56   	 -55.95		
-46.39   	-39.06   	 75.34   	 -61.04		
-45.17   	-55.54   	 75.10   	 -55.95		
-45.17   	-64.09   	 74.87   	 -55.95		
-48.22   	-68.05   	 74.65   	 -55.95		
-52.49   	-69.89   	 74.42   	 -45.78		
-56.15   	-70.80   	 74.24   	 -45.78		
-58.59   	-72.02   	 74.06   	 -40.69		
-59.81   	-74.77   	 73.90   	 -35.61		
-60.42   	-79.35   	 73.75   	 -35.61		
-60.73   	-85.45   	 73.61   	 -30.52		
-61.04   	-92.16   	 73.49   	 -25.43		
-61.65   	-97.35   	 73.39   	 -30.52		
-63.48   	-100.71   	 73.27   	 -25.43		
-65.61   	-101.62   	 73.16   	 -25.43		
-66.83   	-100.71   	 73.06   	 -30.52		
-66.53   	-98.88   	 72.94   	 -30.52		
-65.00   	-97.66   	 72.82   	 -30.52		
-66.53   	-100.40   	 72.70   	 -35.61		
-75.68   	-112.61   	 72.55   	 -40.69		
-94.91   	-137.33   	 72.39   	 -40.69		
-118.10   	-166.63   	 72.23   	 -45.78		
-128.48   	-178.22   	 72.04   	 -45.78		
-104.68   	-141.60   	 71.86   	 -50.86		
-30.52   	-34.79   	 71.66   	 -45.78		
 92.77   	142.82   	 71.47   	 -50.86		
244.75   	365.60   	 71.27   	 -45.78		
393.98   	588.99   	 71.09   	 -40.69		
508.12   	766.91   	 70.93   	 -40.69		
564.27   	863.95(R)	 70.76   	 -35.61		
547.18   	857.85   	 70.62   	 -35.61		
452.27   	748.60   	 70.48   	 -25.43		
290.83   	558.78   	 70.38   	 -25.43		
 92.77   	322.57   	 70.27   	 -20.35		
-97.05   	 79.96   	 70.19   	 -20.35		
-235.90   	-128.48   	 70.11   	 -20.35		
-304.26   	-273.44   	 70.03   	 -20.35		
-312.50   	-344.85   	 69.95   	 -20.35		
-289.61   	-354.92   	 69.87   	 -25.43		
-261.84   	-332.64   	 69.77   	 -20.35		
-238.65   	-309.45   	 69.68   	 -30.52		
-215.76   	-298.77   	 69.56   	 -25.43		
-186.77   	-292.05   	 69.46   	 -35.61		
-152.59   	-272.22   	 69.32   	 -30.52		
-120.54   	-233.15   	 69.20   	 -30.52		
-97.66   	-185.85   	 69.07   	 -30.52		
-86.06   	-147.40   	 68.95   	 -30.52		
-81.79   	-128.78   	 68.83   	 -20.35		
-79.04   	-126.34   	 68.75   	 -20.35		
-75.68   	-129.70   	 68.67   	 -15.26		
-71.11   	-130.92   	 68.61   	 -10.17		
-66.83   	-126.95   	 68.57   	  -5.09		
-63.17   	-120.85   	 68.55   	  -5.09		
-60.12   	-114.14   	 68.52   	  -5.09		
-57.37   	-108.34   	 68.50   	 -10.17		
-54.63   	-103.45   	 68.46   	 -10.17		
-51.57   	-100.10   	 68.42   	 -15.26		
-49.44   	-97.96   	 68.36   	 -25.43		
-48.22   	-96.13   	 68.26   	 -20.35		
-47.00   	-94.91   	 68.18   	 -20.35		
-45.47   	-93.38   	 68.10   	 -10.17		
-42.72   	-92.47   	 68.06   	  -5.09		
-39.06   	-91.25   	 68.04   	  10.17		
-35.40   	-89.11   	 68.08   	  30.52		
-31.74   	-85.75   	 68.20   	  50.86		
-29.30   	-81.18   	 68.40   	  76.30		
-27.16   	-76.90   	 68.71   	 106.82		
-25.94   	-73.55   	 69.14   	 132.25		
-24.11   	-70.80   	 69.66   	 162.77		
-21.36   	-67.44   	 70.32   	 193.29		
