  I     	  II     	  AO     	  AO'		
-21.67   	-21.06   	 74.12   	 -30.52		
-21.36   	-19.84   	 74.00   	 -25.43		
-21.06   	-16.78   	 73.90   	 -30.52		
-21.97   	-14.95   	 73.77   	 -25.43		
-23.80   	-15.56   	 73.67   	 -25.43		
-26.25   	-17.70   	 73.57   	 -30.52		
-28.69   	-20.14   	 73.45   	 -25.43		
-30.21   	-21.97   	 73.35   	 -35.61		
-31.13   	-22.28   	 73.20   	 -35.61		
-31.43   	-21.97   	 73.06   	 -35.61		
-32.04   	-21.67   	 72.92   	 -40.69		
-32.65   	-21.67   	 72.76   	 -45.78		
-33.26   	-21.36   	 72.57   	 -50.86		
-33.57   	-21.06   	 72.37   	 -50.86		
-33.26   	-20.45   	 72.17   	 -50.86		
-32.35   	-19.84   	 71.96   	 -55.95		
-31.43   	-19.53   	 71.74   	 -61.04		
-31.13   	-19.84   	 71.50   	 -55.95		
-31.13   	-20.14   	 71.27   	 -61.04		
-32.35   	-20.45   	 71.03   	 -61.04		
-33.57   	-19.84   	 70.78   	 -61.04		
-34.48   	-18.92   	 70.54   	 -61.04		
-34.79   	-18.31   	 70.29   	 -61.04		
-34.48   	-17.70   	 70.05   	 -55.95		
-33.57   	-17.40   	 69.83   	 -61.04		
-32.35   	-16.78   	 69.58   	 -55.95		
-31.13   	-16.48   	 69.36   	 -55.95		
-30.52   	-16.17   	 69.14   	 -50.86		
-30.21   	-16.78   	 68.93   	 -50.86		
-29.91   	-17.40   	 68.73   	 -50.86		
-28.38   	-17.70   	 68.52   	 -45.78		
-25.63   	-17.40   	 68.34   	 -50.86		
-21.67   	-16.17   	 68.14   	 -45.78		
-17.09   	-12.82   	 67.95   	 -45.78		
-11.90   	 -6.41   	 67.77   	 -45.78		
 -4.88   	  3.66   	 67.59   	 -50.86		
  5.49   	 18.01   	 67.39   	 -50.86		
 22.28   	 36.62   	 67.18   	 -45.78		
 47.00   	 61.95   	 67.00   	 -50.86		
 79.35   	 97.66   	 66.80   	 -50.86		
117.80   	140.99   	 66.59   	 -55.95		
159.30   	174.56   	 66.37   	 -50.86		
200.20   	170.59   	 66.16   	 -50.86		
236.21   	101.93   	 65.96   	 -50.86		
265.81   	-34.48   	 65.76   	 -50.86		
290.83   	-208.44   	 65.55   	 -50.86		
316.77   	-368.96   	 65.35   	 -50.86		
349.43   	-471.50   	 65.15   	 -45.78		
391.85   	-504.46   	 64.96   	 -45.78		
440.67   	-488.59   	 64.78   	 -40.69		
486.45   	-462.65   	 64.62   	 -45.78		
519.41   	-457.76   	 64.44   	 -40.69		
531.62(R)	-480.04   	 64.27   	 -40.69		
