  I     	  II     	  AO     	  AO'		
-45.17   	 10.07   	 83.09   	 -40.69		
-43.03   	 20.14   	 82.93   	 -35.61		
-40.89   	 28.08   	 82.79   	 -35.61		
-38.76   	 33.87   	 82.64   	 -35.61		
-36.32   	 38.15   	 82.50   	 -35.61		
-34.48   	 42.11   	 82.36   	 -35.61		
-32.96   	 45.17   	 82.22   	 -40.69		
-32.04   	 47.30   	 82.05   	 -40.69		
-30.21   	 48.83   	 81.89   	 -45.78		
-26.25   	 51.27   	 81.71   	 -45.78		
-19.23   	 56.46   	 81.53   	 -45.78		
-10.07   	 63.17   	 81.34   	 -50.86		
 -1.83   	 66.53   	 81.14   	 -55.95		
  2.75   	 63.48   	 80.92   	 -50.86		
  3.66   	 53.10   	 80.71   	 -55.95		
  2.75   	 40.89   	 80.49   	 -50.86		
  2.75   	 31.43   	 80.28   	 -55.95		
  3.66   	 25.94   	 80.06   	 -50.86		
  3.97   	 20.75   	 79.86   	 -55.95		
  0.92   	 13.12   	 79.63   	 -50.86		
 -5.80   	  4.27   	 79.43   	 -45.78		
-14.34   	 -1.83   	 79.25   	 -50.86		
-21.97   	 -2.14   	 79.04   	 -50.86		
-27.77   	  1.83   	 78.84   	 -45.78		
-31.13   	  4.58   	 78.66   	 -50.86		
-33.26   	  0.92   	 78.45   	 -45.78		
-35.10   	-10.38   	 78.27   	 -50.86		
-37.23   	-25.33   	 78.07   	 -50.86		
-40.28   	-39.06   	 77.86   	 -55.95		
-43.64   	-48.22   	 77.64   	 -55.95		
-47.00   	-51.88   	 77.42   	 -55.95		
-49.13   	-52.80   	 77.19   	 -50.86		
-50.05   	-53.10   	 76.99   	 -55.95		
-50.66   	-54.32   	 76.76   	 -50.86		
-51.88   	-56.15   	 76.56   	 -45.78		
-53.71   	-57.68   	 76.38   	 -45.78		
-55.54   	-57.37   	 76.20   	 -40.69		
-56.76   	-56.15   	 76.03   	 -35.61		
-57.07   	-54.32   	 75.89   	 -25.43		
-56.76   	-52.80   	 75.79   	 -25.43		
-56.46   	-51.88   	 75.69   	 -20.35		
-56.46   	-51.27   	 75.60   	 -20.35		
-57.07   	-51.57   	 75.52   	 -15.26		
-58.29   	-51.57   	 75.46   	 -10.17		
-62.56   	-50.66   	 75.42   	 -10.17		
-72.63   	-47.00   	 75.38   	 -50.86		
-112.92   	-21.97   	 75.18   	 -20.35		
-83.92   	-14.04   	 75.10   	 -35.61		
 -4.88   	  3.66   	 74.95   	 -35.61		
125.73   	 47.91   	 74.81   	 -50.86		
290.83   	132.75   	 74.61   	 -55.95		
455.93   	249.63   	 74.38   	 -61.04		
580.14   	353.39   	 74.14   	 -76.30		
628.66   	384.22(R)	 73.83   	 -76.30		
584.41   	307.92   	 73.53   	 -81.38		
459.29   	142.21   	 73.20   	 -81.38		
294.80   	-46.39   	 72.88   	 -81.38		
144.96   	-182.80   	 72.55   	 -81.38		
