  I     	  II     	  AO     	  AO'		
 32.65   	 82.40   	 81.73   	 -66.12		
 32.96   	 86.36   	 81.46   	 -71.21		
 32.35   	 90.33   	 81.18   	 -71.21		
 31.74   	 93.69   	 80.89   	 -66.12		
 30.82   	 96.13   	 80.63   	 -71.21		
 29.91   	 97.96   	 80.35   	 -71.21		
 30.21   	100.40   	 80.06   	 -66.12		
 31.43   	102.84   	 79.80   	 -66.12		
 32.96   	105.29   	 79.53   	 -66.12		
 33.57   	107.12   	 79.27   	 -61.04		
 32.96   	108.34   	 79.02   	 -66.12		
 32.04   	108.95   	 78.76   	 -55.95		
 31.13   	110.47   	 78.53   	 -61.04		
 31.13   	112.00   	 78.29   	 -61.04		
 32.04   	113.53   	 78.05   	 -55.95		
 32.65   	114.44   	 77.82   	 -61.04		
 32.65   	115.05   	 77.58   	 -61.04		
 32.65   	116.27   	 77.33   	 -66.12		
 32.35   	118.10   	 77.07   	 -61.04		
 32.35   	120.54   	 76.83   	 -66.12		
 32.96   	122.68   	 76.56   	 -66.12		
 33.87   	124.21   	 76.30   	 -66.12		
 35.10   	124.82   	 76.03   	 -66.12		
 35.71   	125.12   	 75.77   	 -61.04		
 35.71   	125.73   	 75.52   	 -66.12		
 35.40   	126.65   	 75.26   	 -61.04		
 35.40   	128.17   	 75.01   	 -55.95		
 35.71   	130.00   	 74.79   	 -61.04		
 36.32   	131.53   	 74.55   	 -50.86		
 36.32   	132.14   	 74.34   	 -55.95		
 36.32   	131.84   	 74.12   	 -50.86		
 36.01   	130.62   	 73.92   	 -45.78		
 35.71   	130.31   	 73.73   	 -50.86		
 35.71   	131.53   	 73.53   	 -40.69		
 36.32   	133.97   	 73.37   	 -45.78		
 36.93   	137.02   	 73.18   	 -40.69		
 37.54   	139.16   	 73.02   	 -35.61		
 37.84   	139.77   	 72.88   	 -40.69		
 37.54   	139.77   	 72.72   	 -40.69		
 37.23   	139.47   	 72.55   	 -40.69		
 36.93   	140.08   	 72.39   	 -40.69		
 36.32   	140.99   	 72.23   	 -40.69		
 35.71   	141.91   	 72.06   	 -45.78		
 35.40   	142.52   	 71.88   	 -45.78		
 35.71   	143.13   	 71.70   	 -50.86		
 36.32   	144.65   	 71.50   	 -55.95		
 37.54   	147.71   	 71.27   	 -55.95		
 39.67   	151.98   	 71.05   	 -55.95		
 43.64   	157.17   	 70.82   	 -61.04		
 49.44   	161.44   	 70.58   	 -66.12		
 57.68   	164.79   	 70.32   	 -66.12		
 67.44   	167.24   	 70.05   	 -66.12		
 76.90   	169.98   	 69.79   	 -66.12		
 84.84   	176.09   	 69.52   	 -71.21		
 89.42   	187.38   	 69.24   	 -66.12		
 90.94   	202.94   	 68.97   	 -66.12		
 91.25   	219.42   	 68.71   	 -66.12		
 92.77   	233.46   	 68.44   	 -61.04		
 98.57   	245.06   	 68.20   	 -61.04		
110.17   	257.87   	 67.95   	 -55.95		
126.04   	274.05   	 67.73   	 -50.86		
143.13   	291.75   	 67.53   	 -45.78		
155.33   	303.65   	 67.34   	 -45.78		
157.17   	303.34   	 67.16   	 -40.69		
148.62   	289.00   	 67.00   	 -35.61		
135.50   	266.72   	 66.86   	 -30.52		
126.95   	242.31   	 66.73   	 -25.43		
130.00   	220.64   	 66.63   	 -25.43		
142.52   	202.03   	 66.53   	 -20.35		
156.25   	186.16   	 66.45   	 -15.26		
162.66   	174.87   	 66.39   	 -15.26		
157.78   	169.37   	 66.33   	 -10.17		
142.52   	167.54   	 66.29   	 -10.17		
120.24   	165.10   	 66.25   	  -5.09		
 92.47   	156.86   	 66.23   	 -10.17		
 62.26   	141.60   	 66.18   	 -10.17		
 33.87   	123.90   	 66.14   	  -5.09		
 14.34   	110.47   	 66.12   	 -10.17		
  7.93   	105.29   	 66.08   	 -15.26		
 12.21   	106.51   	 66.02   	 -10.17		
 18.62   	109.56   	 65.98   	 -15.26		
 20.75   	110.47   	 65.92   	 -10.17		
 16.17   	108.64   	 65.88   	 -15.26		
  8.85   	105.90   	 65.82   	 -15.26		
  3.36   	104.37   	 65.76   	 -15.26		
  2.14   	105.59   	 65.70   	 -15.26		
  4.27   	108.03   	 65.64   	 -15.26		
  7.32   	110.17   	 65.57   	 -20.35		
  9.46   	115.05   	 65.49   	 -15.26		
 14.04   	134.28   	 65.43   	 -15.26		
 35.40   	187.99   	 65.37   	 -15.26		
101.32   	297.55   	 65.31   	 -20.35		
249.33   	476.38   	 65.23   	 -15.26		
503.85   	724.18   	 65.17   	 -20.35		
850.52   	1024.48   	 65.09   	 -20.35		
1224.67   	1335.45   	 65.00   	 -15.26		
1524.05   	1586.30   	 64.94   	 -25.43		
1651.92(R)	1688.54   	 64.84   	 -20.35		
1566.77   	1575.32   	 64.76   	 -20.35		
1307.07   	1250.00   	 64.68   	 -20.35		
969.85   	812.68   	 64.60   	 -20.35		
660.10   	417.48   	 64.52   	 -20.35		
440.06   	185.85   	 64.44   	 -25.43		
310.06   	141.91   	 64.33   	 -20.35		
230.10   	210.27   	 64.25   	 -20.35		
162.05   	278.93   	 64.17   	 -20.35		
 93.38   	278.93   	 64.09   	 -25.43		
 32.96   	214.54   	 63.99   	 -20.35		
 -6.10   	133.97   	 63.91   	 -20.35		
-23.19   	 81.48   	 63.82   	 -15.26		
-28.99   	 68.05   	 63.76   	 -15.26		
-35.10   	 76.29   	 63.70   	   0.00		
-45.47   	 83.92   	 63.70   	  10.17		
-57.37   	 80.57   	 63.74   	  30.52		
-66.53   	 69.58   	 63.87   	  55.95		
-71.41   	 59.51   	 64.09   	  91.56		
-73.24   	 54.93   	 64.46   	 116.99		
-73.55   	 55.24   	 64.92   	 152.59		
-74.46   	 57.37   	 65.53   	 188.20		
-75.07   	 58.29   	 66.29   	 203.46		
-75.99   	 57.07   	 67.10   	 228.89		
-76.90   	 54.93   	 68.02   	 233.98		
-78.13   	 52.80   	 68.95   	 239.06		
-79.04   	 51.57   	 69.91   	 239.06		
-79.65   	 51.88   	 70.86   	 233.98		
-79.65   	 52.49   	 71.80   	 223.80		
-79.04   	 52.80   	 72.70   	 218.72		
-78.74   	 52.80   	 73.57   	 213.63		
-78.74   	 52.19   	 74.42   	 208.54		
-79.35   	 51.27   	 75.26   	 198.37		
-79.65   	 50.05   	 76.05   	 198.37		
-79.96   	 49.44   	 76.85   	 198.37		
-79.35   	 48.83   	 77.64   	 198.37		
-78.74   	 48.22   	 78.43   	 208.54		
-77.51   	 47.61   	 79.27   	 223.80		
-76.29   	 46.69   	 80.16   	 233.98		
-75.38   	 46.08   	 81.10   	 259.41		
-74.16   	 45.78   	 82.14   	 284.84		
-72.94   	 45.78   	 83.28   	 305.19		
-72.02   	 46.08   	 84.50   	 330.62		
-71.11   	 46.08   	 85.82   	 345.88		
-70.50   	 45.78   	 87.20   	 366.22		
-69.27   	 45.17   	 88.67   	 371.31		
-68.05   	 44.25   	 90.15   	 381.48		
-66.53   	 43.33   	 91.68   	 376.40		
-65.00   	 42.11   	 93.18   	 371.31		
-63.78   	 41.50   	 94.67   	 371.31		
-62.56   	 41.20   	 96.15   	 366.22		
-61.65   	 41.50   	 97.62   	 361.14		
-60.73   	 42.42   	 99.06   	 361.14		
-59.51   	 43.33   	100.51   	 356.05		
-58.90   	 44.56   	101.93   	 356.05		
-57.98   	 46.08   	103.36   	 350.97		
-57.37   	 47.61   	104.76   	 345.88		
-57.07   	 50.05   	106.14   	 345.88		
-56.15   	 52.80   	107.53   	 335.71		
-55.54   	 55.85   	108.87   	 330.62		
-54.63   	 58.90   	110.19   	 325.53		
-54.32   	 61.95   	111.49   	 315.36		
-54.32   	 65.61   	112.76   	 305.19		
-54.93   	 69.58   	113.98   	 300.10		
-54.93   	 74.16   	115.18   	 289.93		
-54.32   	 79.65   	116.34   	 279.75		
-52.80   	 86.06   	117.46   	 269.58		
-50.35   	 93.08   	118.53   	 264.50		
-48.83   	101.32   	119.59   	 254.32		
-48.83   	110.17   	120.61   	 249.24		
