  I     	  II     	  AO     	  AO'		
350.95   	155.03   	 70.36   	-122.07		
342.41   	142.82   	 69.87   	-116.99		
350.34   	126.65   	 69.40   	-111.90		
387.88   	111.08   	 68.95   	-101.73		
460.51   	106.51   	 68.55   	 -86.47		
561.83   	125.73   	 68.20   	 -61.04		
676.88   	178.22   	 67.95   	 -40.69		
792.54   	265.20   	 67.79   	 -20.35		
900.57   	381.47   	 67.71   	 -10.17		
992.74   	519.41   	 67.67   	   0.00		
1060.18   	667.72   	 67.67   	  -5.09		
1085.82   	796.51   	 67.65   	 -10.17		
1041.26   	850.83   	 67.61   	 -25.43		
904.54   	774.54   	 67.51   	 -40.69		
686.34   	545.04   	 67.34   	 -50.86		
436.10   	198.36   	 67.14   	 -50.86		
231.32   	-175.48   	 66.94   	 -45.78		
136.11   	-478.21   	 66.75   	 -25.43		
153.81   	-656.43   	 66.65   	   0.00		
223.69   	-713.50   	 66.65   	  25.43		
270.69   	-688.78   	 66.75   	  45.78		
255.43   	-624.69   	 66.94   	  71.21		
186.77   	-549.93   	 67.22   	  86.47		
103.45   	-477.91   	 67.57   	  96.64		
 38.76   	-417.48   	 67.95   	 101.73		
  0.31   	-376.89   	 68.36   	 111.90		
-22.58   	-358.89   	 68.81   	 106.82		
-42.11   	-358.89   	 69.24   	 116.99		
-64.09   	-365.91   	 69.70   	 116.99		
-90.64   	-370.18   	 70.17   	 137.33		
-119.32   	-367.74   	 70.72   	 147.51		
-140.99   	-357.36   	 71.31   	 167.85		
-144.65   	-339.66   	 71.98   	 167.85		
-124.51   	-314.94   	 72.65   	 172.94		
-82.09   	-281.68   	 73.35   	 188.20		
-28.38   	-238.04   	 74.10   	 213.63		
 25.02   	-183.11   	 74.95   	 249.24		
 71.41   	-119.63   	 75.95   	 295.01		
109.25   	-54.32   	 77.13   	 340.79		
138.85   	  4.88   	 78.49   	 376.40		
162.05   	 50.96   	 80.00   	 391.66		
178.53   	 80.87   	 81.57   	 381.48		
190.12   	 97.05   	 83.09   	 376.40		
197.75   	105.59   	 84.60   	 391.66		
202.03   	111.08   	 86.16   	 442.52		
202.33   	114.44   	 87.93   	 528.99		
199.58   	115.97   	 90.05   	 635.81		
197.14   	115.36   	 92.59   	 712.10		
197.75   	113.83   	 95.44   	 747.71		
202.94   	113.22   	 98.43   	 701.93		
209.66   	114.14   	101.24   	 564.60		
212.40   	114.44   	103.50   	 381.48		
208.44   	112.92   	105.03   	 167.85		
199.58   	108.64   	105.70(S)	 -20.35		
191.04   	103.15   	105.62   	-178.03		
187.99   	 98.88   	104.90   	-274.67		
190.73   	 96.74   	103.80   	-310.27		
193.79   	 96.13   	102.56   	-300.10		
191.96   	 95.83   	101.36   	-259.41		
183.11   	 94.30   	100.33   	-213.63		
172.42   	 91.55   	 99.47   	-178.03		
166.93   	 88.81   	 98.76   	-137.33		
169.37   	 86.36   	 98.21   	-116.99		
175.48   	 83.31   	 97.74   	 -71.21		
177.61   	 79.35   	 97.46   	 -20.35		
171.51   	 74.16   	 97.37   	  30.52		
