  I     	  II     	  AO     	  AO'		
-51.57   	 41.20   	 83.80   	 -50.86		
-50.35   	 45.17   	 83.60   	 -55.95		
-49.74   	 48.83   	 83.38   	 -55.95		
-49.74   	 50.96   	 83.15   	 -50.86		
-49.44   	 51.88   	 82.95   	 -50.86		
-47.30   	 52.49   	 82.75   	 -55.95		
-42.42   	 54.32   	 82.52   	 -55.95		
-35.40   	 59.81   	 82.30   	 -50.86		
-28.08   	 67.75   	 82.10   	 -55.95		
-22.28   	 74.77   	 81.87   	 -55.95		
-19.23   	 75.68   	 81.65   	 -61.04		
-18.62   	 68.66   	 81.40   	 -55.95		
-18.62   	 56.46   	 81.18   	 -61.04		
-16.78   	 44.86   	 80.94   	 -61.04		
-13.12   	 38.15   	 80.69   	 -66.12		
-10.07   	 35.10   	 80.43   	 -61.04		
-10.38   	 31.74   	 80.18   	 -66.12		
-15.56   	 25.02   	 79.92   	 -66.12		
-24.72   	 16.48   	 79.65   	 -71.21		
-35.40   	  9.77   	 79.37   	 -66.12		
-43.95   	  7.63   	 79.10   	 -66.12		
-49.13   	  9.16   	 78.84   	 -66.12		
-51.57   	  9.77   	 78.58   	 -61.04		
-51.57   	  5.80   	 78.33   	 -61.04		
-50.05   	 -3.66   	 78.09   	 -61.04		
-49.44   	-17.09   	 77.84   	 -55.95		
-50.66   	-30.52   	 77.62   	 -50.86		
-54.93   	-41.20   	 77.42   	 -50.86		
-60.73   	-47.91   	 77.21   	 -45.78		
-64.70   	-50.96   	 77.03   	 -40.69		
-65.61   	-51.88   	 76.87   	 -40.69		
-64.09   	-52.19   	 76.70   	 -35.61		
-61.95   	-52.19   	 76.56   	 -35.61		
-61.34   	-52.19   	 76.42   	 -30.52		
-63.17   	-51.88   	 76.30   	 -35.61		
-65.61   	-50.35   	 76.15   	 -30.52		
-67.14   	-48.83   	 76.03   	 -30.52		
-67.44   	-47.30   	 75.91   	 -35.61		
-66.83   	-46.08   	 75.77   	 -35.61		
-66.53   	-45.17   	 75.63   	 -40.69		
-68.97   	-43.64   	 75.46   	 -40.69		
-77.51   	-38.76   	 75.30   	 -45.78		
-94.91   	-26.55   	 75.12   	 -45.78		
-119.63   	 -3.05   	 74.93   	 -55.95		
-141.60   	 32.35   	 74.71   	 -55.95		
-140.99   	 76.90   	 74.49   	 -61.04		
-97.05   	130.62   	 74.24   	 -61.04		
 -0.61   	201.42   	 74.00   	 -66.12		
142.21   	303.34   	 73.73   	 -66.12		
306.40   	445.25   	 73.47   	 -71.21		
456.54   	607.91   	 73.18   	 -66.12		
557.25   	733.95   	 72.92   	 -66.12		
582.58   	757.45(R)	 72.65   	 -66.12		
523.99   	646.67   	 72.39   	 -61.04		
398.86   	431.82   	 72.15   	 -55.95		
248.41   	196.53   	 71.92   	 -50.86		
119.93   	 25.02   	 71.72   	 -45.78		
 44.56   	-49.44   	 71.54   	 -40.69		
 22.58   	-52.80   	 71.37   	 -35.61		
 28.38   	-34.48   	 71.23   	 -30.52		
 31.74   	-26.55   	 71.11   	 -30.52		
 19.53   	-28.69   	 70.99   	 -25.43		
 -1.22   	-24.41   	 70.88   	 -30.52		
-15.87   	 -6.41   	 70.76   	 -25.43		
-17.09   	 15.56   	 70.66   	 -25.43		
 -8.85   	 25.02   	 70.56   	 -30.52		
 -0.92   	 15.56   	 70.44   	 -25.43		
 -0.61   	 -4.27   	 70.34   	 -30.52		
 -6.41   	-21.06   	 70.21   	 -25.43		
-13.12   	-26.86   	 70.11   	 -25.43		
-16.17   	-23.19   	 70.01   	 -25.43		
-14.04   	-16.48   	 69.91   	 -15.26		
 -9.46   	-13.43   	 69.85   	  -5.09		
 -5.19   	-15.56   	 69.83   	   0.00		
 -3.97   	-20.14   	 69.83   	  20.35		
 -5.19   	-23.50   	 69.91   	  30.52		
 -6.41   	-23.80   	 70.03   	  50.86		
 -5.80   	-21.36   	 70.23   	  71.21		
 -3.05   	-18.31   	 70.52   	  86.47		
  0.61   	-16.17   	 70.86   	 111.90		
  3.05   	-15.26   	 71.31   	 127.16		
  3.66   	-14.65   	 71.82   	 142.42		
  4.27   	-13.73   	 72.39   	 162.77		
  5.49   	-12.21   	 73.04   	 172.94		
  8.24   	-10.38   	 73.73   	 183.11		
 13.12   	 -7.93   	 74.47   	 193.29		
 18.31   	 -4.88   	 75.24   	 198.37		
 22.89   	 -0.92   	 76.03   	 198.37		
 26.86   	  4.27   	 76.83   	 203.46		
 30.52   	  9.16   	 77.64   	 203.46		
 35.71   	 13.43   	 78.45   	 198.37		
 42.72   	 15.87   	 79.25   	 198.37		
 50.66   	 17.70   	 80.04   	 193.29		
 58.29   	 20.45   	 80.81   	 188.20		
 65.31   	 25.33   	 81.57   	 178.03		
 71.72   	 32.04   	 82.28   	 172.94		
 79.35   	 39.06   	 82.97   	 167.85		
 89.42   	 44.86   	 83.64   	 162.77		
101.32   	 49.44   	 84.29   	 152.59		
113.83   	 53.41   	 84.90   	 152.59		
125.73   	 57.68   	 85.51   	 147.51		
136.11   	 62.26   	 86.10   	 142.42		
145.26   	 67.14   	 86.67   	 142.42		
155.33   	 72.63   	 87.24   	 147.51		
167.24   	 79.96   	 87.83   	 142.42		
181.88   	 89.11   	 88.40   	 142.42		
197.14   	 99.18   	 88.97   	 147.51		
210.88   	107.42   	 89.56   	 147.51		
222.17   	112.30   	 90.15   	 147.51		
232.24   	114.75   	 90.74   	 147.51		
242.31   	116.27   	 91.33   	 152.59		
253.30   	118.41   	 91.94   	 147.51		
