  I     	  II     	  AO     	  AO'		
 -5.49   	-26.86   	130.31   	-564.60		
 -4.58   	-26.86   	128.06   	-539.16		
 -4.27   	-27.77   	125.90   	-498.47		
 -3.66   	-29.60   	123.91   	-462.87		
 -3.05   	-31.74   	122.05   	-422.18		
 -2.44   	-33.57   	120.37   	-386.57		
 -1.83   	-35.71   	118.82   	-350.97		
 -1.53   	-38.45   	117.42   	-325.53		
 -1.83   	-42.11   	116.11   	-300.10		
 -2.14   	-45.78   	114.91   	-289.93		
 -2.44   	-48.83   	113.75   	-269.58		
 -1.83   	-50.66   	112.68   	-269.58		
 -1.22   	-51.57   	111.60   	-259.41		
  0.00   	-51.88   	110.56   	-259.41		
  0.61   	-51.88   	109.52   	-254.32		
  0.61   	-52.19   	108.50   	-249.24		
  0.31   	-52.19   	107.51   	-254.32		
 -0.31   	-52.19   	106.49   	-244.15		
 -0.61   	-52.49   	105.51   	-244.15		
 -0.31   	-52.49   	104.54   	-244.15		
  0.61   	-52.49   	103.56   	-239.06		
  2.14   	-51.27   	102.60   	-228.89		
  3.36   	-49.74   	101.69   	-233.98		
  3.97   	-47.91   	100.75   	-223.80		
  3.36   	-46.69   	 99.86   	-223.80		
  2.44   	-46.39   	 98.96   	-218.72		
  1.83   	-46.69   	 98.09   	-213.63		
  1.83   	-46.69   	 97.23   	-213.63		
  1.83   	-47.00   	 96.38   	-208.54		
  1.53   	-48.52   	 95.54   	-198.37		
  0.92   	-52.49   	 94.75   	-198.37		
  0.00   	-57.98   	 93.96   	-193.29		
  0.00   	-64.09   	 93.18   	-188.20		
  0.31   	-69.27   	 92.43   	-183.11		
  0.92   	-72.63   	 91.70   	-172.94		
  0.61   	-73.55   	 91.01   	-172.94		
  0.00   	-72.33   	 90.32   	-167.85		
 -0.31   	-70.19   	 89.64   	-167.85		
  0.31   	-68.05   	 88.97   	-157.68		
  1.22   	-67.14   	 88.34   	-157.68		
  1.83   	-67.44   	 87.71   	-152.59		
  1.22   	-68.97   	 87.10   	-147.51		
  0.31   	-70.19   	 86.51   	-147.51		
 -0.61   	-70.19   	 85.92   	-142.42		
 -0.61   	-69.58   	 85.35   	-137.33		
 -0.31   	-68.36   	 84.80   	-137.33		
  0.00   	-68.36   	 84.25   	-132.25		
 -0.61   	-69.58   	 83.72   	-127.16		
 -1.53   	-71.11   	 83.21   	-122.07		
 -2.75   	-71.41   	 82.73   	-122.07		
 -3.36   	-69.89   	 82.24   	-122.07		
 -3.36   	-66.83   	 81.75   	-116.99		
 -3.36   	-64.09   	 81.28   	-111.90		
 -3.66   	-62.26   	 80.83   	-111.90		
 -3.97   	-59.81   	 80.39   	-111.90		
 -3.66   	-54.93   	 79.94   	-111.90		
 -2.75   	-47.61   	 79.49   	-106.82		
 -1.53   	-40.28   	 79.06   	-101.73		
 -0.61   	-36.62   	 78.66   	-106.82		
 -0.61   	-38.45   	 78.23   	-101.73		
 -1.83   	-44.86   	 77.82   	 -96.64		
 -3.66   	-53.10   	 77.44   	 -96.64		
 -5.19   	-59.51   	 77.05   	-101.73		
 -5.80   	-62.56   	 76.64   	 -96.64		
 -5.80   	-61.65   	 76.26   	 -96.64		
 -4.88   	-57.68   	 75.87   	 -96.64		
 -3.66   	-52.80   	 75.48   	 -91.56		
 -2.44   	-48.83   	 75.12   	 -96.64		
 -0.61   	-46.39   	 74.73   	 -91.56		
  1.22   	-44.25   	 74.36   	 -86.47		
  2.75   	-40.89   	 74.02   	 -86.47		
  3.97   	-35.71   	 73.67   	 -81.38		
  3.97   	-28.38   	 73.35   	 -81.38		
  3.05   	-20.45   	 73.02   	 -71.21		
  1.83   	-12.82   	 72.74   	 -76.30		
  1.53   	 -7.02   	 72.43   	 -71.21		
  2.14   	 -3.66   	 72.15   	 -71.21		
  3.97   	 -1.83   	 71.86   	 -66.12		
  6.71   	  0.31   	 71.60   	 -71.21		
 10.68   	  5.80   	 71.31   	 -66.12		
 14.65   	 15.56   	 71.05   	 -66.12		
 18.31   	 27.16   	 70.78   	 -71.21		
 19.84   	 37.84   	 70.50   	 -61.04		
 18.01   	 43.95   	 70.25   	 -66.12		
 13.43   	 44.86   	 69.99   	 -61.04		
  9.16   	 41.81   	 69.75   	 -66.12		
  8.24   	 37.23   	 69.48   	 -66.12		
 11.90   	 33.57   	 69.22   	 -66.12		
 19.84   	 33.26   	 68.95   	 -71.21		
 28.08   	 36.62   	 68.67   	 -66.12		
 32.65   	 43.03   	 68.40   	 -71.21		
 32.35   	 50.05   	 68.12   	 -71.21		
 28.69   	 54.32   	 67.83   	 -66.12		
 24.41   	 53.41   	 67.57   	 -61.04		
 21.67   	 45.47   	 67.32   	 -61.04		
 20.14   	 30.52   	 67.08   	 -61.04		
 19.23   	 10.07   	 66.84   	 -50.86		
 17.70   	-12.82   	 66.63   	 -55.95		
 16.78   	-32.65   	 66.41   	 -50.86		
 17.70   	-45.47   	 66.21   	 -50.86		
 19.23   	-50.66   	 66.00   	 -55.95		
 18.62   	-52.49   	 65.78   	 -55.95		
 14.04   	-55.24   	 65.55   	 -50.86		
  5.19   	-60.42   	 65.35   	 -61.04		
 -4.58   	-65.00   	 65.11   	 -55.95		
-10.99   	-66.22   	 64.88   	 -50.86		
-12.51   	-63.17   	 64.68   	 -55.95		
-10.07   	-58.59   	 64.46   	 -50.86		
 -7.02   	-55.54   	 64.25   	 -50.86		
 -5.19   	-55.54   	 64.05   	 -50.86		
 -5.49   	-57.68   	 63.85   	 -45.78		
 -6.71   	-59.81   	 63.66   	 -45.78		
 -7.93   	-60.42   	 63.48   	 -50.86		
 -7.93   	-57.98   	 63.28   	 -45.78		
 -6.41   	-53.10   	 63.09   	 -50.86		
 -4.27   	-47.30   	 62.89   	 -50.86		
 -3.05   	-43.64   	 62.69   	 -55.95		
