  I     	  II     	  AO     	  AO'		
-10.38   	  2.14   	 77.29   	-137.33		
-32.04   	-18.62   	 76.74   	-193.29		
-45.17   	-32.35   	 75.97   	-178.03		
-50.05   	-31.13   	 75.26   	 -76.30		
-50.96   	-21.97   	 74.95   	 101.73		
-51.57   	-14.65   	 75.36   	 310.27		
-53.10   	-12.82   	 76.60   	 483.21		
-54.63   	-14.95   	 78.53   	 574.77		
-55.54   	-16.48   	 80.83   	 534.08		
-55.54   	-16.48   	 82.97   	 366.22		
-54.02   	-14.95   	 84.44   	  91.56		
-52.19   	-13.12   	 84.80   	-223.80		
-51.27   	-12.51   	 83.91   	-518.82		
-52.19   	-13.12   	 81.83   	-762.97		
-54.02   	-13.73   	 78.78   	-900.30		
-55.54   	-13.43   	 75.18   	-920.65		
-55.24   	-11.29   	 71.50   	-818.92		
-52.80   	 -8.54   	 68.22   	-605.29		
-48.83   	 -5.80   	 65.80   	-284.84		
-45.17   	 -3.36   	 64.66   	  76.30		
-42.11   	 -1.53   	 64.96   	 452.69		
-40.89   	 -0.31   	 66.77   	 793.49		
-40.59   	  1.22   	 69.95   	1052.90		
-40.28   	  2.14   	 74.16   	1205.49		
-39.06   	  3.05   	 78.98   	1236.01		
-36.62   	  4.27   	 83.93   	1139.36		
-34.18   	  6.10   	 88.48   	 946.08		
-31.43   	  8.24   	 92.27   	 681.58		
-28.69   	 10.99   	 94.99   	 396.74		
-25.94   	 13.43   	 96.58   	 137.33		
-23.50   	 15.56   	 97.13   	 -45.78		
-21.06   	 17.70   	 96.95   	-137.33		
-19.23   	 20.14   	 96.40   	-116.99		
-16.78   	 24.11   	 95.93   	   0.00		
-13.43   	 28.69   	 95.93   	 178.03		
 -8.54   	 32.96   	 96.64   	 381.48		
 -3.66   	 36.93   	 98.17   	 579.86		
  0.31   	 40.89   	100.49   	 727.36		
  3.97   	 45.47   	103.40   	 793.49		
  8.24   	 51.57   	106.57   	 788.40		
 14.34   	 58.59   	109.72   	 701.93		
 22.28   	 65.92   	112.53   	 564.60		
 30.82   	 72.33   	114.79   	 391.66		
 38.76   	 78.13   	116.36   	 239.06		
 46.08   	 83.92   	117.31   	 101.73		
 54.32   	 90.94   	117.72   	  15.26		
 64.39   	100.40   	117.78   	 -25.43		
 76.60   	112.30   	117.68   	 -25.43		
 90.64   	125.12   	117.58   	   5.09		
104.98   	137.33   	117.60   	  61.04		
119.02   	148.01   	117.84   	 122.07		
132.45   	157.17   	118.33   	 198.37		
145.26   	165.71   	119.12   	 264.50		
158.08   	174.56   	120.18   	 320.45		
170.59   	183.41   	121.46   	 356.05		
182.50   	191.35   	122.89   	 366.22		
192.87   	197.45   	124.35   	 330.62		
200.81   	202.33   	125.68   	 279.75		
207.21   	205.99   	126.80   	 203.46		
212.10   	208.44   	127.61   	 111.90		
215.76   	209.05   	128.06   	  40.69		
216.06   	207.21   	128.22   	 -25.43		
210.88   	201.42   	128.12   	 -45.78		
199.28   	191.65   	127.93   	 -45.78		
180.97   	178.83   	127.75   	  -5.09		
157.47   	164.18   	127.73   	  50.86		
130.92   	148.93   	127.93   	 111.90		
104.06   	133.06   	128.38   	 178.03		
 78.13   	116.88   	129.09   	 208.54		
 54.32   	100.40   	129.93   	 218.72		
 32.65   	 83.62   	130.80   	 193.29		
 13.12   	 67.44   	131.58   	 142.42		
 -3.97   	 52.80   	132.15   	  81.38		
-18.62   	 39.37   	132.47   	  15.26		
-31.13   	 27.47   	132.53(S)	 -35.61		
-41.50   	 16.78   	132.39   	 -61.04		
-50.05   	  7.32   	132.15   	 -71.21		
-57.07   	 -0.92   	131.86   	 -50.86		
-62.56   	 -8.24   	131.66   	 -20.35		
-66.53   	-14.65   	131.58   	  15.26		
-69.58   	-20.45   	131.64   	  40.69		
-71.72   	-25.33   	131.80   	  50.86		
-72.63   	-28.99   	132.00   	  35.61		
-72.63   	-32.04   	132.15   	  -5.09		
-71.72   	-34.48   	132.13   	 -61.04		
-71.41   	-36.93   	131.88   	-137.33		
-71.72   	-38.45   	131.33   	-213.63		
-72.02   	-39.06   	130.48   	-289.93		
-72.02   	-39.37   	129.32   	-356.05		
-72.33   	-40.28   	127.89   	-401.83		
-73.24   	-42.42   	126.29   	-442.52		
-74.77   	-45.17   	124.52   	-457.78		
-76.29   	-47.30   	122.69   	-452.69		
-76.90   	-48.22   	120.87   	-427.26		
-75.68   	-47.61   	119.17   	-391.66		
-72.94   	-46.39   	117.60   	-330.62		
-69.89   	-46.08   	116.28   	-269.58		
-68.36   	-47.00   	115.20   	-203.46		
-68.36   	-49.74   	114.38   	-152.59		
-69.58   	-53.41   	113.77   	-101.73		
-71.41   	-57.07   	113.37   	 -76.30		
-72.63   	-59.20   	113.06   	 -61.04		
-72.33   	-59.51   	112.82   	 -66.12		
-70.50   	-57.68   	112.55   	 -76.30		
-68.66   	-56.15   	112.25   	 -91.56		
-68.36   	-56.46   	111.88   	-106.82		
-70.19   	-58.59   	111.45   	-122.07		
-73.24   	-60.42   	110.97   	-132.25		
-75.99   	-60.42   	110.44   	-127.16		
-76.90   	-57.07   	109.93   	-127.16		
-75.68   	-51.88   	109.42   	-106.82		
-73.24   	-47.61   	108.99   	 -91.56		
-71.41   	-46.39   	108.63   	 -76.30		
-71.11   	-47.30   	108.32   	 -50.86		
-72.02   	-48.83   	108.12   	 -35.61		
-74.16   	-48.83   	107.98   	 -25.43		
-76.29   	-46.08   	107.87   	 -20.35		
-77.82   	-42.42   	107.79   	 -20.35		
-78.74   	-40.28   	107.71   	 -30.52		
-78.13   	-40.59   	107.59   	 -30.52		
-76.60   	-41.50   	107.47   	 -40.69		
-74.77   	-41.20   	107.30   	 -45.78		
-72.94   	-38.45   	107.12   	 -55.95		
-71.72   	-34.18   	106.90   	 -55.95		
-70.50   	-31.13   	106.67   	 -71.21		
-68.66   	-30.82   	106.39   	 -71.21		
-67.44   	-32.65   	106.10   	 -86.47		
-66.53   	-34.79   	105.76   	 -91.56		
-66.83   	-35.71   	105.39   	-111.90		
-67.44   	-35.40   	104.94   	-122.07		
-67.14   	-35.40   	104.46   	-137.33		
-65.61   	-36.01   	103.91   	-152.59		
-63.48   	-37.84   	103.30   	-167.85		
-61.65   	-38.15   	102.62   	-178.03		
-61.04   	-36.01   	101.91   	-178.03		
-61.65   	-31.13   	101.20   	-188.20		
-63.17   	-25.63   	100.45   	-178.03		
-65.00   	-21.97   	 99.74   	-172.94		
-66.22   	-22.28   	 99.04   	-167.85		
-66.53   	-25.94   	 98.37   	-152.59		
-66.22   	-31.13   	 97.76   	-132.25		
-65.31   	-35.10   	 97.23   	-122.07		
-65.00   	-36.62   	 96.74   	-101.73		
-65.61   	-36.62   	 96.34   	 -86.47		
-66.83   	-36.32   	 95.99   	 -76.30		
-67.44   	-36.93   	 95.69   	 -61.04		
-67.14   	-38.15   	 95.44   	 -45.78		
-66.22   	-38.76   	 95.26   	 -40.69		
-65.00   	-37.84   	 95.10   	 -35.61		
-63.78   	-35.40   	 94.95   	 -25.43		
-62.87   	-32.04   	 94.85   	 -20.35		
-62.87   	-30.21   	 94.77   	 -15.26		
-62.87   	-30.82   	 94.71   	 -10.17		
-63.17   	-33.57   	 94.67   	   0.00		
-62.87   	-36.01   	 94.67   	   0.00		
-61.65   	-36.01   	 94.67   	  -5.09		
-59.81   	-33.26   	 94.65   	   0.00		
-58.59   	-29.91   	 94.65   	 -15.26		
-57.98   	-28.08   	 94.59   	 -25.43		
-58.29   	-29.60   	 94.49   	 -35.61		
-58.59   	-32.96   	 94.34   	 -55.95		
-58.29   	-35.10   	 94.12   	 -66.12		
-57.98   	-34.48   	 93.86   	 -81.38		
-57.98   	-31.74   	 93.53   	 -91.56		
-57.98   	-28.99   	 93.16   	 -91.56		
-57.07   	-27.16   	 92.80   	 -96.64		
-55.54   	-26.86   	 92.41   	 -91.56		
-54.02   	-27.47   	 92.04   	 -91.56		
-54.02   	-28.38   	 91.68   	 -86.47		
-55.24   	-28.99   	 91.33   	 -86.47		
-55.85   	-28.99   	 90.99   	 -86.47		
-54.02   	-26.86   	 90.64   	 -96.64		
-48.22   	-20.75   	 90.25   	 -96.64		
-40.28   	 -9.16   	 89.87   	-111.90		
-32.35   	  6.71   	 89.42   	-111.90		
-26.86   	 23.50   	 88.97   	-122.07		
-23.80   	 36.62   	 88.48   	-127.16		
-22.28   	 43.64   	 87.98   	-122.07		
-21.06   	 45.17   	 87.49   	-122.07		
-18.31   	 46.39   	 87.00   	-116.99		
-13.73   	 51.27   	 86.53   	-101.73		
 -7.32   	 60.73   	 86.12   	 -96.64		
  0.31   	 71.11   	 85.74   	 -86.47		
  7.63   	 77.82   	 85.39   	 -71.21		
 12.82   	 79.65   	 85.11   	 -71.21		
 14.95   	 78.13   	 84.82   	 -61.04		
 13.43   	 74.77   	 84.58   	 -61.04		
 10.07   	 70.19   	 84.33   	 -55.95		
  6.71   	 61.95   	 84.11   	 -61.04		
  4.58   	 48.22   	 83.87   	 -61.04		
  2.75   	 30.21   	 83.62   	 -55.95		
 -1.22   	 11.60   	 83.40   	 -55.95		
 -9.16   	 -4.27   	 83.17   	 -50.86		
-21.36   	-16.78   	 82.97   	 -45.78		
-35.40   	-27.77   	 82.79   	 -40.69		
-47.61   	-39.67   	 82.62   	 -30.52		
-55.54   	-51.57   	 82.50   	 -20.35		
-57.98   	-60.42   	 82.42   	 -15.26		
-56.46   	-63.78   	 82.36   	 -10.17		
-53.41   	-62.56   	 82.32   	  -5.09		
-50.96   	-61.04   	 82.30   	 -10.17		
-50.96   	-61.95   	 82.26   	 -10.17		
-54.02   	-65.92   	 82.22   	 -20.35		
-58.59   	-71.72   	 82.14   	 -30.52		
-63.17   	-76.60   	 82.01   	 -35.61		
-66.22   	-79.04   	 81.87   	 -45.78		
-67.44   	-79.35   	 81.69   	 -50.86		
-67.14   	-78.43   	 81.48   	 -55.95		
-65.61   	-77.21   	 81.26   	 -55.95		
-64.70   	-76.90   	 81.04   	 -55.95		
-64.39   	-77.51   	 80.81   	 -55.95		
-64.39   	-78.74   	 80.59   	 -50.86		
-64.09   	-79.35   	 80.39   	 -50.86		
-62.87   	-78.13   	 80.18   	 -50.86		
-61.34   	-74.46   	 79.98   	 -50.86		
-61.34   	-66.83   	 79.78   	 -55.95		
-66.53   	-51.88   	 79.55   	 -55.95		
-80.87   	-24.11   	 79.33   	 -61.04		
-104.68   	 17.70   	 79.08   	 -66.12		
-127.87   	 66.22   	 78.82   	 -66.12		
-130.31   	106.51   	 78.56   	 -66.12		
-88.81   	124.21   	 78.29   	 -61.04		
 12.51   	117.19   	 78.05   	 -61.04		
169.68   	 92.47   	 77.80   	 -50.86		
361.94   	 47.00   	 77.60   	 -50.86		
560.30   	-33.57   	 77.40   	 -45.78		
733.34   	-155.94   	 77.21   	 -45.78		
848.69   	-299.07   	 77.03   	 -40.69		
874.33(R)	-412.29   	 76.87   	 -50.86		
789.79   	-448.00   	 76.66   	 -50.86		
604.86   	-403.44   	 76.46   	 -50.86		
371.70   	-321.96   	 76.26   	 -61.04		
161.74   	-250.24   	 76.01   	 -55.95		
 29.30   	-202.03   	 75.79   	 -61.04		
-16.48   	-159.91   	 75.54   	 -50.86		
 -8.24   	-104.37   	 75.34   	 -45.78		
  8.85   	-44.25   	 75.16   	 -35.61		
  8.85   	 -4.58   	 75.01   	 -20.35		
 -7.32   	  0.00   	 74.93   	  -5.09		
-25.63   	-18.92   	 74.91   	  10.17		
-36.62   	-37.84   	 74.95   	  20.35		
-39.98   	-43.03   	 75.04   	  25.43		
-42.11   	-37.54   	 75.14   	  25.43		
-46.69   	-31.74   	 75.24   	  20.35		
-53.10   	-30.82   	 75.32   	   5.09		
-57.37   	-31.43   	 75.34   	  -5.09		
-57.98   	-28.38   	 75.32   	 -15.26		
-54.63   	-21.36   	 75.26   	 -30.52		
-50.05   	-13.73   	 75.14   	 -40.69		
-46.69   	 -9.46   	 74.97   	 -50.86		
-44.86   	-10.38   	 74.77   	 -45.78		
-44.56   	-14.95   	 74.59   	 -40.69		
-43.95   	-19.53   	 74.42   	 -30.52		
-42.11   	-20.75   	 74.30   	 -10.17		
