  I     	  II     	  AO     	  AO'		
-56.46   	 66.83   	 94.53   	 -30.52		
-43.03   	 72.94   	 94.40   	 -25.43		
-33.87   	 77.82   	 94.30   	 -30.52		
-29.91   	 80.26   	 94.18   	 -30.52		
-29.60   	 79.96   	 94.06   	 -30.52		
-29.60   	 76.29   	 93.94   	 -25.43		
-28.99   	 70.19   	 93.83   	 -25.43		
-27.77   	 62.87   	 93.73   	 -25.43		
-26.25   	 55.24   	 93.63   	 -25.43		
-25.02   	 47.61   	 93.53   	 -25.43		
-24.41   	 39.37   	 93.43   	 -20.35		
-25.02   	 30.82   	 93.35   	 -20.35		
-26.86   	 22.28   	 93.27   	 -25.43		
-28.99   	 14.95   	 93.16   	 -20.35		
-30.82   	  8.54   	 93.08   	 -20.35		
-32.65   	  1.83   	 93.00   	 -15.26		
-34.79   	 -5.19   	 92.94   	 -20.35		
-37.54   	-11.60   	 92.86   	 -20.35		
-43.33   	-14.65   	 92.78   	 -20.35		
-53.41   	-11.29   	 92.70   	 -20.35		
-67.14   	 -1.83   	 92.61   	 -20.35		
-76.29   	 14.34   	 92.53   	 -25.43		
-64.70   	 42.42   	 92.43   	 -20.35		
-15.26   	 93.69   	 92.35   	 -25.43		
 79.65   	179.44   	 92.25   	 -25.43		
213.32   	302.12   	 92.15   	 -25.43		
370.48   	449.22   	 92.04   	 -25.43		
537.41   	602.42   	 91.94   	 -55.95		
844.73   	849.61   	 91.72   	 -25.43		
933.53   	890.20(R)	 91.62   	 -25.43		
920.11   	823.97   	 91.52   	 -20.35		
769.96   	630.19   	 91.43   	 -25.43		
500.18   	341.19   	 91.33   	 -25.43		
186.46   	 45.78   	 91.23   	 -20.35		
-72.63   	-161.13   	 91.15   	 -20.35		
-204.77   	-239.26   	 91.07   	 -20.35		
-205.38   	-221.25   	 90.99   	 -20.35		
-136.72   	-182.50   	 90.91   	 -20.35		
-74.46   	-178.53   	 90.82   	 -20.35		
-59.51   	-213.32   	 90.74   	 -20.35		
-85.45   	-255.74   	 90.66   	 -20.35		
-120.85   	-276.18   	 90.58   	 -20.35		
-139.47   	-269.17   	 90.50   	 -20.35		
-136.72   	-247.19   	 90.42   	 -25.43		
-123.90   	-224.00   	 90.32   	 -20.35		
-112.30   	-203.25   	 90.23   	 -20.35		
-105.29   	-179.75   	 90.15   	 -20.35		
-98.27   	-148.93   	 90.07   	 -15.26		
-88.20   	-111.39   	 90.01   	 -20.35		
-76.29   	-72.94   	 89.93   	 -15.26		
-67.75   	-40.89   	 89.87   	 -15.26		
-67.14   	-18.92   	 89.81   	 -15.26		
-72.94   	 -5.49   	 89.75   	 -15.26		
-79.35   	  3.97   	 89.68   	 -10.17		
-78.43   	 13.43   	 89.64   	  -5.09		
-68.36   	 23.50   	 89.62   	   0.00		
-54.32   	 32.04   	 89.62   	   5.09		
-43.33   	 37.84   	 89.64   	  25.43		
-38.76   	 40.59   	 89.75   	  45.78		
-38.76   	 40.59   	 89.93   	  71.21		
-39.37   	 37.84   	 90.21   	 106.82		
-38.15   	 32.04   	 90.64   	 147.51		
-34.79   	 24.41   	 91.23   	 198.37		
-31.13   	 16.78   	 92.02   	 249.24		
-28.69   	 10.38   	 93.02   	 295.01		
-28.08   	  5.19   	 94.20   	 340.79		
-28.38   	  0.61   	 95.56   	 381.48		
-28.99   	 -3.97   	 97.09   	 406.92		
-29.60   	 -8.24   	 98.72   	 427.26		
-30.21   	-12.21   	100.43   	 437.43		
-31.13   	-16.78   	102.18   	 447.61		
-31.74   	-22.58   	103.97   	 462.87		
-32.04   	-29.30   	105.82   	 478.13		
-31.43   	-35.71   	107.73   	 493.39		
-30.82   	-40.59   	109.70   	 523.90		
-30.21   	-44.56   	111.80   	 549.34		
-30.21   	-47.00   	114.00   	 574.77		
-30.52   	-48.83   	116.30   	 595.11		
-30.52   	-49.44   	118.68   	 610.37		
-30.52   	-48.83   	121.12   	 610.37		
-30.21   	-47.61   	123.56   	 600.20		
-30.52   	-47.00   	125.96   	 579.86		
-31.43   	-47.61   	128.28   	 554.42		
-32.65   	-49.44   	130.50   	 523.90		
-33.26   	-51.57   	132.59   	 498.47		
-32.65   	-52.80   	134.59   	 462.87		
-31.43   	-54.02   	136.44   	 447.61		
-29.30   	-56.15   	138.23   	 427.26		
-28.08   	-60.73   	139.94   	 417.09		
-28.38   	-68.97   	141.61   	 401.83		
-30.82   	-79.96   	143.21   	 386.57		
-34.79   	-92.77   	144.76   	 366.22		
-39.37   	-106.81   	146.23   	 345.88		
-42.72   	-120.24   	147.61   	 325.53		
-44.25   	-132.45   	148.91   	 289.93		
-43.95   	-140.69   	150.07   	 264.50		
-42.72   	-144.35   	151.13   	 239.06		
-41.50   	-142.52   	152.08   	 208.54		
-41.20   	-135.80   	152.92   	 188.20		
-39.67   	-124.82   	153.67   	 157.68		
-35.71   	-109.86   	154.30   	 137.33		
-27.77   	-90.94   	154.85   	 111.90		
-15.56   	-66.83   	155.30   	  76.30		
  0.31   	-36.93   	155.60   	  55.95		
 19.23   	 -0.61   	155.83   	  15.26		
 39.98   	 39.98   	155.89(S)	 -10.17		
 57.98   	 79.04   	155.85   	 -45.78		
 67.44   	108.95   	155.67   	 -76.30		
 65.31   	126.04   	155.36   	-116.99		
 54.63   	131.23   	154.89   	-142.42		
 44.56   	131.23   	154.32   	-178.03		
 42.11   	132.14   	153.61   	-203.46		
 47.61   	135.80   	152.80   	-228.89		
 54.63   	139.16   	151.88   	-249.24		
 56.46   	138.24   	150.88   	-259.41		
 51.57   	132.14   	149.85   	-264.50		
 43.03   	121.77   	148.79   	-259.41		
 35.10   	110.47   	147.75   	-249.24		
 29.91   	 99.49   	146.75   	-233.98		
 27.16   	 88.50   	145.82   	-218.72		
 24.72   	 76.90   	144.94   	-203.46		
 21.06   	 64.70   	144.13   	-193.29		
 15.87   	 52.19   	143.36   	-183.11		
  9.77   	 40.89   	142.62   	-172.94		
  3.36   	 31.13   	141.93   	-167.85		
 -3.05   	 22.89   	141.26   	-157.68		
 -8.85   	 16.17   	140.63   	-142.42		
-13.43   	  8.85   	140.06   	-137.33		
-17.70   	  0.92   	139.51   	-127.16		
-22.58   	 -7.63   	139.00   	-111.90		
-27.77   	-15.56   	138.55   	-101.73		
-32.35   	-21.97   	138.15   	-101.73		
-36.01   	-27.16   	137.74   	 -91.56		
-38.15   	-31.74   	137.37   	 -96.64		
-39.06   	-36.01   	136.99   	 -91.56		
-39.98   	-40.59   	136.62   	 -96.64		
-42.11   	-44.56   	136.24   	 -96.64		
-45.78   	-47.00   	135.85   	 -96.64		
-50.05   	-49.13   	135.46   	 -96.64		
-53.71   	-51.27   	135.08   	 -96.64		
-55.85   	-54.32   	134.69   	 -91.56		
-56.46   	-58.29   	134.32   	 -96.64		
-56.15   	-63.17   	133.94   	 -96.64		
-55.85   	-69.89   	133.55   	 -96.64		
-56.46   	-78.74   	133.16   	 -96.64		
-58.90   	-90.03   	132.78   	 -96.64		
-64.39   	-102.23   	132.39   	-101.73		
-74.77   	-113.22   	131.98   	-101.73		
-90.94   	-120.54   	131.58   	-101.73		
-108.03   	-122.99   	131.17   	-101.73		
-112.61   	-115.66   	130.76   	-101.73		
-86.36   	-88.81   	130.36   	 -96.64		
-14.65   	-30.21   	129.97   	-101.73		
104.98   	 66.53   	129.56   	 -96.64		
263.37   	195.31   	129.18   	-101.73		
448.61   	339.05   	128.77   	 -96.64		
645.45   	478.21   	128.38   	 -96.64		
830.69   	595.09   	128.00   	-198.37		
998.23   	659.18   	127.20   	 -96.64		
886.23   	557.86   	126.82   	 -96.64		
641.78   	376.59   	126.43   	 -91.56		
333.56   	173.65   	126.06   	 -96.64		
 57.07   	 23.50   	125.68   	 -96.64		
-111.39   	-32.04   	125.29   	 -91.56		
-154.72   	 -8.85   	124.92   	 -91.56		
-117.19   	 39.37   	124.56   	 -96.64		
-62.87   	 63.48   	124.17   	 -91.56		
-35.10   	 53.10   	123.80   	 -86.47		
-39.98   	 28.38   	123.46   	 -91.56		
-59.81   	 13.12   	123.09   	 -91.56		
-73.85   	 14.04   	122.73   	 -86.47		
-73.85   	 21.67   	122.38   	 -81.38		
-65.61   	 24.11   	122.05   	 -81.38		
-58.29   	 17.70   	121.73   	 -81.38		
-55.54   	  6.41   	121.40   	 -76.30		
-56.46   	 -3.97   	121.10   	 -76.30		
-57.68   	-11.29   	120.79   	 -71.21		
-57.68   	-15.87   	120.51   	 -76.30		
-56.15   	-20.14   	120.20   	 -66.12		
-55.24   	-25.63   	119.94   	 -71.21		
-55.85   	-32.96   	119.65   	 -66.12		
-57.37   	-40.28   	119.39   	 -61.04		
-58.59   	-46.08   	119.15   	 -61.04		
-58.29   	-49.74   	118.90   	 -61.04		
-56.76   	-52.49   	118.66   	 -61.04		
-55.54   	-55.24   	118.41   	 -55.95		
-54.93   	-58.59   	118.19   	 -55.95		
-54.93   	-61.95   	117.96   	 -55.95		
-55.24   	-65.31   	117.74   	 -55.95		
-56.15   	-68.66   	117.52   	 -61.04		
-56.76   	-71.11   	117.27   	 -55.95		
-56.76   	-72.33   	117.05   	 -55.95		
-55.85   	-72.33   	116.83   	 -66.12		
-54.32   	-70.80   	116.56   	 -61.04		
-52.80   	-69.27   	116.32   	 -71.21		
-51.27   	-68.97   	116.03   	 -71.21		
-50.05   	-69.27   	115.75   	 -71.21		
-48.22   	-69.89   	115.46   	 -76.30		
-44.86   	-70.19   	115.16   	 -76.30		
-40.59   	-70.80   	114.85   	 -76.30		
-36.62   	-72.94   	114.55   	 -76.30		
-34.18   	-77.82   	114.24   	 -81.38		
-33.87   	-86.67   	113.92   	 -71.21		
-35.40   	-98.57   	113.63   	 -76.30		
-38.45   	-112.30   	113.33   	 -71.21		
-41.20   	-126.04   	113.04   	 -66.12		
-42.42   	-138.55   	112.78   	 -66.12		
-41.20   	-147.71   	112.51   	 -61.04		
-37.54   	-151.06   	112.27   	 -61.04		
-32.96   	-148.62   	112.02   	 -50.86		
-29.30   	-140.38   	111.82   	 -50.86		
-25.94   	-126.65   	111.62   	 -40.69		
-21.97   	-108.03   	111.45   	 -35.61		
-14.04   	-84.53   	111.31   	 -30.52		
 -1.53   	-56.46   	111.19   	 -20.35		
 15.87   	-23.80   	111.11   	 -15.26		
 36.62   	 13.43   	111.05   	 -10.17		
 59.20   	 54.32   	111.01   	   0.00		
 80.57   	 95.52   	111.01   	  10.17		
 95.83   	132.75   	111.05   	  15.26		
101.93   	162.35   	111.11   	  25.43		
 99.49   	183.11   	111.21   	  25.43		
 95.52   	198.06   	111.31   	  30.52		
 97.96   	210.88   	111.43   	  30.52		
109.25   	223.39   	111.56   	  35.61		
124.82   	234.38   	111.70   	  35.61		
135.50   	241.09   	111.84   	  35.61		
135.80   	241.70   	111.98   	  30.52		
126.04   	235.29   	112.11   	  30.52		
111.08   	223.08   	112.23   	  25.43		
 96.13   	206.30   	112.33   	  15.26		
 82.70   	185.85   	112.39   	   5.09		
 70.19   	162.66   	112.41   	   0.00		
 56.15   	137.63   	112.41   	 -15.26		
 40.59   	112.00   	112.35   	 -30.52		
 24.72   	 87.59   	112.23   	 -40.69		
  9.46   	 65.92   	112.06   	 -50.86		
 -4.27   	 47.61   	111.86   	 -66.12		
-16.17   	 31.13   	111.60   	 -76.30		
-27.16   	 14.95   	111.29   	 -86.47		
-37.84   	 -1.83   	110.95   	 -96.64		
-48.52   	-18.31   	110.56   	-106.82		
-58.29   	-33.26   	110.13   	-106.82		
-66.83   	-45.17   	109.70   	-106.82		
-73.55   	-55.24   	109.28   	-106.82		
-78.13   	-64.39   	108.85   	-106.82		
-81.48   	-73.24   	108.42   	 -96.64		
-84.84   	-81.48   	108.04   	 -86.47		
-88.20   	-88.20   	107.69   	 -81.38		
-91.55   	-92.16   	107.36   	 -76.30		
-95.21   	-95.21   	107.06   	 -71.21		
-98.57   	-99.18   	106.77   	 -71.21		
-101.93   	-104.98   	106.49   	 -71.21		
-104.06   	-111.69   	106.21   	 -66.12		
-105.59   	-116.88   	105.94   	 -66.12		
-105.59   	-120.24   	105.68   	 -66.12		
-104.68   	-123.29   	105.41   	 -66.12		
-103.76   	-129.39   	105.15   	 -55.95		
-104.37   	-140.38   	104.92   	 -50.86		
-107.42   	-156.56   	104.72   	 -40.69		
-112.61   	-175.78   	104.56   	 -40.69		
-119.02   	-195.62   	104.39   	 -30.52		
-124.51   	-214.84   	104.27   	 -35.61		
-128.17   	-231.63   	104.13   	 -30.52		
-130.00   	-244.14   	104.01   	 -30.52		
-131.23   	-251.46   	103.89   	 -30.52		
-132.75   	-253.30   	103.76   	 -35.61		
-134.58   	-249.63   	103.62   	 -35.61		
-135.50   	-241.70   	103.48   	 -40.69		
-133.36   	-229.80   	103.32   	 -35.61		
-128.17   	-213.32   	103.17   	 -35.61		
-120.24   	-191.35   	103.03   	 -40.69		
-110.47   	-162.96   	102.87   	 -40.69		
-98.27   	-127.87   	102.71   	 -40.69		
-84.84   	-88.50   	102.54   	 -40.69		
-73.85   	-51.27   	102.38   	 -40.69		
-69.89   	-20.75   	102.22   	 -45.78		
-74.77   	  0.00   	102.03   	 -45.78		
-85.14   	 12.82   	101.85   	 -45.78		
-93.38   	 21.67   	101.67   	 -45.78		
-91.86   	 29.30   	101.48   	 -45.78		
-80.87   	 36.62   	101.30   	 -45.78		
-66.22   	 43.03   	101.12   	 -40.69		
-54.63   	 47.91   	100.96   	 -40.69		
-49.13   	 50.35   	100.79   	 -40.69		
-48.22   	 50.05   	100.63   	 -35.61		
-48.22   	 46.39   	100.49   	 -35.61		
-47.30   	 40.59   	100.35   	 -35.61		
-45.47   	 33.26   	100.20   	 -35.61		
-43.64   	 26.55   	100.06   	 -30.52		
-41.81   	 20.45   	 99.94   	 -35.61		
-41.20   	 14.95   	 99.80   	 -30.52		
-41.20   	 10.68   	 99.67   	 -30.52		
-41.81   	  8.54   	 99.55   	 -30.52		
-43.03   	  9.16   	 99.43   	 -25.43		
-44.56   	 10.38   	 99.33   	 -30.52		
-46.39   	  9.16   	 99.21   	 -25.43		
-47.91   	  2.75   	 99.10   	 -30.52		
-49.44   	 -8.24   	 98.98   	 -20.35		
-50.66   	-20.45   	 98.90   	 -25.43		
-51.27   	-30.82   	 98.80   	 -25.43		
-52.80   	-39.06   	 98.70   	 -20.35		
-54.93   	-45.47   	 98.62   	 -25.43		
-57.37   	-50.96   	 98.51   	 -25.43		
-59.81   	-55.24   	 98.41   	 -30.52		
-61.34   	-56.76   	 98.29   	 -25.43		
-61.95   	-56.46   	 98.19   	 -35.61		
-62.56   	-55.54   	 98.05   	 -30.52		
-63.48   	-56.76   	 97.92   	 -40.69		
-64.39   	-60.42   	 97.76   	 -35.61		
-65.00   	-64.70   	 97.62   	 -40.69		
-65.00   	-67.75   	 97.46   	 -45.78		
