  I     	  II     	  AO     	  AO'		
-32.96   	-94.91   	 60.41   	 -45.78		
-32.65   	-94.30   	 60.22   	 -45.78		
-31.43   	-93.08   	 60.04   	 -40.69		
-29.60   	-91.55   	 59.88   	 -45.78		
-28.38   	-89.72   	 59.69   	 -40.69		
-28.08   	-88.50   	 59.53   	 -45.78		
-28.38   	-87.59   	 59.35   	 -40.69		
-28.99   	-87.59   	 59.19   	 -45.78		
-29.30   	-87.89   	 59.00   	 -45.78		
-28.99   	-88.20   	 58.82   	 -45.78		
-28.38   	-88.20   	 58.64   	 -50.86		
-28.08   	-87.59   	 58.43   	 -50.86		
-28.08   	-86.98   	 58.23   	 -55.95		
-28.08   	-86.67   	 58.01   	 -50.86		
-28.38   	-86.67   	 57.80   	 -55.95		
-28.99   	-86.67   	 57.58   	 -55.95		
-29.30   	-85.75   	 57.35   	 -55.95		
-29.60   	-84.53   	 57.13   	 -50.86		
-29.60   	-83.01   	 56.93   	 -50.86		
-30.21   	-82.09   	 56.72   	 -40.69		
-31.43   	-82.09   	 56.56   	 -40.69		
-33.26   	-82.40   	 56.40   	 -35.61		
-34.79   	-83.01   	 56.26   	 -35.61		
-35.40   	-82.40   	 56.11   	 -40.69		
-34.48   	-80.87   	 55.95   	 -45.78		
-32.35   	-77.82   	 55.77   	 -50.86		
-29.60   	-74.77   	 55.56   	 -55.95		
-27.16   	-71.72   	 55.34   	 -61.04		
-25.63   	-70.19   	 55.10   	 -61.04		
-24.41   	-69.58   	 54.85   	 -66.12		
-22.89   	-69.89   	 54.59   	 -61.04		
-21.06   	-70.50   	 54.34   	 -61.04		
-18.92   	-70.50   	 54.10   	 -61.04		
-17.40   	-70.50   	 53.86   	 -55.95		
-16.78   	-70.80   	 53.63   	 -50.86		
-16.78   	-71.72   	 53.43   	 -45.78		
-16.48   	-72.63   	 53.24   	 -40.69		
-14.95   	-73.24   	 53.08   	 -40.69		
-13.12   	-72.94   	 52.92   	 -35.61		
-11.90   	-72.02   	 52.78   	 -30.52		
-11.60   	-71.41   	 52.65   	 -35.61		
