  I     	  II     	  AO     	  AO'		
 38.15   	-157.78   	 92.84   	 -50.86		
 39.67   	-160.22   	 92.63   	 -50.86		
 32.96   	-158.39   	 92.43   	 -50.86		
 27.16   	-153.50   	 92.23   	 -55.95		
 19.84   	-153.81   	 92.00   	 -61.04		
  3.97   	-162.35   	 91.76   	 -55.95		
 -1.53   	-166.93   	 91.54   	 -61.04		
 -2.75   	-167.24   	 91.29   	 -61.04		
 -8.85   	-167.24   	 91.05   	 -61.04		
 -7.32   	-154.42   	 90.80   	 -61.04		
 -5.19   	-146.18   	 90.56   	 -66.12		
 -7.93   	-140.69   	 90.29   	 -61.04		
-10.07   	-136.72   	 90.05   	 -61.04		
 -7.32   	-136.41   	 89.81   	 -61.04		
 -8.24   	-132.75   	 89.56   	 -61.04		
 -7.63   	-126.95   	 89.32   	 -61.04		
 -5.19   	-122.99   	 89.07   	 -55.95		
 -8.54   	-122.68   	 88.85   	 -61.04		
 -7.32   	-119.02   	 88.61   	 -55.95		
 -6.71   	-111.69   	 88.38   	 -55.95		
-14.34   	-87.28   	 88.16   	 -55.95		
 -7.93   	-22.58   	 87.93   	 -55.95		
  4.58   	 58.59   	 87.71   	 -55.95		
  8.54   	193.79   	 87.49   	 -55.95		
 37.54   	359.50   	 87.26   	 -55.95		
 79.35   	539.25   	 87.04   	 -61.04		
115.66   	773.62   	 86.80   	 -55.95		
176.70   	1004.94   	 86.57   	 -61.04		
259.70   	1166.99   	 86.33   	 -61.04		
330.51   	1259.16(R)	 86.08   	 -55.95		
356.75   	1134.95   	 85.86   	 -61.04		
280.15   	804.75   	 85.62   	 -55.95		
161.13   	439.76   	 85.39   	 -55.95		
 30.21   	169.98   	 85.17   	 -55.95		
-18.92   	-74.16   	 84.94   	 -50.86		
 33.57   	-147.09   	 84.74   	 -50.86		
119.32   	-153.20   	 84.54   	 -50.86		
161.44   	-297.85   	 84.33   	 -45.78		
130.92   	-312.81   	 84.15   	 -45.78		
 71.41   	-285.64   	 83.97   	 -40.69		
 16.48   	-271.30   	 83.80   	 -40.69		
-21.36   	-212.40   	 83.64   	 -40.69		
-36.93   	-196.84   	 83.48   	 -40.69		
-32.96   	-191.96   	 83.32   	 -40.69		
-31.43   	-208.44   	 83.15   	 -40.69		
-32.65   	-200.50   	 82.99   	 -35.61		
-32.96   	-195.01   	 82.85   	 -35.61		
-30.21   	-197.75   	 82.71   	 -35.61		
-36.32   	-202.64   	 82.56   	 -35.61		
-36.93   	-199.89   	 82.42   	 -30.52		
-28.38   	-195.92   	 82.30   	 -30.52		
