  I     	  II     	  AO     	  AO'		
 56.46   	 35.71   	 93.53   	 233.98		
 60.73   	 41.20   	 94.47   	 223.80		
 64.70   	 44.86   	 95.36   	 218.72		
 68.97   	 47.00   	 96.24   	 223.80		
 73.24   	 48.52   	 97.13   	 233.98		
 77.82   	 50.96   	 98.07   	 239.06		
 83.01   	 55.54   	 99.02   	 254.32		
 89.72   	 62.87   	100.04   	 264.50		
 97.05   	 71.72   	101.10   	 279.75		
105.59   	 79.96   	102.22   	 279.75		
114.14   	 86.98   	103.34   	 284.84		
122.38   	 92.47   	104.48   	 274.67		
130.31   	 97.96   	105.57   	 264.50		
137.94   	104.37   	106.63   	 254.32		
145.87   	112.00   	107.65   	 239.06		
153.81   	120.24   	108.61   	 223.80		
162.05   	127.56   	109.50   	 218.72		
169.98   	134.58   	110.38   	 208.54		
177.31   	141.91   	111.21   	 208.54		
183.41   	149.84   	112.04   	 203.46		
187.07   	157.78   	112.86   	 198.37		
188.90   	164.18   	113.65   	 203.46		
189.82   	168.15   	114.47   	 193.29		
189.82   	169.68   	115.24   	 193.29		
188.90   	168.76   	116.01   	 188.20		
184.94   	166.02   	116.76   	 178.03		
177.31   	160.83   	117.48   	 172.94		
165.10   	152.89   	118.17   	 167.85		
148.62   	142.21   	118.84   	 157.68		
129.39   	130.00   	119.47   	 152.59		
108.95   	116.88   	120.08   	 142.42		
 88.50   	102.54   	120.65   	 137.33		
 69.58   	 87.28   	121.20   	 127.16		
 51.88   	 71.41   	121.71   	 122.07		
 35.40   	 55.24   	122.20   	 116.99		
 19.23   	 40.28   	122.66   	 111.90		
  4.27   	 27.16   	123.11   	  96.64		
 -8.85   	 16.48   	123.50   	  91.56		
-18.92   	  7.93   	123.87   	  81.38		
-25.94   	  0.92   	124.19   	  66.12		
-31.43   	 -4.88   	124.46   	  66.12		
-36.32   	 -9.46   	124.72   	  50.86		
-40.59   	-13.73   	124.92   	  40.69		
-44.56   	-17.70   	125.09   	  40.69		
-47.30   	-21.36   	125.25   	  25.43		
-49.13   	-24.72   	125.35   	  20.35		
-50.35   	-26.86   	125.43   	  15.26		
-51.57   	-28.38   	125.49   	   5.09		
-52.49   	-28.99   	125.51   	  -5.09		
-52.19   	-28.69   	125.49   	 -10.17		
-51.27   	-27.47   	125.45   	 -25.43		
-50.35   	-25.94   	125.35   	 -40.69		
-50.35   	-25.02   	125.19   	 -50.86		
-51.57   	-25.63   	124.98   	 -71.21		
-53.41   	-27.77   	124.70   	 -91.56		
-55.54   	-30.82   	124.33   	-111.90		
-56.76   	-33.26   	123.89   	-142.42		
-57.07   	-34.18   	123.32   	-167.85		
-56.76   	-33.26   	122.64   	-198.37		
-56.15   	-31.13   	121.85   	-223.80		
-55.85   	-29.91   	120.96   	-244.15		
-56.15   	-30.21   	119.98   	-254.32		
-56.76   	-32.65   	118.96   	-254.32		
