  I     	  II     	  AO     	  AO'		
-66.22   	-21.36   	 81.61   	 -50.86		
-65.00   	-22.28   	 81.40   	 -55.95		
-63.48   	-22.28   	 81.18   	 -55.95		
-61.95   	-21.06   	 80.96   	 -55.95		
-59.81   	-18.31   	 80.73   	 -55.95		
-57.07   	-12.82   	 80.51   	 -55.95		
-53.41   	 -3.36   	 80.28   	 -55.95		
-48.52   	 10.07   	 80.06   	 -55.95		
-43.33   	 25.94   	 79.84   	 -61.04		
-39.37   	 40.28   	 79.59   	 -55.95		
-37.23   	 50.05   	 79.37   	 -61.04		
-37.23   	 54.02   	 79.12   	 -55.95		
-38.15   	 55.24   	 78.90   	 -61.04		
-37.54   	 57.68   	 78.66   	 -55.95		
-33.87   	 64.70   	 78.43   	 -55.95		
-27.16   	 75.68   	 78.21   	 -55.95		
-19.84   	 86.67   	 77.99   	 -55.95		
-14.04   	 91.55   	 77.76   	 -61.04		
-11.90   	 88.50   	 77.52   	 -55.95		
-12.51   	 80.26   	 77.29   	 -55.95		
-14.95   	 71.72   	 77.07   	 -55.95		
-17.70   	 65.92   	 76.85   	 -55.95		
-19.23   	 62.56   	 76.62   	 -55.95		
-19.53   	 57.98   	 76.40   	 -55.95		
-18.62   	 48.83   	 76.17   	 -61.04		
-18.31   	 35.40   	 75.93   	 -61.04		
-19.84   	 20.14   	 75.69   	 -55.95		
-24.41   	  7.32   	 75.46   	 -61.04		
-30.52   	 -1.53   	 75.22   	 -55.95		
-37.23   	 -7.93   	 74.99   	 -55.95		
-43.03   	-15.56   	 74.77   	 -55.95		
-48.83   	-25.63   	 74.55   	 -50.86		
-54.02   	-37.54   	 74.34   	 -50.86		
-57.98   	-47.61   	 74.14   	 -45.78		
-59.20   	-52.80   	 73.96   	 -35.61		
-57.37   	-53.10   	 73.81   	 -35.61		
-54.02   	-51.27   	 73.67   	 -35.61		
-51.88   	-50.05   	 73.53   	 -25.43		
-52.19   	-50.66   	 73.43   	 -25.43		
-54.93   	-52.80   	 73.33   	 -25.43		
-58.29   	-55.24   	 73.22   	 -20.35		
-61.04   	-56.46   	 73.14   	 -25.43		
