  I     	  II     	  AO     	  AO'		
1363.53   	721.13   	 70.27   	 -61.04		
1673.89   	885.31   	 70.03   	 -66.12		
1787.72   	914.61   	 69.77   	 -55.95		
1618.35   	743.71   	 69.54   	 -61.04		
1188.96   	405.27   	 69.30   	 -50.86		
643.92   	 25.33   	 69.09   	 -55.95		
174.26   	-250.85   	 68.87   	 -50.86		
-90.94   	-350.34   	 68.67   	 -50.86		
-145.87   	-298.46   	 68.46   	 -45.78		
-82.09   	-181.27   	 68.28   	 -45.78		
 -7.93   	-80.57   	 68.10   	 -45.78		
 16.17   	-33.57   	 67.91   	 -35.61		
 -7.63   	-34.48   	 67.77   	 -20.35		
-46.08   	-57.07   	 67.69   	 -10.17		
-71.11   	-79.04   	 67.65   	  10.17		
-76.60   	-90.33   	 67.69   	  40.69		
-71.41   	-89.72   	 67.85   	  66.12		
-67.44   	-83.01   	 68.12   	 101.73		
-69.27   	-77.51   	 68.52   	 137.33		
-76.60   	-76.90   	 69.07   	 162.77		
-83.92   	-79.96   	 69.73   	 193.29		
-87.89   	-82.70   	 70.50   	 213.63		
-88.20   	-83.92   	 71.35   	 213.63		
-86.98   	-83.01   	 72.21   	 213.63		
-86.67   	-79.65   	 73.06   	 193.29		
-87.89   	-74.77   	 73.83   	 172.94		
-89.72   	-69.27   	 74.53   	 152.59		
-91.25   	-65.00   	 75.14   	 137.33		
-92.16   	-63.48   	 75.69   	 122.07		
-92.77   	-65.61   	 76.17   	 132.25		
-93.08   	-68.97   	 76.70   	 142.42		
-93.38   	-70.50   	 77.27   	 162.77		
-93.38   	-68.05   	 77.92   	 188.20		
-93.08   	-61.95   	 78.68   	 208.54		
-92.77   	-54.02   	 79.51   	 228.89		
-92.77   	-47.30   	 80.43   	 239.06		
-93.69   	-43.33   	 81.38   	 228.89		
-95.21   	-41.81   	 82.30   	 218.72		
-97.05   	-40.89   	 83.17   	 203.46		
-98.88   	-39.06   	 83.99   	 183.11		
-100.71   	-35.40   	 84.72   	 167.85		
-102.54   	-31.13   	 85.39   	 157.68		
-104.68   	-26.55   	 86.02   	 147.51		
-106.81   	-22.89   	 86.61   	 157.68		
-108.95   	-19.23   	 87.24   	 167.85		
-110.78   	-15.26   	 87.91   	 193.29		
-111.39   	-11.60   	 88.69   	 208.54		
-111.39   	 -8.54   	 89.52   	 228.89		
-110.78   	 -5.80   	 90.44   	 239.06		
-110.47   	 -3.05   	 91.39   	 244.15		
-112.00   	  1.22   	 92.37   	 239.06		
-115.66   	  6.10   	 93.33   	 223.80		
-121.15   	 10.99   	 94.22   	 208.54		
-126.95   	 15.56   	 95.06   	 193.29		
-132.45   	 19.53   	 95.83   	 178.03		
-136.41   	 23.80   	 96.54   	 167.85		
-139.77   	 28.38   	 97.21   	 167.85		
-144.04   	 33.57   	 97.88   	 162.77		
-150.45   	 40.28   	 98.53   	 162.77		
-158.08   	 50.35   	 99.19   	 167.85		
-166.02   	 65.00   	 99.86   	 178.03		
-173.95   	 82.40   	100.57   	 183.11		
-181.88   	 99.49   	101.30   	 183.11		
-191.04   	113.22   	102.03   	 183.11		
-202.33   	122.99   	102.77   	 178.03		
-216.06   	128.48   	103.48   	 172.94		
-231.32   	131.23   	104.17   	 167.85		
-247.19   	132.45   	104.84   	 162.77		
-263.06   	134.58   	105.49   	 157.68		
-277.71   	140.08   	106.12   	 147.51		
-290.83   	149.54   	106.71   	 142.42		
-301.82   	161.13   	107.28   	 147.51		
-311.58   	171.81   	107.87   	 147.51		
-321.04   	180.05   	108.46   	 157.68		
-331.73   	185.85   	109.09   	 162.77		
-342.71   	190.12   	109.75   	 167.85		
-353.39   	191.96   	110.42   	 167.85		
-361.33   	188.60   	111.09   	 157.68		
-365.91   	179.75   	111.72   	 152.59		
-365.60   	167.85   	112.33   	 147.51		
-360.41   	157.78   	112.92   	 132.25		
-349.73   	152.28   	113.45   	 122.07		
-333.86   	148.93   	113.94   	 106.82		
-313.11   	142.82   	114.36   	  96.64		
-288.70   	130.92   	114.75   	  71.21		
-260.62   	112.92   	115.04   	  50.86		
-229.80   	 91.25   	115.24   	  25.43		
-197.45   	 68.36   	115.34(S)	   0.00		
-165.10   	 46.39   	115.34   	 -25.43		
-134.58   	 27.16   	115.24   	 -50.86		
-106.81   	 13.43   	115.04   	 -76.30		
-81.48   	  5.80   	114.73   	 -91.56		
-58.59   	  2.14   	114.36   	-116.99		
-39.06   	 -2.14   	113.90   	-127.16		
-22.89   	-10.07   	113.39   	-152.59		
 -9.77   	-20.75   	112.78   	-172.94		
  1.22   	-29.60   	112.09   	-183.11		
 10.99   	-33.57   	111.35   	-198.37		
 19.23   	-32.65   	110.56   	-203.46		
 25.33   	-30.82   	109.75   	-198.37		
 28.38   	-32.96   	108.95   	-178.03		
 29.60   	-40.28   	108.24   	-157.68		
 28.99   	-50.35   	107.61   	-142.42		
 28.08   	-57.68   	107.04   	-122.07		
 28.08   	-59.20   	106.55   	-127.16		
 28.99   	-54.32   	106.04   	-137.33		
 30.52   	-46.08   	105.49   	-157.68		
 32.04   	-37.54   	104.86   	-188.20		
 31.13   	-31.13   	104.11   	-213.63		
 27.47   	-27.16   	103.25   	-233.98		
 22.28   	-26.86   	102.32   	-244.15		
 17.70   	-29.60   	101.34   	-244.15		
 15.56   	-34.48   	100.37   	-239.06		
 14.95   	-40.28   	 99.41   	-218.72		
 14.95   	-43.95   	 98.53   	-208.54		
 14.04   	-43.95   	 97.70   	-183.11		
 12.51   	-40.28   	 96.97   	-167.85		
 10.68   	-35.10   	 96.30   	-152.59		
  8.85   	-31.13   	 95.69   	-137.33		
  7.02   	-30.52   	 95.14   	-137.33		
  4.58   	-32.96   	 94.59   	-127.16		
  1.22   	-36.62   	 94.08   	-132.25		
 -1.22   	-38.45   	 93.55   	-122.07		
 -2.14   	-37.84   	 93.06   	-127.16		
 -0.92   	-35.10   	 92.55   	-116.99		
  1.53   	-32.04   	 92.09   	-116.99		
  3.97   	-31.74   	 91.62   	-111.90		
  4.88   	-34.18   	 91.17   	-106.82		
  3.66   	-38.45   	 90.74   	-101.73		
