  I     	  II     	  AO     	  AO'		
-56.76   	 -5.80   	 63.03   	 142.42		
-55.24   	 -3.97   	 63.60   	 147.51		
-55.24   	 -6.10   	 64.19   	 157.68		
-57.07   	 -9.46   	 64.82   	 157.68		
-58.90   	-11.90   	 65.45   	 167.85		
-59.51   	-13.12   	 66.12   	 178.03		
-59.20   	-13.43   	 66.84   	 188.20		
-58.59   	-14.34   	 67.59   	 203.46		
-58.90   	-15.56   	 68.40   	 213.63		
-60.12   	-18.01   	 69.26   	 228.89		
-60.42   	-20.14   	 70.17   	 249.24		
-59.51   	-21.36   	 71.17   	 254.32		
-57.68   	-20.75   	 72.19   	 269.58		
-56.15   	-18.62   	 73.27   	 279.75		
-55.85   	-16.17   	 74.38   	 284.84		
-57.07   	-15.26   	 75.52   	 295.01		
-58.59   	-15.87   	 76.70   	 300.10		
-59.81   	-16.48   	 77.90   	 305.19		
-59.81   	-16.48   	 79.12   	 315.36		
-59.51   	-15.56   	 80.39   	 320.45		
-59.81   	-14.95   	 81.67   	 325.53		
-60.73   	-15.87   	 82.97   	 335.71		
-61.65   	-18.01   	 84.31   	 340.79		
-61.65   	-19.84   	 85.68   	 340.79		
-61.34   	-19.53   	 87.04   	 350.97		
-60.73   	-17.40   	 88.44   	 356.05		
-60.73   	-15.26   	 89.87   	 350.97		
-61.04   	-14.34   	 91.27   	 356.05		
-60.42   	-14.34   	 92.70   	 356.05		
-58.90   	-14.04   	 94.12   	 356.05		
-57.98   	-14.04   	 95.54   	 356.05		
-58.90   	-14.95   	 96.97   	 361.14		
-62.56   	-17.09   	 98.41   	 366.22		
-67.75   	-19.23   	 99.88   	 366.22		
-72.02   	-18.92   	101.34   	 371.31		
-72.63   	-14.34   	102.83   	 376.40		
-68.97   	 -6.71   	104.33   	 381.48		
-64.39   	  2.14   	105.86   	 386.57		
-61.95   	 10.38   	107.41   	 386.57		
-63.78   	 16.78   	108.95   	 396.74		
-69.58   	 20.75   	110.54   	 396.74		
-75.99   	 22.58   	112.13   	 401.83		
-80.57   	 23.19   	113.73   	 396.74		
-83.01   	 23.80   	115.32   	 406.92		
-84.53   	 26.86   	116.95   	 401.83		
-86.98   	 32.96   	118.55   	 406.92		
-90.64   	 41.81   	120.18   	 412.00		
-93.99   	 52.19   	121.83   	 406.92		
-96.74   	 60.73   	123.46   	 412.00		
-98.57   	 66.83   	125.11   	 406.92		
-100.71   	 71.11   	126.73   	 401.83		
-103.45   	 75.68   	128.34   	 401.83		
-105.90   	 82.40   	129.95   	 396.74		
-107.42   	 90.94   	131.54   	 391.66		
-107.12   	 99.79   	133.10   	 381.48		
-105.29   	106.51   	134.63   	 376.40		
-102.54   	110.17   	136.13   	 366.22		
-99.18   	112.30   	137.60   	 361.14		
-94.60   	114.14   	139.04   	 345.88		
-88.81   	116.27   	140.43   	 340.79		
-82.40   	116.58   	141.79   	 325.53		
-75.99   	113.53   	143.09   	 315.36		
-69.58   	106.81   	144.35   	 300.10		
-62.26   	 98.57   	145.55   	 289.93		
-51.88   	 93.99   	146.71   	 269.58		
-38.15   	 95.83   	147.79   	 254.32		
-22.58   	102.84   	148.81   	 244.15		
 -8.85   	109.56   	149.79   	 223.80		
  0.61   	110.78   	150.68   	 208.54		
  4.27   	105.59   	151.52   	 188.20		
  4.58   	 97.35   	152.27   	 172.94		
  4.58   	 91.25   	152.96   	 157.68		
  7.02   	 89.11   	153.59   	 137.33		
 10.99   	 89.11   	154.14   	 111.90		
 14.34   	 87.59   	154.59   	  96.64		
 15.56   	 83.92   	154.97   	  71.21		
 15.87   	 79.65   	155.26   	  50.86		
 16.17   	 76.29   	155.46   	  20.35		
 18.01   	 73.55   	155.54(S)	  -5.09		
 19.23   	 69.89   	155.52   	 -35.61		
 18.01   	 64.09   	155.38   	 -61.04		
 14.65   	 58.29   	155.14   	 -91.56		
 10.99   	 55.54   	154.77   	-122.07		
 10.68   	 56.76   	154.28   	-152.59		
 13.43   	 59.81   	153.67   	-183.11		
 17.09   	 60.73   	152.94   	-213.63		
 18.62   	 57.98   	152.08   	-233.98		
 16.78   	 53.10   	151.15   	-259.41		
