  I     	  II     	  AO     	  AO'		
-39.98   	-89.42   	125.07   	-116.99		
-40.59   	-88.81   	124.60   	-111.90		
-39.67   	-86.06   	124.15   	-116.99		
-39.06   	-82.70   	123.68   	-111.90		
-38.76   	-78.43   	123.23   	 -91.56		
-37.23   	-71.72   	122.87   	 -61.04		
-34.79   	-61.04   	122.62   	 -55.95		
-31.13   	-48.83   	122.40   	 -81.38		
-26.86   	-37.23   	122.07   	-137.33		
-21.97   	-27.16   	121.53   	-167.85		
-17.09   	-18.01   	120.85   	-162.77		
-12.21   	 -8.85   	120.20   	-167.85		
 -7.93   	 -0.92   	119.53   	-167.85		
 -4.88   	  4.27   	118.86   	-137.33		
 -1.22   	  8.54   	118.31   	-116.99		
  4.88   	 16.48   	117.84   	-122.07		
 14.65   	 32.65   	117.35   	-116.99		
 26.55   	 54.63   	116.89   	-116.99		
 37.23   	 72.94   	116.42   	-122.07		
 43.64   	 79.65   	115.93   	-111.90		
 45.78   	 72.33   	115.48   	-111.90		
 44.25   	 57.68   	115.04   	-111.90		
 41.20   	 44.25   	114.59   	-116.99		
 37.84   	 36.62   	114.12   	-122.07		
 34.18   	 32.96   	113.63   	-116.99		
 29.60   	 27.47   	113.16   	-106.82		
 23.19   	 15.87   	112.74   	-101.73		
 14.04   	 -3.66   	112.33   	-111.90		
  2.75   	-28.99   	111.88   	-101.73		
 -9.77   	-56.76   	111.47   	 -86.47		
-21.06   	-82.40   	111.13   	 -81.38		
-28.99   	-101.93   	110.80   	 -81.38		
-33.57   	-114.44   	110.48   	 -86.47		
-36.32   	-122.07   	110.13   	 -91.56		
-38.15   	-128.17   	109.77   	 -91.56		
-39.06   	-136.11   	109.40   	 -81.38		
-38.45   	-144.96   	109.07   	 -81.38		
-35.71   	-152.28   	108.75   	 -91.56		
-32.65   	-155.64   	108.38   	 -91.56		
-31.74   	-154.72   	108.02   	 -96.64		
-34.18   	-152.28   	107.63   	 -91.56		
-38.45   	-149.84   	107.26   	 -91.56		
-42.11   	-148.62   	106.90   	-101.73		
-43.03   	-148.01   	106.49   	-101.73		
-41.50   	-148.01   	106.08   	 -86.47		
-39.37   	-149.84   	105.74   	 -76.30		
-39.37   	-155.94   	105.43   	 -81.38		
-41.20   	-171.51   	105.11   	 -91.56		
-42.42   	-202.33   	104.74   	-106.82		
-36.93   	-245.36   	104.31   	-101.73		
-14.65   	-284.12   	103.91   	 -91.56		
 35.40   	-286.56   	103.54   	 -81.38		
121.46   	-221.56   	103.21   	 -81.38		
247.50   	-74.77   	102.89   	 -76.30		
408.63   	140.08   	102.58   	 -71.21		
586.55   	388.18   	102.30   	 -71.21		
751.65   	630.49   	102.01   	 -76.30		
865.17   	839.23   	101.71   	-147.51		
783.69   	1061.10(R)	101.12   	 -91.56		
555.42   	1018.07   	100.75   	 -81.38		
248.11   	859.38   	100.43   	 -71.21		
-55.54   	620.12   	100.14   	 -71.21		
-267.64   	370.79   	 99.86   	 -76.30		
-339.36   	178.83   	 99.55   	 -71.21		
-290.22   	 68.97   	 99.27   	 -61.04		
-190.73   	 17.70   	 99.02   	 -71.21		
-111.39   	-16.17   	 98.74   	 -76.30		
-82.40   	-56.46   	 98.43   	 -96.64		
-89.42   	-98.57   	 98.05   	 -81.38		
-101.62   	-126.34   	 97.72   	 -50.86		
-100.40   	-131.53   	 97.52   	 -45.78		
-88.81   	-122.07   	 97.33   	 -45.78		
-79.04   	-112.00   	 97.15   	 -10.17		
-76.90   	-109.86   	 97.11   	  20.35		
-79.65   	-114.14   	 97.19   	  45.78		
-80.87   	-117.80   	 97.37   	  76.30		
-79.35   	-117.49   	 97.68   	 116.99		
-76.60   	-114.44   	 98.15   	 162.77		
-75.07   	-111.69   	 98.80   	 208.54		
-75.68   	-112.30   	 99.63   	 203.46		
-77.21   	-115.97   	100.45   	 142.42		
-75.68   	-118.71   	101.02   	  61.04		
-70.80   	-117.19   	101.26   	  35.61		
-63.78   	-112.30   	101.40   	  45.78		
-57.98   	-106.20   	101.59   	  76.30		
-56.46   	-101.32   	101.89   	 122.07		
-58.29   	-97.96   	102.38   	 152.59		
-61.04   	-95.83   	102.99   	 127.16		
-62.56   	-93.69   	103.50   	  91.56		
-62.26   	-91.86   	103.87   	  86.47		
-60.73   	-89.72   	104.21   	  91.56		
-58.90   	-86.67   	104.58   	 127.16		
-56.76   	-82.09   	105.09   	 152.59		
-53.71   	-75.68   	105.70   	 122.07		
-49.13   	-67.75   	106.18   	 162.77		
-44.25   	-60.12   	106.84   	 244.15		
-40.89   	-54.02   	107.81   	 320.45		
-40.59   	-50.05   	109.09   	 305.19		
-42.11   	-48.83   	110.31   	 193.29		
-42.42   	-47.91   	111.09   	 122.07		
-38.45   	-44.56   	111.58   	 203.46		
-31.74   	-37.54   	112.39   	 203.46		
-24.41   	-27.47   	113.20   	 147.51		
-19.53   	-15.87   	113.79   	 259.41		
-15.87   	 -5.49   	114.83   	 162.77		
-10.99   	  3.97   	115.48   	 111.90		
 -3.36   	 13.43   	115.93   	 244.15		
  6.10   	 23.80   	116.91   	 178.03		
 14.95   	 36.01   	117.62   	 228.89		
 22.58   	 50.35   	118.53   	 320.45		
 28.38   	 65.92   	119.82   	 183.11		
 34.18   	 82.09   	120.55   	 147.51		
 41.20   	 98.57   	121.14   	 223.80		
 50.66   	116.27   	122.03   	 254.32		
 61.65   	135.19   	123.05   	 228.89		
 72.63   	154.72   	123.97   	 218.72		
 82.09   	173.34   	124.84   	 233.98		
 87.89   	189.82   	125.78   	 371.31		
 91.86   	203.25   	127.26   	 279.75		
 95.21   	215.45   	128.38   	 127.16		
 98.88   	226.44   	128.89   	 223.80		
101.62   	235.29   	129.79   	 295.01		
101.62   	239.87   	130.97   	 305.19		
 97.96   	239.56   	132.19   	 233.98		
 92.77   	235.29   	133.12   	 203.46		
 88.81   	228.58   	133.94   	 244.15		
 86.98   	220.34   	134.91   	 264.50		
 85.45   	208.74   	135.97   	 228.89		
 82.09   	191.96   	136.89   	 188.20		
 75.68   	169.37   	137.64   	 239.06		
 67.14   	141.60   	138.60   	 279.75		
 58.29   	111.69   	139.71   	 244.15		
 48.52   	 82.70   	140.69   	 213.63		
 36.93   	 56.46   	141.55   	 167.85		
 23.19   	 33.87   	142.22   	 152.59		
  7.63   	 14.34   	142.83   	 137.33		
 -7.63   	 -3.66   	143.38   	 188.20		
-20.14   	-20.75   	144.13   	 244.15		
-28.69   	-36.62   	145.11   	 183.11		
-33.87   	-50.05   	145.84   	 106.82		
-35.71   	-59.20   	146.27   	 101.73		
-35.71   	-64.39   	146.67   	 111.90		
-36.93   	-67.75   	147.12   	 137.33		
-41.50   	-72.02   	147.67   	 127.16		
-49.74   	-77.82   	148.18   	  96.64		
-58.59   	-83.92   	148.57   	  76.30		
-64.39   	-87.89   	148.87   	  20.35		
-64.09   	-88.50   	148.95(S)	 -25.43		
-59.20   	-86.67   	148.85   	 -10.17		
-54.02   	-83.62   	148.81   	 -10.17		
-51.57   	-81.48   	148.77   	 -86.47		
-52.80   	-79.65   	148.42   	-152.59		
-55.54   	-78.43   	147.81   	-203.46		
-57.37   	-76.90   	147.00   	-233.98		
-57.37   	-74.77   	146.06   	-188.20		
-57.68   	-72.02   	145.31   	-127.16		
-59.51   	-68.97   	144.80   	 -81.38		
-62.87   	-66.22   	144.48   	 -10.17		
-65.92   	-65.31   	144.43   	 -50.86		
-67.14   	-65.92   	144.23   	-122.07		
-65.61   	-67.44   	143.74   	-122.07		
-63.17   	-68.05   	143.25   	-198.37		
-62.26   	-66.53   	142.46   	-218.72		
-62.56   	-62.87   	141.59   	-137.33		
-64.70   	-59.51   	141.04   	 -71.21		
-66.83   	-57.68   	140.75   	-122.07		
-68.36   	-57.68   	140.26   	-198.37		
-68.97   	-58.59   	139.47   	-198.37		
-68.97   	-59.51   	138.68   	-142.42		
-68.36   	-59.20   	138.11   	-106.82		
-67.14   	-57.68   	137.68   	-122.07		
-65.31   	-55.85   	137.19   	-157.68		
-62.87   	-53.41   	136.56   	-167.85		
-59.81   	-50.96   	135.89   	-147.51		
-57.68   	-49.74   	135.30   	-127.16		
-55.24   	-48.83   	134.79   	-127.16		
-52.80   	-48.22   	134.28   	-132.25		
-50.05   	-48.83   	133.75   	-142.42		
-46.69   	-50.66   	133.18   	-132.25		
-43.64   	-54.02   	132.65   	-132.25		
-41.20   	-57.07   	132.13   	-127.16		
-40.28   	-58.59   	131.62   	-122.07		
-40.59   	-57.68   	131.13   	-122.07		
-41.50   	-57.07   	130.64   	-137.33		
-41.81   	-57.98   	130.09   	-132.25		
-40.59   	-60.73   	129.56   	-116.99		
-39.06   	-64.09   	129.09   	-127.16		
-37.84   	-66.53   	128.59   	-122.07		
-38.76   	-67.75   	128.10   	-116.99		
-41.20   	-69.27   	127.63   	-106.82		
-44.56   	-71.41   	127.20   	-106.82		
-46.39   	-72.94   	126.77   	-122.07		
-45.17   	-72.63   	126.29   	-122.07		
