  I     	  II     	  AO     	  AO'		
-30.82   	-145.87   	 77.38   	   5.09		
-30.21   	-151.06   	 77.40   	  -5.09		
-30.21   	-156.25   	 77.38   	  -5.09		
-30.82   	-158.69   	 77.35   	 -10.17		
-31.13   	-158.39   	 77.31   	 -10.17		
-31.43   	-156.56   	 77.27   	 -20.35		
-30.52   	-153.81   	 77.19   	 -20.35		
-28.99   	-148.32   	 77.11   	 -25.43		
-26.86   	-134.28   	 77.01   	 -25.43		
-25.33   	-105.59   	 76.91   	 -30.52		
-25.02   	-57.68   	 76.79   	 -30.52		
-24.11   	  5.19   	 76.66   	 -35.61		
-18.62   	 71.41   	 76.52   	 -30.52		
 -6.10   	129.70   	 76.40   	 -30.52		
 10.38   	180.97   	 76.28   	 -35.61		
 20.14   	247.19   	 76.13   	 -30.52		
  9.77   	359.50   	 76.01   	 -30.52		
-26.25   	521.55   	 75.89   	 -30.52		
-75.99   	679.63   	 75.77   	 -30.52		
-116.27   	728.45   	 75.65   	 -30.52		
-133.36   	570.68   	 75.52   	 -35.61		
-138.85   	191.65   	 75.38   	 -30.52		
-164.18   	-309.45   	 75.26   	 -30.52		
-236.21   	-761.72   	 75.14   	 -35.61		
-345.46   	-1022.64   	 74.99   	 -35.61		
-443.42   	-1053.77   	 74.85   	 -40.69		
-474.85   	-920.11   	 74.69   	 -35.61		
-415.65   	-726.62   	 74.55   	 -40.69		
-289.92   	-551.76   	 74.38   	 -40.69		
-152.28   	-420.23   	 74.22   	 -40.69		
-52.19   	-321.04   	 74.06   	 -45.78		
 -7.93   	-241.09   	 73.88   	 -40.69		
 -6.71   	-180.36   	 73.71   	 -45.78		
-20.75   	-143.13   	 73.53   	 -40.69		
-29.30   	-129.09   	 73.37   	 -45.78		
-25.94   	-129.09   	 73.18   	 -45.78		
-16.17   	-131.84   	 73.00   	 -40.69		
 -8.24   	-129.39   	 72.84   	 -40.69		
 -5.49   	-120.85   	 72.68   	 -40.69		
 -6.41   	-109.86   	 72.51   	 -40.69		
 -7.02   	-100.10   	 72.35   	 -35.61		
 -4.88   	-92.77   	 72.21   	 -35.61		
 -1.53   	-86.98   	 72.06   	 -30.52		
  1.22   	-80.87   	 71.94   	 -30.52		
  2.14   	-74.46   	 71.82   	 -20.35		
  1.53   	-68.36   	 71.74   	 -25.43		
  0.92   	-62.26   	 71.64   	 -15.26		
  1.22   	-55.85   	 71.58   	 -10.17		
  2.44   	-49.13   	 71.54   	   0.00		
  3.97   	-42.11   	 71.54   	   0.00		
  4.58   	-35.71   	 71.54   	  15.26		
  3.97   	-29.91   	 71.60   	  25.43		
  2.44   	-24.72   	 71.70   	  35.61		
  1.53   	-19.53   	 71.84   	  45.78		
  1.22   	-13.73   	 72.02   	  55.95		
  1.83   	 -6.71   	 72.25   	  66.12		
  2.75   	  1.83   	 72.51   	  81.38		
  3.36   	 11.29   	 72.84   	  91.56		
  3.66   	 21.36   	 73.20   	 106.82		
  3.97   	 31.43   	 73.63   	 111.90		
  3.66   	 41.81   	 74.08   	 116.99		
