  I     	  II     	  AO     	  AO'		
-115.66   	-121.15   	 80.85   	 -50.86		
-114.75   	-119.93   	 80.65   	 -55.95		
-111.08   	-120.54   	 80.43   	 -45.78		
-108.95   	-125.12   	 80.24   	 -50.86		
-108.95   	-132.75   	 80.04   	 -50.86		
-111.08   	-140.08   	 79.84   	 -50.86		
-113.53   	-145.57   	 79.63   	 -45.78		
-116.27   	-147.40   	 79.45   	 -50.86		
-118.10   	-146.79   	 79.25   	 -45.78		
-119.02   	-144.65   	 79.06   	 -45.78		
-118.71   	-143.13   	 78.88   	 -50.86		
-118.10   	-144.04   	 78.68   	 -45.78		
-118.10   	-147.71   	 78.49   	 -50.86		
-119.93   	-152.59   	 78.29   	 -45.78		
-123.29   	-155.64   	 78.11   	 -50.86		
-126.95   	-150.76   	 77.90   	 -45.78		
-127.26   	-127.26   	 77.72   	 -50.86		
-113.83   	-77.51   	 77.52   	 -50.86		
-67.14   	 -2.75   	 77.31   	 -45.78		
 36.01   	 84.84   	 77.13   	 -50.86		
207.52   	167.85   	 76.93   	 -55.95		
435.18   	234.68   	 76.70   	 -50.86		
677.19   	287.78   	 76.50   	 -50.86		
868.53   	334.78   	 76.30   	-106.82		
861.51   	368.65(R)	 75.87   	 -55.95		
642.09   	309.45   	 75.65   	 -55.95		
353.09   	184.94   	 75.42   	 -55.95		
 88.81   	 25.94   	 75.20   	 -61.04		
-77.82   	-113.53   	 74.95   	 -55.95		
-130.62   	-188.90   	 74.73   	 -61.04		
-107.73   	-188.60   	 74.49   	 -61.04		
-65.00   	-136.72   	 74.24   	 -61.04		
-38.45   	-72.94   	 74.00   	 -66.12		
-31.74   	-28.99   	 73.73   	 -61.04		
-31.74   	-12.51   	 73.49   	 -61.04		
-28.08   	-14.65   	 73.24   	 -61.04		
-22.28   	-21.67   	 73.00   	 -61.04		
-19.53   	-25.94   	 72.76   	 -61.04		
-21.67   	-26.25   	 72.51   	 -61.04		
-24.72   	-24.41   	 72.27   	 -61.04		
-25.63   	-22.58   	 72.02   	 -55.95		
-24.41   	-20.75   	 71.80   	 -55.95		
-22.28   	-18.62   	 71.58   	 -55.95		
-20.45   	-16.17   	 71.35   	 -45.78		
-18.01   	-13.43   	 71.17   	 -50.86		
-14.65   	-10.38   	 70.97   	 -40.69		
-10.07   	 -6.71   	 70.80   	 -40.69		
 -4.88   	 -2.44   	 70.64   	 -40.69		
  0.31   	  2.75   	 70.48   	 -35.61		
  5.80   	  8.24   	 70.34   	 -35.61		
 11.29   	 14.95   	 70.19   	 -35.61		
 17.70   	 22.58   	 70.05   	 -30.52		
 24.11   	 31.13   	 69.93   	 -25.43		
 30.52   	 40.28   	 69.83   	 -25.43		
 36.32   	 50.05   	 69.73   	 -10.17		
 42.11   	 61.04   	 69.68   	   5.09		
 48.83   	 72.33   	 69.70   	  15.26		
 56.46   	 84.23   	 69.77   	  40.69		
 65.00   	 95.83   	 69.93   	  66.12		
 72.94   	107.42   	 70.19   	  96.64		
 80.57   	118.71   	 70.58   	 116.99		
 88.20   	131.23   	 71.05   	 152.59		
 97.05   	145.57   	 71.66   	 178.03		
108.64   	162.35   	 72.37   	 203.46		
122.68   	180.36   	 73.18   	 228.89		
138.55   	198.97   	 74.10   	 239.06		
154.11   	217.59   	 75.06   	 259.41		
168.76   	235.60   	 76.09   	 259.41		
182.50   	253.30   	 77.13   	 264.50		
195.62   	270.08   	 78.19   	 254.32		
208.13   	285.95   	 79.21   	 254.32		
219.73   	300.60   	 80.22   	 239.06		
230.10   	314.64   	 81.18   	 223.80		
239.26   	327.15   	 82.07   	 208.54		
247.19   	336.91   	 82.91   	 198.37		
253.30   	342.41   	 83.70   	 178.03		
256.04   	341.49   	 84.41   	 172.94		
254.82   	334.47   	 85.11   	 157.68		
249.02   	321.35   	 85.74   	 147.51		
238.95   	303.34   	 86.33   	 142.42		
224.61   	280.76   	 86.90   	 137.33		
205.69   	254.52   	 87.45   	 132.25		
182.19   	225.22   	 87.98   	 127.16		
154.11   	193.48   	 88.48   	 116.99		
122.68   	159.91   	 88.95   	 122.07		
 90.33   	124.82   	 89.44   	 111.90		
 59.51   	 89.42   	 89.89   	 106.82		
 31.43   	 55.85   	 90.32   	 101.73		
  6.41   	 25.63   	 90.72   	  91.56		
-15.56   	  0.00   	 91.09   	  91.56		
-35.40   	-21.06   	 91.45   	  81.38		
-52.80   	-39.06   	 91.78   	  76.30		
-67.14   	-54.93   	 92.09   	  71.21		
-78.43   	-68.66   	 92.37   	  66.12		
-87.28   	-80.87   	 92.63   	  61.04		
-94.91   	-91.55   	 92.88   	  50.86		
-101.62   	-101.01   	 93.08   	  45.78		
-107.12   	-108.95   	 93.27   	  40.69		
-110.47   	-113.83   	 93.43   	  30.52		
-111.69   	-115.05   	 93.55   	  30.52		
-111.69   	-114.44   	 93.67   	  25.43		
-111.39   	-113.83   	 93.77   	  15.26		
-111.69   	-115.36   	 93.83   	  10.17		
-111.69   	-119.02   	 93.88   	   0.00		
-111.08   	-122.68   	 93.88   	  -5.09		
-109.56   	-123.60   	 93.86   	 -15.26		
-108.34   	-122.38   	 93.79   	 -25.43		
-108.64   	-120.24   	 93.69   	 -40.69		
-109.86   	-119.32   	 93.53   	 -50.86		
-110.47   	-119.63   	 93.33   	 -66.12		
-109.56   	-119.93   	 93.06   	 -86.47		
-107.42   	-119.32   	 92.72   	-101.73		
-104.98   	-117.19   	 92.31   	-116.99		
-103.15   	-113.83   	 91.84   	-137.33		
-101.62   	-109.56   	 91.29   	-142.42		
-100.10   	-105.29   	 90.72   	-157.68		
-98.88   	-101.01   	 90.09   	-152.59		
-97.66   	-98.27   	 89.48   	-152.59		
-96.74   	-97.66   	 88.87   	-142.42		
-95.52   	-98.57   	 88.30   	-132.25		
-93.99   	-100.10   	 87.77   	-116.99		
-92.47   	-100.40   	 87.30   	-101.73		
-91.25   	-98.88   	 86.90   	 -86.47		
-90.33   	-95.83   	 86.55   	 -66.12		
-90.33   	-92.77   	 86.29   	 -55.95		
-90.64   	-90.33   	 86.06   	 -45.78		
-90.94   	-88.81   	 85.88   	 -40.69		
-90.94   	-87.89   	 85.72   	 -30.52		
-89.72   	-87.28   	 85.59   	 -25.43		
-87.89   	-86.98   	 85.49   	 -25.43		
-86.67   	-87.89   	 85.39   	 -25.43		
-86.06   	-89.72   	 85.29   	 -25.43		
-85.75   	-91.25   	 85.19   	 -20.35		
-84.53   	-91.55   	 85.11   	 -25.43		
-83.31   	-90.33   	 85.00   	 -20.35		
-83.31   	-88.50   	 84.92   	 -25.43		
-85.14   	-88.50   	 84.82   	 -25.43		
-88.50   	-90.94   	 84.72   	 -25.43		
-92.16   	-95.52   	 84.62   	 -25.43		
-94.30   	-99.79   	 84.52   	 -25.43		
-94.30   	-102.54   	 84.41   	 -30.52		
-93.08   	-104.06   	 84.29   	 -30.52		
-92.77   	-105.29   	 84.17   	 -30.52		
-93.99   	-107.12   	 84.05   	 -30.52		
