  I     	  II     	  AO     	  AO'		
-25.94   	-80.26   	 74.81   	-101.73		
-24.41   	-80.57   	 74.40   	-106.82		
-22.89   	-79.96   	 73.98   	-127.16		
-22.58   	-79.35   	 73.47   	-157.68		
-23.80   	-79.04   	 72.84   	-188.20		
-24.41   	-78.74   	 72.09   	-233.98		
-23.80   	-78.43   	 71.15   	-279.75		
-21.67   	-77.82   	 70.03   	-335.71		
-19.84   	-76.90   	 68.69   	-412.00		
-19.23   	-76.29   	 67.04   	-488.30		
-19.53   	-75.38   	 65.09   	-574.77		
-19.23   	-73.85   	 62.79   	-651.07		
-18.01   	-72.02   	 60.18   	-686.67		
-15.87   	-69.58   	 57.44   	-681.58		
-14.65   	-67.44   	 54.71   	-615.46		
-14.34   	-66.53   	 52.25   	-503.56		
-14.65   	-66.53   	 50.23   	-366.22		
-15.26   	-67.14   	 48.77   	-198.37		
-15.56   	-67.44   	 47.98   	 -50.86		
-15.26   	-66.83   	 47.77   	  91.56		
-14.65   	-65.31   	 48.14   	 198.37		
-14.34   	-63.48   	 48.93   	 274.67		
-14.34   	-62.26   	 50.03   	 310.27		
-14.65   	-61.95   	 51.27   	 315.36		
-14.95   	-62.56   	 52.53   	 295.01		
-15.56   	-63.78   	 53.71   	 269.58		
-15.87   	-65.31   	 54.79   	 233.98		
-16.48   	-66.53   	 55.73   	 213.63		
-16.78   	-66.83   	 56.58   	 198.37		
-16.78   	-66.22   	 57.38   	 193.29		
-16.17   	-65.31   	 58.15   	 188.20		
-15.26   	-64.09   	 58.90   	 188.20		
-14.65   	-63.17   	 59.65   	 178.03		
-15.56   	-62.56   	 60.37   	 162.77		
-18.01   	-62.26   	 61.02   	 137.33		
-20.45   	-61.65   	 61.57   	 101.73		
-21.97   	-60.42   	 61.97   	  71.21		
-21.36   	-58.29   	 62.26   	  35.61		
-19.23   	-53.10   	 62.40   	   0.00		
-16.48   	-42.72   	 62.40   	 -30.52		
-14.34   	-25.33   	 62.28   	 -61.04		
-13.43   	 -3.05   	 62.03   	 -81.38		
-12.82   	 19.53   	 61.71   	-111.90		
-11.90   	 36.62   	 61.26   	-127.16		
-10.07   	 46.08   	 60.75   	-152.59		
 -7.32   	 50.35   	 60.14   	-172.94		
 -4.88   	 54.02   	 59.45   	-188.20		
 -3.36   	 58.29   	 58.70   	-198.37		
 -3.36   	 61.65   	 57.90   	-193.29		
 -3.66   	 61.95   	 57.13   	-188.20		
 -1.83   	 59.20   	 56.38   	-172.94		
  3.05   	 58.90   	 55.69   	-147.51		
 10.99   	 65.92   	 55.10   	-111.90		
 19.23   	 80.87   	 54.65   	 -81.38		
 25.33   	 97.35   	 54.32   	 -50.86		
 27.47   	104.68   	 54.12   	 -15.26		
 27.47   	 94.30   	 54.06   	  10.17		
 27.16   	 66.22   	 54.10   	  25.43		
 27.47   	 28.08   	 54.20   	  35.61		
 27.47   	 -9.46   	 54.34   	  40.69		
 23.50   	-38.15   	 54.51   	  35.61		
 13.73   	-56.15   	 54.65   	  30.52		
 -0.61   	-66.22   	 54.77   	  25.43		
-14.95   	-73.85   	 54.87   	  10.17		
-25.02   	-83.01   	 54.91   	   0.00		
-29.30   	-96.13   	 54.91   	 -10.17		
-28.69   	-111.69   	 54.87   	 -20.35		
-26.25   	-126.34   	 54.79   	 -35.61		
-24.41   	-135.19   	 54.65   	 -45.78		
-24.41   	-136.41   	 54.47   	 -55.95		
-24.41   	-131.53   	 54.24   	 -66.12		
-24.11   	-124.82   	 53.98   	 -76.30		
-23.19   	-119.63   	 53.67   	 -86.47		
-22.89   	-117.49   	 53.33   	 -96.64		
-23.19   	-116.88   	 52.94   	 -96.64		
-24.72   	-115.97   	 52.55   	 -96.64		
-26.55   	-113.53   	 52.17   	 -91.56		
-28.08   	-109.56   	 51.80   	 -86.47		
-28.38   	-105.29   	 51.45   	 -71.21		
-28.08   	-101.62   	 51.17   	 -55.95		
-27.77   	-99.18   	 50.95   	 -35.61		
-27.16   	-97.35   	 50.80   	 -15.26		
-26.86   	-95.83   	 50.74   	   5.09		
-25.94   	-93.69   	 50.76   	  25.43		
-24.72   	-91.25   	 50.86   	  40.69		
-23.19   	-87.89   	 51.03   	  45.78		
-21.67   	-83.92   	 51.21   	  55.95		
-20.75   	-80.26   	 51.43   	  50.86		
-20.45   	-77.51   	 51.64   	  45.78		
-20.75   	-75.68   	 51.82   	  40.69		
-21.06   	-74.46   	 51.98   	  25.43		
-20.75   	-72.63   	 52.09   	  10.17		
-20.14   	-69.27   	 52.13   	   0.00		
-19.53   	-65.92   	 52.13   	 -15.26		
-19.23   	-63.17   	 52.06   	 -20.35		
-19.84   	-61.65   	 51.98   	 -30.52		
-20.75   	-60.42   	 51.86   	 -30.52		
-21.67   	-58.59   	 51.74   	 -35.61		
-22.28   	-56.46   	 51.60   	 -40.69		
-22.58   	-54.32   	 51.43   	 -35.61		
-22.89   	-52.80   	 51.29   	 -30.52		
-23.50   	-48.22   	 51.17   	 -25.43		
-23.80   	-36.93   	 51.07   	 -20.35		
-22.58   	-13.43   	 50.99   	 -10.17		
-18.31   	 24.72   	 50.95   	   0.00		
 -8.24   	 75.68   	 50.95   	  10.17		
 11.90   	133.06   	 50.99   	  20.35		
 46.39   	191.96   	 51.07   	  20.35		
 97.96   	253.60   	 51.15   	  30.52		
164.18   	326.54   	 51.27   	  30.52		
235.29   	415.34   	 51.39   	  25.43		
296.94   	502.32   	 51.50   	  20.35		
329.90(R)	539.25   	 51.58   	   5.09		
319.82   	465.70   	 51.60   	 -15.26		
266.11   	252.99   	 51.54   	 -30.52		
185.85   	-56.76   	 51.41   	 -50.86		
108.34   	-354.00   	 51.21   	 -66.12		
 57.68   	-519.10   	 50.95   	 -86.47		
 40.59   	-497.13   	 50.60   	 -96.64		
 42.11   	-330.51   	 50.21   	-101.73		
 41.20   	-127.87   	 49.81   	-101.73		
 27.77   	 10.68   	 49.40   	-101.73		
  6.41   	 51.88   	 48.99   	 -91.56		
-10.68   	 29.60   	 48.63   	 -81.38		
-17.40   	 -0.61   	 48.30   	 -71.21		
-16.17   	 -6.10   	 48.02   	 -50.86		
-13.73   	  9.16   	 47.81   	 -30.52		
-14.95   	 25.94   	 47.69   	 -10.17		
-18.92   	 29.91   	 47.65   	  15.26		
-22.58   	 23.50   	 47.71   	  45.78		
-25.02   	 15.87   	 47.89   	  71.21		
-26.55   	 13.12   	 48.18   	 111.90		
-28.08   	 15.26   	 48.63   	 142.42		
-29.91   	 18.62   	 49.20   	 178.03		
-31.13   	 21.97   	 49.91   	 218.72		
-30.82   	 24.11   	 50.78   	 249.24		
-28.69   	 25.94   	 51.78   	 289.93		
-25.94   	 28.69   	 52.94   	 315.36		
-23.19   	 31.74   	 54.20   	 345.88		
-22.58   	 35.10   	 55.58   	 366.22		
-23.50   	 37.84   	 57.05   	 371.31		
-25.02   	 39.98   	 58.53   	 376.40		
-25.63   	 42.11   	 60.04   	 361.14		
-25.02   	 44.56   	 61.49   	 345.88		
-23.50   	 47.91   	 62.87   	 325.53		
-21.97   	 50.96   	 64.17   	 300.10		
