  I     	  II     	  AO     	  AO'		
-31.43   	 10.38   	139.67   	 147.51		
-28.38   	 18.31   	140.26   	 127.16		
-25.33   	 25.63   	140.77   	 106.82		
-21.97   	 32.04   	141.20   	  81.38		
-18.62   	 37.23   	141.53   	  61.04		
-14.95   	 40.59   	141.77   	  40.69		
-11.29   	 42.11   	141.93   	  10.17		
 -7.63   	 42.42   	141.97   	 -15.26		
 -4.88   	 41.81   	141.91   	 -40.69		
 -2.75   	 40.89   	141.75   	 -71.21		
 -1.22   	 39.67   	141.46   	-101.73		
 -0.31   	 37.54   	141.06   	-127.16		
  0.92   	 35.40   	140.55   	-152.59		
  2.14   	 33.57   	139.94   	-188.20		
  3.05   	 32.96   	139.19   	-208.54		
  3.66   	 32.35   	138.35   	-239.06		
  4.27   	 31.74   	137.40   	-254.32		
  4.58   	 29.91   	136.38   	-264.50		
  4.58   	 25.94   	135.32   	-269.58		
  4.88   	 21.36   	134.24   	-269.58		
  4.88   	 16.78   	133.16   	-254.32		
  4.88   	 13.73   	132.15   	-244.15		
  5.19   	 11.90   	131.17   	-228.89		
  5.19   	 10.99   	130.25   	-198.37		
  5.49   	  9.77   	129.46   	-183.11		
  5.19   	  7.32   	128.73   	-152.59		
  4.88   	  3.66   	128.12   	-137.33		
  4.88   	 -1.22   	127.57   	-116.99		
  5.49   	 -5.49   	127.10   	-101.73		
  6.41   	 -9.46   	126.69   	 -86.47		
  7.32   	-12.21   	126.35   	 -81.38		
  7.02   	-14.34   	126.02   	 -76.30		
  6.10   	-16.17   	125.72   	 -76.30		
  4.88   	-19.53   	125.41   	 -76.30		
  4.88   	-24.41   	125.11   	 -81.38		
  5.19   	-30.21   	124.78   	 -86.47		
  5.80   	-36.01   	124.43   	 -96.64		
  5.49   	-39.67   	124.05   	-106.82		
  4.27   	-41.20   	123.62   	-116.99		
  3.05   	-41.20   	123.15   	-122.07		
  2.14   	-40.28   	122.66   	-132.25		
  1.83   	-39.37   	122.14   	-132.25		
  1.53   	-38.45   	121.61   	-142.42		
  0.61   	-37.23   	121.04   	-137.33		
 -0.92   	-36.01   	120.49   	-142.42		
 -2.14   	-34.18   	119.92   	-137.33		
 -3.05   	-31.43   	119.37   	-132.25		
 -2.75   	-28.08   	118.84   	-132.25		
 -2.44   	-25.02   	118.31   	-122.07		
 -1.83   	-22.89   	117.82   	-116.99		
 -2.44   	-21.97   	117.35   	-116.99		
 -3.36   	-21.97   	116.89   	-106.82		
 -5.19   	-21.67   	116.46   	-101.73		
 -6.41   	-20.14   	116.05   	-101.73		
 -6.41   	-17.70   	115.65   	-101.73		
 -5.80   	-14.65   	115.24   	-101.73		
 -5.19   	-11.90   	114.83   	-101.73		
 -5.19   	 -8.85   	114.42   	-101.73		
 -6.10   	 -5.80   	114.02   	-106.82		
 -7.02   	 -2.75   	113.59   	-106.82		
 -7.02   	 -0.92   	113.16   	-111.90		
 -5.80   	 -0.31   	112.72   	-106.82		
 -4.58   	 -0.61   	112.29   	-111.90		
 -4.27   	 -0.31   	111.84   	-116.99		
 -4.88   	  1.22   	111.37   	-111.90		
 -6.10   	  3.66   	110.93   	-111.90		
 -6.71   	  4.58   	110.48   	-106.82		
 -7.02   	  2.75   	110.05   	-111.90		
 -6.71   	 -0.61   	109.60   	-111.90		
 -6.71   	 -3.36   	109.16   	-111.90		
 -6.71   	 -2.44   	108.71   	-106.82		
 -6.10   	  1.83   	108.28   	-111.90		
 -4.88   	  6.41   	107.83   	-106.82		
 -3.97   	  7.63   	107.41   	-111.90		
 -3.97   	  4.27   	106.96   	-106.82		
 -4.27   	 -0.31   	106.53   	-101.73		
 -4.58   	 -1.83   	106.12   	-106.82		
 -3.66   	  3.36   	105.70   	-106.82		
 -1.53   	 15.26   	105.27   	-101.73		
  1.83   	 32.35   	104.86   	-101.73		
  5.49   	 52.19   	104.46   	-101.73		
  9.16   	 73.55   	104.05   	 -96.64		
 11.90   	 96.13   	103.66   	-101.73		
 13.73   	118.71   	103.25   	-101.73		
 14.95   	139.47   	102.85   	 -96.64		
 15.26   	155.03   	102.46   	-101.73		
 15.26   	164.18   	102.05   	 -96.64		
 14.95   	167.54   	101.67   	-101.73		
 14.04   	168.15   	101.26   	 -96.64		
 13.73   	167.85   	100.87   	 -96.64		
 14.04   	166.02   	100.49   	-101.73		
 15.87   	160.83   	100.08   	 -91.56		
 20.45   	152.28   	 99.71   	 -96.64		
 26.55   	143.43   	 99.33   	 -91.56		
 33.87   	137.02   	 98.96   	 -91.56		
 40.28   	132.45   	 98.60   	 -91.56		
 45.47   	126.04   	 98.23   	 -86.47		
 49.74   	113.83   	 97.88   	 -81.38		
 54.02   	 96.13   	 97.56   	 -86.47		
 59.81   	 78.13   	 97.21   	 -81.38		
 65.61   	 63.48   	 96.89   	 -76.30		
 69.27   	 52.19   	 96.58   	 -76.30		
 66.22   	 40.89   	 96.28   	 -76.30		
 54.02   	 27.77   	 95.97   	 -76.30		
 32.65   	 13.43   	 95.67   	 -71.21		
  7.93   	  0.61   	 95.38   	 -71.21		
-13.43   	-10.68   	 95.10   	 -71.21		
-25.94   	-23.80   	 94.81   	 -66.12		
-29.30   	-40.89   	 94.55   	 -61.04		
-26.55   	-60.42   	 94.30   	 -66.12		
-23.50   	-77.21   	 94.04   	 -61.04		
-22.89   	-86.06   	 93.79   	 -55.95		
-24.72   	-86.36   	 93.57   	 -61.04		
-26.55   	-81.79   	 93.33   	 -55.95		
-27.16   	-77.51   	 93.10   	 -55.95		
-26.55   	-75.99   	 92.88   	 -50.86		
-25.63   	-76.90   	 92.68   	 -50.86		
-25.02   	-77.51   	 92.47   	 -50.86		
-24.41   	-76.90   	 92.27   	 -50.86		
-23.50   	-75.68   	 92.06   	 -50.86		
-22.89   	-74.16   	 91.86   	 -45.78		
-22.58   	-73.85   	 91.68   	 -45.78		
-22.89   	-75.38   	 91.50   	 -40.69		
-22.89   	-76.60   	 91.33   	 -45.78		
-22.58   	-75.38   	 91.15   	 -40.69		
-22.28   	-70.19   	 90.99   	 -40.69		
-22.89   	-61.34   	 90.82   	 -40.69		
-26.86   	-51.57   	 90.66   	 -35.61		
-33.26   	-43.64   	 90.52   	 -40.69		
-39.37   	-37.54   	 90.36   	 -40.69		
-39.37   	-26.25   	 90.19   	 -40.69		
-27.16   	  0.00   	 90.03   	 -35.61		
  1.22   	 49.13   	 89.89   	 -40.69		
 45.17   	125.12   	 89.72   	 -40.69		
 99.18   	229.19   	 89.56   	 -45.78		
153.50   	360.11   	 89.38   	 -40.69		
200.81   	499.57   	 89.22   	 -91.56		
270.69   	633.54(R)	 88.85   	 -45.78		
294.19   	548.71   	 88.67   	 -45.78		
304.57   	369.26   	 88.48   	 -45.78		
293.88   	152.59   	 88.30   	 -45.78		
260.01   	-40.89   	 88.12   	 -45.78		
210.57   	-180.66   	 87.93   	 -45.78		
155.94   	-266.42   	 87.75   	 -45.78		
104.06   	-304.57   	 87.57   	 -40.69		
 56.46   	-294.49   	 87.41   	 -45.78		
 12.51   	-241.70   	 87.22   	 -40.69		
-24.41   	-169.98   	 87.06   	 -40.69		
-49.74   	-115.97   	 86.90   	 -40.69		
-60.42   	-104.06   	 86.73   	 -40.69		
-59.81   	-127.87   	 86.57   	 -35.61		
-54.63   	-158.69   	 86.43   	 -30.52		
-50.96   	-171.81   	 86.31   	 -25.43		
-50.66   	-165.10   	 86.21   	 -25.43		
-52.49   	-151.98   	 86.10   	 -15.26		
-54.32   	-145.87   	 86.04   	  -5.09		
-54.93   	-150.15   	 86.02   	   5.09		
-54.63   	-158.69   	 86.04   	  25.43		
-53.71   	-165.41   	 86.14   	  45.78		
-53.10   	-166.32   	 86.33   	  76.30		
-53.10   	-163.27   	 86.63   	 106.82		
-53.41   	-159.61   	 87.06   	 142.42		
-53.10   	-159.00   	 87.63   	 183.11		
-52.49   	-161.74   	 88.36   	 223.80		
-51.88   	-165.10   	 89.26   	 264.50		
-51.27   	-166.02   	 90.32   	 305.19		
-51.27   	-163.88   	 91.54   	 340.79		
-51.57   	-160.83   	 92.90   	 376.40		
-52.19   	-159.91   	 94.40   	 396.74		
-52.80   	-163.27   	 95.99   	 422.18		
-52.80   	-169.07   	 97.68   	 427.26		
-53.10   	-174.87   	 99.39   	 442.52		
-53.10   	-177.31   	101.16   	 437.43		
-53.71   	-176.39   	102.91   	 437.43		
-54.32   	-173.34   	104.66   	 427.26		
-55.24   	-170.90   	106.37   	 417.09		
-55.85   	-169.98   	108.04   	 401.83		
-56.15   	-170.29   	109.64   	 391.66		
-55.85   	-170.90   	111.21   	 371.31		
-54.93   	-170.59   	112.70   	 356.05		
-54.02   	-169.37   	114.12   	 340.79		
-53.10   	-167.54   	115.48   	 325.53		
-53.41   	-165.71   	116.78   	 320.45		
-54.32   	-164.18   	118.07   	 305.19		
-55.85   	-162.96   	119.29   	 305.19		
-57.37   	-161.13   	120.51   	 295.01		
-58.59   	-159.00   	121.69   	 295.01		
-58.90   	-156.86   	122.87   	 295.01		
-58.90   	-155.33   	124.05   	 289.93		
-58.90   	-154.42   	125.21   	 284.84		
-58.90   	-152.28   	126.35   	 279.75		
-58.90   	-147.09   	127.47   	 279.75		
-58.90   	-139.77   	128.59   	 269.58		
-58.59   	-131.84   	129.66   	 269.58		
-58.59   	-125.12   	130.74   	 259.41		
-59.20   	-119.32   	131.78   	 254.32		
-59.81   	-112.92   	132.80   	 244.15		
-60.12   	-103.76   	133.77   	 244.15		
-59.51   	-91.86   	134.75   	 244.15		
-57.68   	-79.04   	135.73   	 233.98		
-54.93   	-66.83   	136.66   	 233.98		
-51.88   	-56.76   	137.60   	 228.89		
-50.05   	-49.13   	138.51   	 218.72		
-49.74   	-42.42   	139.39   	 218.72		
-49.13   	-34.48   	140.26   	 203.46		
-47.61   	-23.80   	141.08   	 193.29		
-44.25   	 -9.77   	141.85   	 183.11		
-39.37   	  5.80   	142.58   	 162.77		
-34.18   	 19.53   	143.23   	 152.59		
-29.91   	 29.30   	143.84   	 127.16		
-25.94   	 36.62   	144.35   	 111.90		
-21.36   	 42.42   	144.80   	  91.56		
-16.78   	 47.61   	145.17   	  66.12		
-12.21   	 52.80   	145.43   	  45.78		
 -8.85   	 56.76   	145.61   	  20.35		
 -6.41   	 58.90   	145.70(S)	 -10.17		
 -4.88   	 59.51   	145.66   	 -30.52		
 -3.66   	 57.98   	145.53   	 -55.95		
 -2.14   	 55.54   	145.31   	 -86.47		
 -0.31   	 52.19   	144.96   	-116.99		
  1.22   	 50.05   	144.50   	-137.33		
  2.75   	 49.13   	143.95   	-172.94		
  3.97   	 48.52   	143.25   	-198.37		
  4.27   	 47.00   	142.46   	-223.80		
  3.66   	 43.95   	141.57   	-249.24		
  2.75   	 39.98   	140.57   	-269.58		
  2.14   	 37.23   	139.49   	-284.84		
  1.83   	 36.32   	138.35   	-289.93		
  2.44   	 36.62   	137.19   	-295.01		
  3.05   	 36.93   	136.01   	-289.93		
  3.66   	 36.32   	134.85   	-274.67		
  3.97   	 34.79   	133.75   	-249.24		
  3.97   	 32.96   	132.76   	-233.98		
  3.97   	 30.52   	131.82   	-203.46		
  3.66   	 27.77   	131.01   	-183.11		
  3.05   	 24.11   	130.27   	-152.59		
  2.14   	 21.36   	129.66   	-132.25		
  1.53   	 20.14   	129.13   	-111.90		
  0.92   	 20.45   	128.69   	 -91.56		
  0.31   	 20.75   	128.32   	 -86.47		
 -0.31   	 19.53   	127.98   	 -76.30		
 -0.92   	 17.40   	127.67   	 -76.30		
 -1.83   	 15.56   	127.36   	 -76.30		
 -2.44   	 14.34   	127.06   	 -86.47		
 -2.44   	 14.04   	126.71   	 -91.56		
 -1.83   	 13.12   	126.35   	-101.73		
 -1.53   	 10.68   	125.94   	-111.90		
 -1.53   	  8.54   	125.49   	-122.07		
 -2.14   	  7.32   	125.00   	-132.25		
 -3.36   	  7.63   	124.48   	-142.42		
 -4.88   	  8.24   	123.91   	-142.42		
 -6.10   	  8.54   	123.34   	-147.51		
 -7.02   	  8.24   	122.75   	-147.51		
 -7.32   	  8.54   	122.16   	-142.42		
 -7.93   	 10.07   	121.59   	-142.42		
 -9.16   	 11.90   	121.02   	-142.42		
-10.68   	 13.12   	120.45   	-137.33		
-11.90   	 12.82   	119.90   	-132.25		
-11.90   	 11.60   	119.37   	-127.16		
-10.38   	 10.07   	118.86   	-127.16		
 -8.85   	  9.46   	118.35   	-122.07		
 -8.24   	 10.99   	117.86   	-122.07		
 -8.54   	 14.34   	117.37   	-116.99		
-10.07   	 17.70   	116.91   	-116.99		
-10.99   	 19.84   	116.44   	-122.07		
