  I     	  II     	  AO     	  AO'		
-29.60   	-62.26   	  6.04   	 320.45		
-32.65   	-74.16   	  7.32   	 412.00		
-35.10   	-85.14   	  8.97   	 498.47		
-36.93   	-93.38   	 10.97   	 584.94		
-38.76   	-97.66   	 13.31   	 666.32		
-39.67   	-97.35   	 15.97   	 732.45		
-40.28   	-93.69   	 18.90   	 773.14		
-40.28   	-90.03   	 21.99   	 798.57		
-39.98   	-88.20   	 25.19   	 778.23		
-39.67   	-89.42   	 28.30   	 732.45		
-39.06   	-92.16   	 31.23   	 651.07		
-38.76   	-94.30   	 33.84   	 554.42		
-38.76   	-95.52   	 36.05   	 442.52		
-39.37   	-95.21   	 37.82   	 330.62		
-39.98   	-94.30   	 39.15   	 218.72		
-40.28   	-93.69   	 40.02   	 116.99		
-39.37   	-92.77   	 40.49   	  25.43		
-37.54   	-90.64   	 40.59   	 -40.69		
-35.71   	-87.28   	 40.43   	-101.73		
-34.18   	-82.70   	 40.02   	-132.25		
-32.96   	-75.99   	 39.49   	-162.77		
-30.82   	-65.92   	 38.84   	-172.94		
-24.11   	-50.96   	 38.15   	-172.94		
 -7.32   	-28.38   	 37.46   	-167.85		
 26.86   	  8.24   	 36.79   	-152.59		
 86.06   	 71.11   	 36.17   	-137.33		
172.73   	174.56   	 35.63   	-111.90		
279.85   	325.93   	 35.18   	 -96.64		
388.79   	508.42   	 34.79   	-101.73		
518.80   	743.71(R)	 34.38   	  -5.09		
502.32   	682.37   	 34.36   	  30.52		
422.36   	491.64   	 34.49   	  66.12		
292.66   	233.46   	 34.75   	  81.38		
142.82   	 -9.77   	 35.08   	  91.56		
 11.90   	-180.97   	 35.44   	  81.38		
-69.27   	-266.72   	 35.77   	  45.78		
-93.38   	-284.73   	 35.95   	  10.17		
-81.18   	-257.26   	 35.99   	 -40.69		
-62.56   	-198.97   	 35.83   	 -91.56		
-56.76   	-123.60   	 35.46   	-142.42		
-64.09   	-51.88   	 34.89   	-188.20		
-74.46   	 -5.19   	 34.14   	-233.98		
-79.35   	  9.77   	 33.20   	-259.41		
-78.43   	  3.97   	 32.17   	-279.75		
-76.29   	 -4.27   	 31.05   	-284.84		
-75.07   	 -3.66   	 29.91   	-279.75		
-73.85   	  3.97   	 28.79   	-274.67		
-71.41   	 10.99   	 27.69   	-254.32		
-68.97   	 13.43   	 26.67   	-228.89		
-67.75   	 12.21   	 25.76   	-193.29		
-68.05   	 10.99   	 24.98   	-157.68		
-69.27   	 10.99   	 24.35   	 -96.64		
-69.89   	 12.21   	 23.97   	 -40.69		
-69.27   	 14.34   	 23.80   	  35.61		
-68.05   	 17.70   	 23.95   	 106.82		
-67.44   	 22.28   	 24.37   	 183.11		
-66.53   	 25.94   	 25.11   	 274.67		
-65.61   	 26.86   	 26.21   	 366.22		
-63.48   	 24.72   	 27.67   	 478.13		
-59.81   	 21.36   	 29.58   	 620.55		
-55.54   	 21.06   	 32.06   	 824.00		
-52.49   	 25.94   	 35.36   	1093.59		
-51.88   	 33.57   	 39.74   	1459.81		
-53.10   	 39.67   	 45.57   	1902.33		
-55.54   	 40.89   	 53.18   	2395.72		
-57.68   	 37.54   	 62.77   	2868.76		
-57.98   	 33.57   	 74.24   	3265.50		
-56.15   	 32.65   	 87.30   	3519.82		
-52.19   	 35.40   	101.38   	3601.21		
-48.52   	 40.28   	115.79   	3494.39		
-46.08   	 45.17   	129.77   	3214.64		
-45.78   	 49.74   	142.62   	2792.46		
-47.00   	 54.32   	153.79   	2268.56		
-48.83   	 58.29   	162.87   	1698.87		
-49.74   	 61.34   	169.66   	1139.36		
-49.44   	 62.26   	174.22   	 625.63		
-47.61   	 61.65   	176.72   	 218.72		
-44.86   	 61.65   	177.60   	 -91.56		
-41.20   	 63.78   	177.23   	-269.58		
-38.15   	 68.36   	176.15   	-340.79		
-36.32   	 73.85   	174.79   	-335.71		
-36.01   	 78.43   	173.45   	-269.58		
-36.32   	 79.35   	172.37   	-188.20		
-36.01   	 76.60   	171.62   	-106.82		
-33.87   	 72.02   	171.19   	 -50.86		
-30.21   	 69.89   	170.99   	 -30.52		
-25.94   	 72.63   	170.86   	 -35.61		
-22.28   	 80.57   	170.72   	 -71.21		
-20.45   	 90.03   	170.44   	-122.07		
-20.75   	 96.44   	169.95   	-178.03		
-21.67   	 97.66   	169.24   	-218.72		
-21.06   	 95.21   	168.36   	-244.15		
-18.31   	 92.77   	167.38   	-259.41		
-13.73   	 93.08   	166.35   	-239.06		
 -9.46   	 96.44   	165.39   	-203.46		
 -6.71   	101.32   	164.58   	-147.51		
 -6.71   	105.29   	163.99   	 -66.12		
 -7.63   	108.03   	163.72   	  20.35		
 -8.54   	108.95   	163.80   	 116.99		
 -7.93   	108.03   	164.27   	 223.80		
 -6.71   	105.59   	165.17   	 320.45		
 -5.19   	100.71   	166.45   	 406.92		
 -3.97   	 93.08   	168.08   	 462.87		
 -2.44   	 83.01   	169.93   	 493.39		
 -0.61   	 72.33   	171.90   	 493.39		
  1.83   	 63.78   	173.88   	 462.87		
  4.27   	 59.20   	175.73   	 401.83		
  5.80   	 56.15   	177.33   	 330.62		
  6.41   	 52.19   	178.66   	 254.32		
  5.49   	 44.86   	179.67   	 172.94		
  4.27   	 34.48   	180.37   	 111.90		
  3.05   	 25.02   	180.81   	  61.04		
  3.05   	 18.92   	181.06   	  30.52		
  3.97   	 14.34   	181.18(S)	   0.00		
  4.58   	  8.85   	181.18   	 -15.26		
  3.97   	  0.61   	181.12   	 -30.52		
  1.83   	 -9.46   	181.00   	 -55.95		
 -0.92   	-18.31   	180.77   	 -86.47		
 -2.44   	-23.19   	180.43   	-116.99		
 -2.75   	-25.33   	179.96   	-157.68		
 -2.14   	-28.38   	179.33   	-193.29		
 -2.14   	-33.57   	178.55   	-233.98		
 -3.66   	-39.37   	177.62   	-264.50		
 -5.80   	-43.03   	176.56   	-279.75		
 -7.93   	-43.64   	175.44   	-295.01		
 -9.16   	-42.11   	174.26   	-300.10		
-10.07   	-42.11   	173.06   	-289.93		
-10.99   	-45.47   	171.90   	-284.84		
-11.90   	-51.27   	170.76   	-279.75		
-12.51   	-56.76   	169.64   	-274.67		
-13.12   	-59.20   	168.54   	-279.75		
-13.43   	-58.29   	167.43   	-295.01		
-13.43   	-54.93   	166.25   	-320.45		
-13.12   	-51.27   	164.96   	-350.97		
-12.51   	-49.44   	163.56   	-391.66		
-12.51   	-49.44   	161.99   	-432.35		
-12.82   	-50.96   	160.26   	-483.21		
-14.34   	-54.32   	158.33   	-518.82		
-16.17   	-58.90   	156.26   	-549.34		
-18.01   	-63.48   	154.06   	-584.94		
-18.92   	-66.83   	151.72   	-600.20		
-18.62   	-67.44   	149.32   	-610.37		
-17.40   	-66.22   	146.88   	-615.46		
-15.87   	-65.00   	144.41   	-610.37		
-14.65   	-65.31   	141.97   	-600.20		
-13.12   	-68.05   	139.57   	-584.94		
-12.21   	-71.11   	137.23   	-564.60		
-12.21   	-73.24   	134.97   	-539.16		
-13.12   	-74.16   	132.82   	-508.65		
-14.34   	-75.07   	130.78   	-462.87		
-15.26   	-75.99   	128.93   	-406.92		
-14.04   	-76.90   	127.30   	-325.53		
-11.60   	-76.90   	126.00   	-228.89		
 -9.16   	-76.29   	125.09   	-132.25		
 -8.24   	-76.29   	124.56   	 -20.35		
 -8.85   	-78.13   	124.48   	  76.30		
 -9.77   	-81.79   	124.78   	 157.68		
 -9.16   	-85.45   	125.41   	 218.72		
 -7.02   	-87.28   	126.29   	 249.24		
 -3.97   	-86.98   	127.28   	 254.32		
 -0.92   	-85.45   	128.30   	 233.98		
  0.92   	-84.53   	129.24   	 183.11		
  1.53   	-85.45   	129.97   	 132.25		
  1.53   	-86.36   	130.50   	  66.12		
  0.61   	-86.98   	130.76   	  -5.09		
  0.00   	-86.98   	130.74   	 -66.12		
 -1.22   	-87.28   	130.48   	-137.33		
 -2.14   	-89.11   	129.93   	-198.37		
 -2.14   	-91.86   	129.13   	-249.24		
 -1.22   	-93.99   	128.14   	-305.19		
  0.31   	-93.08   	126.92   	-350.97		
  0.61   	-88.50   	125.51   	-391.66		
 -0.31   	-80.57   	123.95   	-422.18		
 -1.83   	-72.33   	122.26   	-452.69		
 -3.05   	-66.53   	120.45   	-473.04		
 -3.05   	-64.09   	118.55   	-488.30		
 -2.44   	-65.00   	116.60   	-498.47		
 -2.75   	-68.97   	114.61   	-503.56		
 -4.27   	-73.24   	112.59   	-508.65		
 -6.71   	-75.38   	110.56   	-508.65		
 -8.85   	-74.16   	108.52   	-513.73		
 -9.46   	-69.58   	106.47   	-508.65		
 -8.24   	-63.48   	104.43   	-503.56		
 -5.80   	-59.20   	102.42   	-483.21		
 -3.97   	-58.29   	100.49   	-467.95		
 -4.58   	-60.12   	 98.62   	-427.26		
 -7.02   	-61.65   	 96.91   	-391.66		
 -9.46   	-61.04   	 95.34   	-330.62		
-10.07   	-58.59   	 94.02   	-269.58		
 -7.63   	-54.93   	 92.94   	-203.46		
 -3.05   	-51.27   	 92.13   	-132.25		
  0.31   	-46.08   	 91.60   	 -61.04		
  1.83   	-37.84   	 91.35   	   5.09		
  1.53   	-25.63   	 91.37   	  61.04		
  1.53   	-12.82   	 91.62   	 116.99		
  3.05   	 -2.75   	 92.09   	 162.77		
  5.80   	  2.14   	 92.74   	 188.20		
  9.46   	  3.36   	 93.49   	 213.63		
 12.21   	  5.49   	 94.34   	 223.80		
 14.34   	 10.68   	 95.24   	 223.80		
 16.48   	 18.62   	 96.13   	 218.72		
 18.31   	 26.25   	 97.01   	 203.46		
 20.75   	 30.82   	 97.82   	 183.11		
 22.89   	 31.43   	 98.56   	 162.77		
 24.72   	 29.30   	 99.21   	 137.33		
 26.25   	 25.63   	 99.76   	 106.82		
 27.16   	 21.06   	100.18   	  81.38		
 27.47   	 16.17   	100.51   	  50.86		
 27.47   	 11.60   	100.71   	  20.35		
 26.55   	  9.46   	100.79   	   0.00		
 25.63   	 12.51   	100.79   	 -30.52		
 25.02   	 21.67   	100.67   	 -50.86		
 25.02   	 33.57   	100.47   	 -81.38		
 24.72   	 41.50   	100.14   	-101.73		
 23.19   	 38.15   	 99.74   	-132.25		
 18.01   	 21.06   	 99.21   	-157.68		
  9.16   	 -4.58   	 98.58   	-183.11		
 -1.83   	-29.91   	 97.84   	-213.63		
-12.51   	-46.69   	 96.99   	-233.98		
-20.45   	-53.71   	 96.05   	-259.41		
-24.11   	-54.02   	 95.01   	-274.67		
-24.72   	-54.02   	 93.92   	-289.93		
-25.02   	-57.37   	 92.76   	-289.93		
-26.55   	-63.48   	 91.60   	-295.01		
-28.99   	-70.50   	 90.42   	-289.93		
-31.43   	-75.68   	 89.26   	-274.67		
-32.65   	-79.04   	 88.16   	-254.32		
-32.65   	-80.87   	 87.14   	-228.89		
-32.96   	-81.79   	 86.23   	-208.54		
-33.57   	-81.18   	 85.39   	-178.03		
-33.57   	-78.74   	 84.68   	-157.68		
-32.35   	-75.07   	 84.05   	-127.16		
-29.91   	-71.41   	 83.54   	-111.90		
-28.69   	-69.58   	 83.09   	 -91.56		
-29.91   	-70.19   	 82.73   	 -76.30		
-33.26   	-72.02   	 82.42   	 -61.04		
-36.62   	-72.94   	 82.18   	 -45.78		
-37.54   	-72.33   	 81.99   	 -40.69		
-35.40   	-70.80   	 81.83   	 -25.43		
-32.04   	-69.58   	 81.73   	 -10.17		
-28.99   	-68.05   	 81.69   	  -5.09		
-25.63   	-65.61   	 81.67   	  10.17		
-20.45   	-58.29   	 81.71   	  25.43		
 -8.54   	-43.33   	 81.81   	  35.61		
 15.56   	-14.65   	 81.95   	  45.78		
 58.59   	 39.37   	 82.14   	  61.04		
126.65   	132.75   	 82.38   	  71.21		
218.51   	274.66   	 82.66   	  76.30		
322.88   	458.37   	 82.97   	  66.12		
418.09   	643.01   	 83.23   	 111.90		
482.79   	761.72(R)	 83.68   	  30.52		
422.06   	620.12   	 83.80   	  20.35		
306.09   	379.33   	 83.89   	   0.00		
162.66   	116.88   	 83.89   	 -15.26		
 30.21   	-99.18   	 83.82   	 -25.43		
-58.59   	-237.43   	 83.72   	 -45.78		
-91.86   	-304.26   	 83.54   	 -55.95		
-83.01   	-317.38   	 83.32   	 -55.95		
-61.34   	-288.39   	 83.09   	 -61.04		
-48.52   	-226.14   	 82.85   	 -35.61		
-50.66   	-148.01   	 82.71   	  -5.09		
-59.81   	-80.26   	 82.69   	  40.69		
-66.53   	-42.11   	 82.85   	 101.73		
-66.53   	-33.57   	 83.26   	 167.85		
-62.87   	-39.06   	 83.93   	 223.80		
-59.51   	-42.72   	 84.82   	 264.50		
-57.68   	-38.15   	 85.88   	 279.75		
-57.37   	-30.21   	 87.00   	 259.41		
-56.76   	-25.02   	 88.04   	 203.46		
-55.24   	-24.41   	 88.85   	 122.07		
-53.41   	-25.94   	 89.34   	   5.09		
-51.57   	-26.55   	 89.36   	-122.07		
-50.35   	-25.94   	 88.87   	-249.24		
-50.35   	-23.80   	 87.87   	-371.31		
-50.05   	-21.06   	 86.39   	-462.87		
-49.44   	-18.92   	 84.54   	-528.99		
-48.52   	-17.70   	 82.42   	-559.51		
-48.22   	-18.62   	 80.18   	-539.16		
-48.22   	-20.14   	 78.03   	-498.47		
-47.61   	-22.28   	 76.03   	-427.26		
-46.08   	-23.19   	 74.32   	-335.71		
-45.17   	-22.89   	 72.98   	-239.06		
-45.17   	-21.67   	 72.02   	-137.33		
-46.08   	-20.14   	 71.47   	 -50.86		
-46.69   	-18.01   	 71.27(D)	  35.61		
-44.56   	-15.87   	 71.41   	 111.90		
-40.59   	-13.43   	 71.86   	 183.11		
-36.62   	-10.68   	 72.59   	 254.32		
-34.18   	 -7.93   	 73.61   	 335.71		
-33.87   	 -4.88   	 74.95   	 427.26		
-35.40   	 -3.05   	 76.66   	 523.90		
-37.23   	 -3.05   	 78.76   	 630.72		
-38.76   	 -4.27   	 81.28   	 742.62		
-39.06   	 -5.80   	 84.25   	 854.52		
-38.15   	 -6.10   	 87.67   	 951.17		
-36.01   	 -5.49   	 91.47   	1032.55		
-33.57   	 -4.27   	 95.60   	1083.41		
-31.74   	 -3.66   	 99.94   	1108.85		
-30.82   	 -2.14   	104.37   	1098.67		
-29.91   	  1.53   	108.77   	1073.24		
-28.69   	  6.41   	113.06   	1012.20		
-26.86   	 11.60   	117.11   	 935.91		
-24.72   	 14.95   	120.85   	 854.52		
-23.19   	 17.40   	124.27   	 768.05		
-22.28   	 20.75   	127.34   	 676.50		
-21.67   	 25.63   	130.05   	 600.20		
-20.45   	 31.13   	132.45   	 523.90		
-18.31   	 33.87   	134.55   	 462.87		
-15.87   	 33.26   	136.40   	 417.09		
-14.04   	 31.13   	138.07   	 376.40		
-12.82   	 30.52   	139.57   	 350.97		
-11.60   	 33.57   	140.98   	 325.53		
 -9.46   	 39.37   	142.28   	 310.27		
 -6.71   	 44.56   	143.52   	 295.01		
 -4.58   	 46.08   	144.70   	 289.93		
 -3.36   	 44.25   	145.86   	 289.93		
 -2.44   	 41.50   	147.02   	 284.84		
 -0.92   	 39.37   	148.16   	 284.84		
  1.53   	 37.84   	149.30   	 289.93		
  3.66   	 35.40   	150.46   	 284.84		
  4.58   	 31.13   	151.60   	 284.84		
  3.97   	 25.63   	152.74   	 279.75		
  2.75   	 20.75   	153.85   	 279.75		
  2.75   	 17.09   	154.97   	 284.84		
  4.58   	 13.73   	156.11   	 284.84		
  7.32   	 10.68   	157.25   	 284.84		
  9.46   	  7.93   	158.39   	 279.75		
 10.07   	  5.19   	159.51   	 279.75		
  8.85   	  2.44   	160.63   	 264.50		
  7.63   	 -2.14   	161.69   	 249.24		
  6.71   	 -9.16   	162.69   	 228.89		
  7.02   	-17.09   	163.60   	 203.46		
  7.93   	-23.50   	164.41   	 178.03		
  8.85   	-27.16   	165.13   	 157.68		
  8.85   	-28.99   	165.76   	 142.42		
  7.93   	-29.91   	166.33   	 127.16		
  6.10   	-30.82   	166.84   	 122.07		
  3.36   	-32.04   	167.32   	 122.07		
  0.00   	-33.57   	167.81   	 122.07		
 -3.36   	-36.62   	168.30   	 122.07		
 -6.41   	-40.59   	168.79   	 127.16		
 -8.85   	-45.17   	169.30   	 127.16		
-10.99   	-48.22   	169.81   	 116.99		
-12.51   	-49.13   	170.27   	 111.90		
-13.73   	-48.52   	170.72   	  91.56		
-14.34   	-48.22   	171.09   	  66.12		
-14.65   	-48.22   	171.35   	  45.78		
-14.95   	-47.91   	171.54   	  10.17		
-15.26   	-46.39   	171.58(S)	 -20.35		
-15.87   	-43.64   	171.49   	 -61.04		
-16.78   	-40.59   	171.25   	-111.90		
-17.40   	-38.45   	170.80   	-157.68		
-18.01   	-36.32   	170.17   	-223.80		
-18.92   	-32.96   	169.28   	-284.84		
-20.45   	-28.38   	168.14   	-345.88		
-23.19   	-23.80   	166.75   	-417.09		
