  I     	  II     	  AO     	  AO'		
-55.24   	-120.85   	 68.89   	  96.64		
-54.63   	-121.15   	 69.28   	 106.82		
-54.02   	-121.15   	 69.70   	 132.25		
-53.10   	-119.93   	 70.23   	 157.68		
-51.27   	-117.19   	 70.86   	 183.11		
-49.13   	-114.75   	 71.60   	 208.54		
-47.61   	-113.22   	 72.43   	 228.89		
-47.30   	-112.61   	 73.35   	 254.32		
-47.61   	-111.69   	 74.36   	 274.67		
-47.91   	-110.17   	 75.46   	 284.84		
-46.69   	-108.34   	 76.60   	 300.10		
-44.56   	-106.51   	 77.80   	 300.10		
-42.11   	-104.37   	 79.00   	 305.19		
-40.28   	-102.23   	 80.22   	 300.10		
-38.15   	-99.18   	 81.42   	 289.93		
-35.71   	-95.83   	 82.58   	 284.84		
-32.65   	-93.08   	 83.72   	 269.58		
-29.30   	-91.55   	 84.80   	 259.41		
-26.55   	-90.94   	 85.84   	 249.24		
-24.41   	-90.64   	 86.84   	 233.98		
-21.67   	-89.42   	 87.77   	 218.72		
-18.01   	-86.36   	 88.65   	 208.54		
-12.82   	-81.79   	 89.48   	 198.37		
 -6.71   	-76.29   	 90.27   	 183.11		
 -0.61   	-70.50   	 91.01   	 167.85		
  5.19   	-65.61   	 91.68   	 157.68		
 10.38   	-61.34   	 92.31   	 147.51		
 15.56   	-57.37   	 92.90   	 137.33		
 21.67   	-52.49   	 93.45   	 132.25		
 29.30   	-46.69   	 93.98   	 122.07		
 38.15   	-39.06   	 94.47   	 116.99		
 48.22   	-30.21   	 94.93   	 111.90		
 58.90   	-21.06   	 95.38   	 111.90		
 69.27   	-12.51   	 95.83   	 101.73		
 79.65   	 -4.27   	 96.24   	  96.64		
 89.72   	  3.66   	 96.62   	  86.47		
100.10   	 12.51   	 96.97   	  86.47		
110.78   	 22.58   	 97.31   	  81.38		
121.15   	 33.26   	 97.64   	  81.38		
130.31   	 44.25   	 97.97   	  71.21		
137.94   	 54.93   	 98.25   	  66.12		
144.65   	 65.00   	 98.51   	  66.12		
150.45   	 75.99   	 98.78   	  61.04		
155.64   	 88.20   	 99.02   	  61.04		
159.61   	100.10   	 99.27   	  61.04		
161.74   	110.17   	 99.51   	  61.04		
161.74   	117.19   	 99.76   	  66.12		
158.08   	120.85   	100.02   	  66.12		
150.76   	120.54   	100.28   	  66.12		
139.16   	116.88   	100.55   	  66.12		
123.29   	109.25   	100.81   	  71.21		
104.37   	 97.96   	101.10   	  66.12		
 84.23   	 84.53   	101.36   	  66.12		
 64.70   	 70.50   	101.63   	  55.95		
 46.39   	 57.07   	101.85   	  50.86		
 28.99   	 44.86   	102.05   	  45.78		
 12.82   	 33.57   	102.24   	  35.61		
 -2.44   	 22.58   	102.38   	  30.52		
-15.56   	 12.51   	102.50   	  20.35		
-26.25   	  3.66   	102.58   	  15.26		
-34.18   	 -3.97   	102.64   	   5.09		
-40.28   	-10.07   	102.66(S)	   0.00		
-46.39   	-15.56   	102.66   	   0.00		
-52.19   	-21.06   	102.66   	  -5.09		
-57.68   	-26.55   	102.64   	 -10.17		
-60.73   	-31.43   	102.60   	 -10.17		
-61.65   	-34.79   	102.56   	 -20.35		
-60.42   	-36.62   	102.48   	 -20.35		
-59.51   	-37.23   	102.40   	 -25.43		
-60.12   	-37.54   	102.30   	 -40.69		
-61.95   	-38.15   	102.14   	 -45.78		
-64.09   	-39.37   	101.95   	 -61.04		
-65.31   	-39.67   	101.71   	 -76.30		
-64.70   	-39.37   	101.40   	 -91.56		
-63.48   	-37.84   	101.04   	-111.90		
-62.56   	-36.01   	100.59   	-127.16		
-62.56   	-34.79   	100.08   	-152.59		
-62.87   	-34.79   	 99.47   	-162.77		
-63.48   	-35.40   	 98.82   	-183.11		
-63.48   	-36.93   	 98.09   	-198.37		
-62.87   	-37.84   	 97.29   	-203.46		
-62.26   	-38.45   	 96.48   	-208.54		
-61.65   	-38.15   	 95.65   	-203.46		
-61.04   	-37.54   	 94.83   	-198.37		
-60.42   	-36.32   	 94.04   	-183.11		
-59.81   	-35.10   	 93.31   	-172.94		
-59.51   	-34.48   	 92.61   	-152.59		
-60.12   	-34.48   	 92.00   	-132.25		
-61.04   	-35.71   	 91.47   	-111.90		
-62.26   	-37.23   	 91.03   	 -91.56		
-62.87   	-38.45   	 90.66   	 -71.21		
-62.56   	-38.45   	 90.38   	 -50.86		
-61.65   	-36.93   	 90.17   	 -40.69		
-61.34   	-34.48   	 90.01   	 -25.43		
-61.34   	-32.65   	 89.91   	 -20.35		
-61.34   	-31.43   	 89.83   	 -10.17		
-60.73   	-30.21   	 89.79   	 -10.17		
-59.20   	-28.99   	 89.75   	 -15.26		
-57.98   	-27.77   	 89.68   	 -20.35		
-57.37   	-26.86   	 89.60   	 -20.35		
-57.98   	-26.86   	 89.52   	 -35.61		
-58.29   	-27.47   	 89.38   	 -35.61		
-57.37   	-28.08   	 89.24   	 -45.78		
-55.85   	-27.77   	 89.05   	 -55.95		
-54.93   	-27.47   	 88.83   	 -55.95		
-55.24   	-27.77   	 88.61   	 -55.95		
-56.46   	-29.30   	 88.38   	 -55.95		
-57.37   	-30.52   	 88.16   	 -55.95		
-57.07   	-30.82   	 87.93   	 -50.86		
-55.24   	-29.91   	 87.73   	 -45.78		
-53.41   	-28.69   	 87.55   	 -45.78		
-52.49   	-28.69   	 87.36   	 -35.61		
-52.19   	-29.60   	 87.22   	 -35.61		
-52.19   	-31.43   	 87.08   	 -25.43		
-51.88   	-32.96   	 86.98   	 -25.43		
-51.27   	-33.87   	 86.88   	 -20.35		
-50.35   	-33.87   	 86.80   	 -20.35		
-49.13   	-32.96   	 86.71   	 -10.17		
-48.52   	-31.74   	 86.67   	 -15.26		
-47.91   	-31.13   	 86.61   	  -5.09		
-47.61   	-32.04   	 86.59   	 -10.17		
-47.61   	-33.87   	 86.55   	  -5.09		
-47.30   	-36.01   	 86.53   	 -10.17		
-47.30   	-37.54   	 86.49   	  -5.09		
-47.00   	-37.84   	 86.47   	 -10.17		
-46.69   	-37.23   	 86.43   	  -5.09		
-45.78   	-36.32   	 86.41   	 -15.26		
-44.56   	-35.40   	 86.35   	 -10.17		
-43.33   	-35.10   	 86.31   	 -10.17		
-42.11   	-34.79   	 86.27   	 -15.26		
-41.81   	-34.79   	 86.21   	 -20.35		
-41.81   	-34.79   	 86.12   	 -15.26		
-41.81   	-34.18   	 86.06   	 -20.35		
-41.20   	-33.26   	 85.98   	 -25.43		
-40.59   	-32.35   	 85.88   	 -20.35		
-39.98   	-32.04   	 85.80   	 -25.43		
-39.37   	-32.35   	 85.70   	 -20.35		
-39.37   	-32.96   	 85.62   	 -25.43		
-39.06   	-33.87   	 85.51   	 -30.52		
-38.76   	-34.48   	 85.39   	 -25.43		
-37.84   	-34.48   	 85.29   	 -30.52		
-36.62   	-33.57   	 85.17   	 -25.43		
-35.10   	-32.04   	 85.07   	 -35.61		
-33.87   	-29.91   	 84.92   	 -30.52		
-33.87   	-28.99   	 84.80   	 -30.52		
-34.79   	-29.30   	 84.68   	 -35.61		
-35.71   	-30.82   	 84.54   	 -40.69		
-36.01   	-32.04   	 84.37   	 -35.61		
-35.40   	-32.65   	 84.23   	 -40.69		
-33.57   	-32.35   	 84.07   	 -40.69		
-32.35   	-31.74   	 83.91   	 -45.78		
-31.74   	-31.13   	 83.72   	 -40.69		
-31.74   	-30.52   	 83.56   	 -45.78		
-32.35   	-29.91   	 83.38   	 -45.78		
-32.96   	-28.99   	 83.19   	 -45.78		
-32.96   	-28.08   	 83.01   	 -45.78		
-32.96   	-28.08   	 82.83   	 -50.86		
-32.96   	-28.99   	 82.62   	 -50.86		
-32.35   	-30.52   	 82.42   	 -50.86		
-31.43   	-31.13   	 82.22   	 -50.86		
-30.21   	-30.21   	 82.01   	 -50.86		
-28.08   	-26.25   	 81.81   	 -50.86		
-25.33   	-17.40   	 81.61   	 -55.95		
-21.36   	 -3.36   	 81.38   	 -55.95		
-16.48   	 15.26   	 81.16   	 -50.86		
-11.60   	 35.71   	 80.96   	 -55.95		
 -7.93   	 53.71   	 80.73   	 -55.95		
 -5.80   	 67.14   	 80.51   	 -61.04		
 -4.27   	 77.21   	 80.26   	 -55.95		
 -1.83   	 86.67   	 80.04   	 -55.95		
  3.36   	 97.05   	 79.82   	 -55.95		
 10.99   	109.56   	 79.59   	 -50.86		
 20.75   	123.29   	 79.39   	 -55.95		
 30.21   	138.24   	 79.17   	 -55.95		
 38.15   	155.94   	 78.94   	 -55.95		
 43.64   	176.70   	 78.72   	 -55.95		
 48.22   	198.67   	 78.49   	 -50.86		
 54.32   	219.42   	 78.29   	 -55.95		
 63.48   	236.51   	 78.07   	 -50.86		
 75.38   	246.89   	 77.86   	 -55.95		
 85.75   	248.41   	 77.64   	 -55.95		
 89.42   	238.95   	 77.42   	 -55.95		
 82.40   	216.98   	 77.19   	 -55.95		
 64.09   	183.11   	 76.97   	 -61.04		
 38.76   	140.99   	 76.72   	 -55.95		
 13.12   	 95.52   	 76.50   	 -61.04		
 -7.63   	 53.41   	 76.26   	 -61.04		
-19.84   	 19.53   	 76.01   	 -55.95		
-24.41   	 -3.05   	 75.79   	 -61.04		
-24.72   	-16.48   	 75.54   	 -55.95		
-24.41   	-23.19   	 75.32   	 -50.86		
-24.72   	-27.77   	 75.12   	 -50.86		
-26.55   	-32.96   	 74.91   	 -50.86		
-28.99   	-39.06   	 74.71   	 -45.78		
-31.13   	-45.78   	 74.53   	 -40.69		
-33.26   	-51.88   	 74.36   	 -40.69		
-34.79   	-57.07   	 74.20   	 -40.69		
-36.32   	-61.65   	 74.04   	 -35.61		
-36.62   	-65.00   	 73.90   	 -35.61		
-36.01   	-68.05   	 73.75   	 -35.61		
-35.71   	-70.80   	 73.61   	 -30.52		
-36.01   	-73.55   	 73.49   	 -30.52		
-36.93   	-75.99   	 73.37   	 -30.52		
-38.15   	-77.82   	 73.24   	 -25.43		
-40.89   	-79.96   	 73.14   	 -25.43		
-47.61   	-86.67   	 73.04   	 -30.52		
-63.17   	-104.98   	 72.92   	 -25.43		
-86.06   	-135.50   	 72.82   	 -25.43		
-107.12   	-164.79   	 72.72   	 -25.43		
-106.81   	-165.41   	 72.61   	 -25.43		
-65.31   	-107.73   	 72.51   	 -25.43		
 26.86   	 21.97   	 72.41   	 -30.52		
162.35   	216.37   	 72.29   	 -25.43		
318.60   	448.30   	 72.19   	 -25.43		
469.06   	679.93   	 72.09   	 -30.52		
590.52   	874.94   	 71.96   	 -25.43		
665.59   	1000.37   	 71.86   	 -25.43		
679.02   	1025.70(R)	 71.76   	 -20.35		
618.59   	939.64   	 71.68   	 -25.43		
484.01   	758.67   	 71.58   	 -25.43		
297.24   	520.94   	 71.47   	 -25.43		
 99.18   	273.13   	 71.37   	 -30.52		
-63.48   	 54.02   	 71.25   	 -30.52		
-162.35   	-117.19   	 71.13   	 -30.52		
-198.06   	-235.60   	 71.01   	 -35.61		
-191.96   	-301.21   	 70.86   	 -35.61		
-170.90   	-318.30   	 70.72   	 -40.69		
-151.06   	-299.07   	 70.56   	 -35.61		
-133.97   	-262.45   	 70.42   	 -40.69		
-117.19   	-226.75   	 70.25   	 -30.52		
-98.88   	-199.89   	 70.13   	 -35.61		
-81.48   	-180.05   	 69.99   	 -25.43		
-68.97   	-161.74   	 69.89   	 -20.35		
-62.56   	-144.04   	 69.81   	 -15.26		
-60.42   	-129.39   	 69.75(D)	   0.00		
-59.81   	-120.24   	 69.75   	   5.09		
-58.59   	-116.88   	 69.77   	  15.26		
-56.76   	-115.97   	 69.83   	  25.43		
-54.63   	-114.75   	 69.93   	  40.69		
-53.10   	-112.61   	 70.09   	  55.95		
-51.88   	-109.56   	 70.32   	  71.21		
-50.96   	-106.51   	 70.60   	  86.47		
-49.44   	-104.06   	 70.95   	 106.82		
-47.91   	-102.54   	 71.37   	 122.07		
-46.39   	-101.93   	 71.86   	 147.51		
-45.17   	-101.62   	 72.45   	 167.85		
-44.56   	-101.01   	 73.12   	 193.29		
-44.25   	-99.49   	 73.90   	 213.63		
-43.33   	-97.66   	 74.75   	 233.98		
-42.11   	-96.13   	 75.69   	 254.32		
-40.59   	-94.60   	 76.70   	 274.67		
-39.06   	-93.38   	 77.80   	 284.84		
-37.23   	-91.86   	 78.94   	 289.93		
-35.71   	-89.42   	 80.10   	 300.10		
-33.87   	-86.67   	 81.30   	 300.10		
-32.04   	-83.62   	 82.50   	 300.10		
-30.82   	-81.18   	 83.70   	 284.84		
-30.21   	-79.04   	 84.84   	 284.84		
-28.69   	-76.60   	 85.98   	 264.50		
-25.94   	-73.85   	 87.04   	 254.32		
-22.58   	-71.11   	 88.06   	 244.15		
-18.92   	-69.58   	 89.03   	 223.80		
-15.56   	-68.66   	 89.93   	 213.63		
-12.51   	-67.14   	 90.78   	 198.37		
 -8.54   	-64.70   	 91.58   	 188.20		
 -3.97   	-60.73   	 92.33   	 172.94		
  0.92   	-55.54   	 93.02   	 167.85		
  5.49   	-49.74   	 93.69   	 157.68		
 10.07   	-43.95   	 94.32   	 152.59		
 15.26   	-37.23   	 94.93   	 152.59		
 22.28   	-30.52   	 95.54   	 152.59		
 30.21   	-23.50   	 96.15   	 147.51		
 38.76   	-17.40   	 96.74   	 147.51		
 47.00   	-11.60   	 97.33   	 142.42		
 55.24   	 -4.88   	 97.90   	 142.42		
 64.39   	  2.75   	 98.47   	 132.25		
 74.46   	 11.90   	 99.00   	 132.25		
 85.14   	 21.67   	 99.53   	 122.07		
 96.13   	 31.74   	100.02   	 116.99		
107.12   	 42.42   	100.49   	 111.90		
117.49   	 54.02   	100.94   	 101.73		
127.56   	 66.22   	101.34   	  96.64		
137.63   	 78.74   	101.73   	  91.56		
147.40   	 90.94   	102.10   	  81.38		
156.56   	102.23   	102.42   	  81.38		
164.18   	113.53   	102.75   	  76.30		
169.68   	125.12   	103.05   	  76.30		
173.34   	136.72   	103.36   	  71.21		
174.87   	146.79   	103.64   	  71.21		
173.95   	153.81   	103.93   	  71.21		
169.37   	155.94   	104.21   	  66.12		
160.22   	152.89   	104.48   	  71.21		
146.48   	145.26   	104.76   	  71.21		
129.70   	134.89   	105.05   	  66.12		
111.08   	122.68   	105.31   	  61.04		
 92.16   	109.56   	105.55   	  61.04		
 72.94   	 95.21   	105.80   	  55.95		
 54.02   	 79.65   	106.02   	  50.86		
 35.40   	 64.09   	106.23   	  45.78		
 18.31   	 49.44   	106.41   	  35.61		
  3.66   	 36.01   	106.55   	  30.52		
 -8.24   	 24.41   	106.67   	  25.43		
-18.01   	 14.34   	106.77   	  15.26		
-26.25   	  5.19   	106.84   	  15.26		
-32.65   	 -2.14   	106.90   	   5.09		
-37.84   	 -8.54   	106.92(S)	   0.00		
-41.81   	-13.73   	106.92   	  -5.09		
-44.56   	-18.01   	106.90   	  -5.09		
-46.39   	-21.97   	106.88   	 -15.26		
-47.61   	-25.33   	106.82   	 -20.35		
-48.52   	-28.08   	106.73   	 -25.43		
-49.44   	-30.21   	106.63   	 -35.61		
-50.05   	-31.13   	106.49   	 -35.61		
-50.66   	-30.82   	106.35   	 -45.78		
-50.66   	-29.91   	106.16   	 -55.95		
-49.74   	-28.38   	105.94   	 -66.12		
-47.91   	-27.47   	105.68   	 -81.38		
-45.78   	-26.25   	105.35   	 -91.56		
-43.33   	-24.72   	104.98   	-111.90		
-40.28   	-22.58   	104.54   	-132.25		
-37.54   	-20.45   	104.01   	-152.59		
-35.71   	-19.23   	103.40   	-167.85		
-34.79   	-18.92   	102.73   	-188.20		
-34.48   	-19.53   	101.97   	-203.46		
-34.48   	-19.84   	101.16   	-208.54		
-33.87   	-19.53   	100.33   	-213.63		
-32.96   	-18.31   	 99.47   	-213.63		
-31.74   	-17.09   	 98.62   	-208.54		
-31.13   	-16.48   	 97.78   	-198.37		
-31.13   	-16.17   	 96.99   	-178.03		
-31.74   	-16.78   	 96.28   	-162.77		
-32.65   	-16.78   	 95.63   	-142.42		
-33.26   	-16.48   	 95.06   	-116.99		
-33.26   	-15.56   	 94.59   	-101.73		
-32.96   	-14.34   	 94.18   	 -86.47		
-32.35   	-13.73   	 93.83   	 -61.04		
-32.04   	-13.73   	 93.59   	 -50.86		
-31.74   	-14.34   	 93.39   	 -40.69		
-31.74   	-14.95   	 93.22   	 -30.52		
-31.43   	-15.26   	 93.10   	 -30.52		
-31.43   	-14.95   	 92.98   	 -25.43		
-31.43   	-14.95   	 92.88   	 -25.43		
-32.04   	-14.65   	 92.78   	 -30.52		
-32.65   	-14.34   	 92.65   	 -35.61		
-33.26   	-13.73   	 92.51   	 -40.69		
-33.57   	-13.43   	 92.35   	 -50.86		
-33.57   	-13.43   	 92.15   	 -50.86		
-33.57   	-13.73   	 91.94   	 -61.04		
-34.18   	-14.65   	 91.70   	 -61.04		
-34.79   	-15.26   	 91.45   	 -55.95		
-35.71   	-15.56   	 91.23   	 -61.04		
-36.62   	-15.26   	 90.99   	 -50.86		
-36.93   	-14.65   	 90.78   	 -45.78		
-36.62   	-14.34   	 90.60   	 -40.69		
-36.32   	-14.95   	 90.44   	 -35.61		
-36.01   	-16.17   	 90.29   	 -25.43		
-35.71   	-18.31   	 90.19   	 -20.35		
-35.71   	-20.14   	 90.11   	 -20.35		
-35.40   	-21.36   	 90.03   	 -20.35		
-34.79   	-21.97   	 89.95   	 -15.26		
-34.18   	-22.58   	 89.89   	 -15.26		
-33.87   	-23.19   	 89.83   	 -20.35		
-33.57   	-23.80   	 89.75   	 -20.35		
-33.87   	-23.80   	 89.66   	 -25.43		
-33.57   	-23.50   	 89.56   	 -30.52		
-32.96   	-22.89   	 89.44   	 -30.52		
-32.65   	-22.89   	 89.32   	 -35.61		
-32.35   	-23.19   	 89.18   	 -35.61		
-32.04   	-23.80   	 89.03   	 -40.69		
-31.74   	-24.41   	 88.87   	 -40.69		
-31.43   	-25.02   	 88.71   	 -45.78		
-31.43   	-25.63   	 88.52   	 -45.78		
-31.13   	-26.25   	 88.34   	 -40.69		
-31.43   	-26.86   	 88.18   	 -45.78		
-31.74   	-26.86   	 88.00   	 -40.69		
-31.74   	-26.86   	 87.83   	 -40.69		
-30.82   	-26.86   	 87.67   	 -40.69		
-29.91   	-27.47   	 87.51   	 -35.61		
-29.30   	-28.08   	 87.36   	 -35.61		
-28.99   	-28.69   	 87.22   	 -30.52		
-28.69   	-28.38   	 87.10   	 -30.52		
-28.38   	-27.16   	 86.98   	 -25.43		
-27.47   	-25.02   	 86.88   	 -30.52		
-26.86   	-23.19   	 86.75   	 -25.43		
-26.86   	-22.28   	 86.65   	 -25.43		
-27.16   	-21.97   	 86.55   	 -30.52		
-27.77   	-22.28   	 86.43   	 -25.43		
-27.77   	-22.89   	 86.33   	 -30.52		
-26.55   	-22.89   	 86.21   	 -35.61		
-25.02   	-22.89   	 86.06   	 -30.52		
-23.80   	-21.97   	 85.94   	 -35.61		
-23.50   	-21.36   	 85.80   	 -35.61		
-23.80   	-20.75   	 85.66   	 -35.61		
-24.11   	-20.14   	 85.51   	 -40.69		
-23.80   	-19.53   	 85.35   	 -40.69		
-23.19   	-18.62   	 85.19   	 -45.78		
-22.58   	-18.01   	 85.00   	 -45.78		
-22.28   	-17.70   	 84.82   	 -50.86		
-22.58   	-17.70   	 84.62   	 -50.86		
-23.50   	-18.01   	 84.41   	 -50.86		
-23.80   	-17.70   	 84.21   	 -55.95		
-23.50   	-17.09   	 83.99   	 -50.86		
-22.28   	-16.17   	 83.78   	 -55.95		
-21.06   	-15.56   	 83.56   	 -55.95		
-20.14   	-15.26   	 83.34   	 -50.86		
-19.53   	-15.26   	 83.13   	 -55.95		
-19.23   	-14.34   	 82.91   	 -55.95		
-18.01   	-10.07   	 82.69   	 -55.95		
-15.26   	  0.00   	 82.46   	 -55.95		
-10.68   	 16.17   	 82.24   	 -55.95		
 -4.58   	 36.62   	 82.01   	 -45.78		
  0.92   	 57.07   	 81.83   	 -50.86		
  5.49   	 74.16   	 81.63   	 -45.78		
  7.93   	 87.28   	 81.44   	 -40.69		
