  I     	  II     	  AO     	  AO'		
  2.14   	-19.84   	119.04   	-172.94		
  4.27   	-16.17   	118.35   	-167.85		
 11.90   	 -6.71   	117.68   	-167.85		
 20.14   	  0.00   	117.01   	-162.77		
 23.19   	 -2.75   	116.36   	-157.68		
 17.40   	-12.82   	115.73   	-157.68		
  3.66   	-22.89   	115.10   	-162.77		
-10.99   	-28.38   	114.45   	-157.68		
-16.48   	-26.86   	113.81   	-162.77		
-10.07   	-19.53   	113.16   	-152.59		
  2.14   	-10.68   	112.55   	-157.68		
 10.38   	 -5.19   	111.92   	-152.59		
  8.85   	 -5.80   	111.31   	-147.51		
  2.44   	-10.99   	110.72   	-147.51		
 -0.92   	-17.40   	110.13   	-142.42		
  2.44   	-23.19   	109.56   	-142.42		
 10.68   	-25.94   	108.99   	-137.33		
 18.01   	-25.63   	108.44   	-137.33		
 21.06   	-22.28   	107.89   	-132.25		
 19.84   	-18.62   	107.36   	-132.25		
 15.26   	-18.01   	106.84   	-127.16		
  6.71   	-22.89   	106.33   	-127.16		
 -4.88   	-32.96   	105.82   	-127.16		
-14.65   	-43.33   	105.31   	-127.16		
-14.95   	-46.39   	104.80   	-127.16		
 -3.66   	-40.28   	104.29   	-122.07		
 13.12   	-31.13   	103.80   	-127.16		
 24.41   	-26.25   	103.30   	-122.07		
 21.36   	-29.30   	102.81   	-127.16		
  5.19   	-36.93   	102.30   	-122.07		
-12.82   	-42.42   	101.81   	-127.16		
-21.67   	-40.89   	101.30   	-122.07		
-17.09   	-33.26   	100.81   	-127.16		
 -2.14   	-25.02   	100.30   	-122.07		
 14.04   	-20.75   	 99.82   	-122.07		
 24.11   	-23.80   	 99.33   	-122.07		
 24.41   	-32.35   	 98.84   	-116.99		
 16.48   	-42.42   	 98.37   	-122.07		
  5.80   	-49.13   	 97.88   	-111.90		
 -1.22   	-48.52   	 97.44   	-116.99		
 -0.92   	-41.50   	 96.97   	-111.90		
  6.41   	-32.65   	 96.52   	-106.82		
 16.17   	-25.33   	 96.09   	-106.82		
 22.58   	-21.67   	 95.67   	-106.82		
 20.75   	-21.67   	 95.24   	-101.73		
 11.60   	-23.19   	 94.83   	-101.73		
  1.22   	-23.50   	 94.42   	 -96.64		
 -2.14   	-20.75   	 94.04   	 -96.64		
  7.32   	-11.90   	 93.65   	 -96.64		
 26.86   	  2.75   	 93.27   	 -91.56		
 45.17   	 19.23   	 92.90   	 -91.56		
 50.66   	 31.74   	 92.53   	 -91.56		
 41.81   	 40.59   	 92.17   	 -91.56		
 26.25   	 46.39   	 91.80   	 -91.56		
 13.12   	 49.74   	 91.43   	 -86.47		
  8.24   	 49.74   	 91.09   	 -91.56		
  7.32   	 42.11   	 90.72   	 -86.47		
  4.58   	 25.02   	 90.38   	 -86.47		
  0.92   	  4.88   	 90.03   	 -86.47		
  1.83   	 -9.77   	 89.68   	 -86.47		
 10.99   	-14.04   	 89.34   	 -86.47		
 23.80   	 -9.46   	 88.99   	 -86.47		
 30.52   	 -1.83   	 88.65   	 -81.38		
 25.02   	  3.05   	 88.32   	 -81.38		
 10.68   	  3.36   	 88.00   	 -86.47		
 -2.44   	 -1.22   	 87.65   	 -76.30		
 -4.27   	-11.29   	 87.34   	 -76.30		
  3.36   	-27.47   	 87.04   	 -76.30		
 11.90   	-47.00   	 86.73   	 -76.30		
 12.82   	-63.48   	 86.43   	 -71.21		
  5.49   	-72.02   	 86.14   	 -76.30		
 -3.05   	-70.19   	 85.84   	 -71.21		
