  I     	  II     	  AO     	  AO'		
-52.80   	-67.44   	127.51   	-101.73		
-56.76   	-63.48   	127.10   	-147.51		
-58.90   	-60.42   	126.51   	-218.72		
-60.12   	-59.51   	125.64   	-249.24		
-63.48   	-63.17   	124.64   	-233.98		
-69.27   	-70.50   	123.70   	-244.15		
-76.60   	-79.65   	122.73   	-320.45		
-83.62   	-87.59   	121.44   	-417.09		
-88.50   	-91.55   	119.78   	-498.47		
-90.03   	-88.81   	117.78   	-574.77		
-88.20   	-79.04   	115.48   	-656.15		
-83.62   	-66.83   	112.86   	-727.36		
-78.43   	-57.68   	109.95   	-762.97		
-75.07   	-56.15   	106.90   	-717.19		
-74.46   	-61.95   	104.03   	-539.16		
-75.07   	-70.50   	101.87   	 -71.21		
-74.46   	-75.99   	101.59   	 742.62		
-72.33   	-75.07   	104.56   	1327.56		
-71.11   	-69.27   	109.87   	1149.54		
-73.55   	-63.17   	114.47   	 534.08		
-78.13   	-59.20   	116.60   	-366.22		
-81.79   	-57.37   	115.14   	-1312.30		
-82.09   	-56.46   	109.89   	-1607.32		
-79.35   	-54.32   	103.46   	-1007.12		
-76.29   	-50.66   	 99.43   	-193.29		
-74.77   	-46.08   	 98.66   	 295.01		
-74.77   	-41.50   	 99.84   	 534.08		
-73.85   	-39.06   	101.97   	 595.11		
-71.41   	-39.06   	104.35   	 447.61		
-68.05   	-41.20   	106.14   	 203.46		
-65.92   	-42.72   	106.96   	 -76.30		
-65.92   	-42.11   	106.65   	-305.19		
-68.97   	-39.67   	105.43   	-442.52		
-74.16   	-36.93   	103.66   	-498.47		
-78.74   	-34.18   	101.67   	-452.69		
-79.65   	-31.43   	 99.86   	-335.71		
-75.68   	-29.30   	 98.51   	-203.46		
-68.36   	-28.08   	 97.70   	 -81.38		
-61.04   	-28.69   	 97.37   	  15.26		
-57.07   	-30.82   	 97.44   	  61.04		
-57.07   	-33.26   	 97.68   	  55.95		
-58.90   	-33.26   	 97.90   	 -15.26		
-61.34   	-30.21   	 97.84   	-106.82		
-64.09   	-24.11   	 97.42   	-178.03		
-66.22   	-17.09   	 96.70   	-198.37		
-68.66   	-12.21   	 95.91   	-193.29		
-69.89   	-12.82   	 95.14   	-162.77		
-68.36   	-19.23   	 94.49   	-132.25		
-65.00   	-27.47   	 93.96   	-106.82		
-61.34   	-33.57   	 93.53   	-101.73		
-60.42   	-33.26   	 93.12   	-101.73		
-64.09   	-28.69   	 92.72   	-116.99		
-70.80   	-25.02   	 92.25   	-106.82		
-77.21   	-26.86   	 91.82   	 -91.56		
-80.87   	-33.26   	 91.45   	 -86.47		
-80.57   	-40.28   	 91.11   	-106.82		
-77.51   	-43.64   	 90.68   	-132.25		
-74.16   	-41.20   	 90.15   	-142.42		
-71.72   	-35.10   	 89.58   	-152.59		
-71.72   	-28.69   	 88.97   	-142.42		
-73.55   	-23.50   	 88.40   	-137.33		
-76.29   	-19.84   	 87.85   	-137.33		
-78.43   	-17.40   	 87.30   	-122.07		
-78.13   	-16.78   	 86.82   	 -86.47		
-75.68   	-19.53   	 86.47   	 -61.04		
-72.33   	-25.63   	 86.23   	 -50.86		
-70.19   	-32.96   	 86.02   	 -40.69		
-70.50   	-37.84   	 85.86   	 -45.78		
-72.33   	-37.23   	 85.68   	 -61.04		
-73.55   	-31.13   	 85.43   	 -76.30		
-72.94   	-23.80   	 85.13   	 -91.56		
-71.11   	-19.53   	 84.76   	-101.73		
-68.36   	-19.53   	 84.35   	 -86.47		
-65.61   	-21.97   	 84.01   	 -55.95		
-63.17   	-23.50   	 83.78   	 -30.52		
-61.95   	-22.28   	 83.66   	  -5.09		
-62.87   	-18.92   	 83.64   	 -20.35		
-65.61   	-16.17   	 83.56   	 -91.56		
-68.36   	-14.34   	 83.19   	-198.37		
-68.66   	-13.43   	 82.40   	-259.41		
-66.53   	-13.12   	 81.36   	-172.94		
-63.78   	-14.04   	 80.67   	 -30.52		
-63.48   	-15.87   	 80.55   	 -10.17		
-65.61   	-17.70   	 80.51   	 -30.52		
-67.44   	-18.01   	 80.39   	 -10.17		
-65.92   	-16.78   	 80.35   	 -30.52		
-61.04   	-15.26   	 80.22   	 -71.21		
-55.85   	-15.26   	 79.94   	 -71.21		
-54.02   	-15.87   	 79.65   	 -81.38		
-56.46   	-15.87   	 79.33   	 -86.47		
-62.56   	-14.95   	 78.98   	 -91.56		
-67.75   	-13.73   	 78.62   	 -76.30		
-68.36   	-12.51   	 78.31   	 -71.21		
-63.78   	-11.29   	 78.03   	 -66.12		
-55.85   	 -9.16   	 77.76   	 -61.04		
-48.83   	 -5.19   	 77.52   	 -66.12		
-46.69   	 -1.53   	 77.25   	 -81.38		
-49.44   	 -0.92   	 76.93   	 -76.30		
-53.41   	 -3.36   	 76.62   	 -71.21		
-55.24   	 -5.49   	 76.34   	 -71.21		
-53.71   	 -5.19   	 76.05   	 -71.21		
-50.96   	 -2.14   	 75.77   	 -61.04		
-49.44   	  1.83   	 75.52   	 -61.04		
-49.74   	  3.97   	 75.28   	 -61.04		
-50.96   	  3.97   	 75.04   	 -55.95		
-50.35   	  3.97   	 74.81   	 -61.04		
-47.30   	  4.58   	 74.57   	 -66.12		
-43.33   	  6.41   	 74.30   	 -76.30		
-39.98   	  7.93   	 74.00   	 -61.04		
-37.84   	  9.77   	 73.75   	 -61.04		
-36.62   	 12.82   	 73.51   	 -66.12		
-36.62   	 19.84   	 73.24   	 -61.04		
-36.01   	 31.74   	 73.00   	 -55.95		
-34.48   	 47.61   	 72.78   	 -50.86		
-31.13   	 63.48   	 72.57   	 -55.95		
-25.94   	 75.99   	 72.35   	 -50.86		
-18.62   	 82.40   	 72.15   	 -55.95		
-10.68   	 82.40   	 71.92   	 -55.95		
 -3.66   	 79.35   	 71.70   	 -45.78		
  0.31   	 79.65   	 71.52   	 -50.86		
  3.05   	 88.20   	 71.31   	 -55.95		
  6.71   	104.68   	 71.09   	 -45.78		
 12.51   	122.68   	 70.91   	 -40.69		
 20.14   	133.06   	 70.74   	 -50.86		
 26.55   	132.45   	 70.54   	 -50.86		
 29.30   	125.73   	 70.34   	 -45.78		
 29.30   	122.38   	 70.15   	 -45.78		
 28.69   	126.34   	 69.97   	 -50.86		
 29.60   	134.58   	 69.77   	 -45.78		
 30.21   	138.55   	 69.58   	 -30.52		
 26.86   	131.84   	 69.46   	 -10.17		
 15.87   	115.66   	 69.42   	   5.09		
 -2.14   	 93.99   	 69.44   	  15.26		
-23.50   	 70.19   	 69.50   	  25.43		
-42.11   	 46.08   	 69.60   	  25.43		
-54.02   	 22.28   	 69.70   	  25.43		
-58.90   	  1.83   	 69.81   	  10.17		
-58.90   	-10.99   	 69.85   	   0.00		
-57.07   	-14.34   	 69.85   	   0.00		
