  I     	  II     	  AO     	  AO'		
101.32   	158.39   	126.98   	 279.75		
108.64   	168.46   	128.10   	 295.01		
114.14   	176.09   	129.28   	 295.01		
117.19   	181.58   	130.46   	 305.19		
117.49   	184.94   	131.68   	 300.10		
116.27   	185.85   	132.88   	 300.10		
113.53   	184.63   	134.08   	 289.93		
109.86   	180.66   	135.24   	 279.75		
103.45   	172.42   	136.36   	 274.67		
 93.69   	159.00   	137.46   	 269.58		
 79.96   	139.77   	138.53   	 264.50		
 64.09   	116.88   	139.59   	 254.32		
 47.61   	 91.86   	140.61   	 254.32		
 32.96   	 66.83   	141.63   	 244.15		
 19.84   	 43.03   	142.60   	 228.89		
  7.63   	 21.06   	143.52   	 218.72		
 -3.97   	  0.31   	144.39   	 193.29		
-15.56   	-18.31   	145.17   	 172.94		
-26.25   	-35.10   	145.86   	 152.59		
-36.01   	-48.83   	146.47   	 127.16		
-43.95   	-59.51   	146.98   	 106.82		
-50.35   	-67.14   	147.41   	  91.56		
-54.93   	-72.94   	147.77   	  81.38		
-57.68   	-76.90   	148.10   	  66.12		
-58.90   	-79.96   	148.36   	  45.78		
-58.90   	-82.09   	148.54   	  35.61		
-58.29   	-83.01   	148.69   	  10.17		
-57.68   	-83.31   	148.73   	 -25.43		
-57.68   	-83.92   	148.63   	 -55.95		
-57.98   	-84.84   	148.40   	 -96.64		
-59.20   	-85.75   	148.02   	-147.51		
-60.12   	-86.06   	147.43   	-198.37		
-60.73   	-85.14   	146.63   	-244.15		
-60.73   	-83.01   	145.66   	-279.75		
-60.42   	-80.26   	144.54   	-300.10		
-60.42   	-77.51   	143.34   	-300.10		
-60.73   	-75.07   	142.14   	-284.84		
-61.04   	-72.63   	141.00   	-254.32		
-61.65   	-70.19   	139.98   	-218.72		
-62.56   	-68.05   	139.10   	-188.20		
-64.09   	-66.53   	138.35   	-157.68		
-65.61   	-65.00   	137.72   	-147.51		
-65.92   	-63.17   	137.13   	-147.51		
-65.00   	-60.73   	136.54   	-162.77		
-62.87   	-57.98   	135.89   	-172.94		
-60.42   	-54.93   	135.20   	-193.29		
-58.90   	-52.49   	134.42   	-203.46		
-57.98   	-50.66   	133.61   	-203.46		
-57.68   	-50.05   	132.80   	-203.46		
-57.68   	-49.74   	131.98   	-183.11		
-57.07   	-49.13   	131.25   	-167.85		
-55.54   	-48.52   	130.58   	-142.42		
-52.80   	-47.30   	130.01   	-127.16		
-50.05   	-46.39   	129.50   	-122.07		
-47.61   	-45.47   	129.01   	-116.99		
-46.08   	-45.17   	128.54   	-122.07		
-45.47   	-45.47   	128.06   	-132.25		
-44.86   	-45.78   	127.53   	-142.42		
-43.95   	-46.39   	126.96   	-152.59		
-42.42   	-47.00   	126.35   	-157.68		
-40.59   	-47.91   	125.72   	-157.68		
-39.37   	-49.13   	125.09   	-157.68		
-38.45   	-50.96   	124.46   	-142.42		
-37.54   	-52.49   	123.89   	-137.33		
-36.62   	-53.71   	123.34   	-127.16		
-36.01   	-54.32   	122.83   	-127.16		
-36.62   	-54.63   	122.32   	-122.07		
-37.84   	-54.63   	121.83   	-127.16		
-39.67   	-55.24   	121.32   	-132.25		
-41.50   	-56.76   	120.79   	-132.25		
-42.11   	-58.59   	120.26   	-142.42		
-41.81   	-60.12   	119.69   	-147.51		
-41.20   	-60.73   	119.10   	-142.42		
-40.89   	-61.34   	118.53   	-142.42		
-40.28   	-61.65   	117.96   	-137.33		
-39.98   	-62.26   	117.42   	-137.33		
-40.28   	-62.87   	116.87   	-132.25		
-40.59   	-63.48   	116.34   	-132.25		
-40.89   	-63.78   	115.81   	-132.25		
-41.20   	-63.78   	115.28   	-132.25		
-40.59   	-63.48   	114.75   	-137.33		
-39.37   	-63.17   	114.20   	-137.33		
-38.15   	-62.87   	113.65   	-142.42		
-37.54   	-63.17   	113.08   	-142.42		
-37.84   	-64.09   	112.51   	-137.33		
-38.76   	-64.70   	111.96   	-137.33		
-39.06   	-64.39   	111.41   	-132.25		
-38.76   	-63.17   	110.88   	-132.25		
-37.23   	-60.12   	110.36   	-122.07		
-34.79   	-54.02   	109.87   	-122.07		
-30.82   	-43.33   	109.38   	-122.07		
-25.33   	-26.55   	108.89   	-116.99		
-18.62   	 -6.41   	108.42   	-122.07		
-12.21   	 12.82   	107.93   	-116.99		
 -7.02   	 25.94   	107.47   	-122.07		
 -2.44   	 29.91   	106.98   	-122.07		
  2.44   	 27.47   	106.49   	-122.07		
  9.16   	 25.63   	106.00   	-116.99		
 17.40   	 32.35   	105.53   	-116.99		
 26.55   	 49.74   	105.07   	-116.99		
 35.71   	 73.55   	104.60   	-116.99		
 44.56   	 93.69   	104.13   	-106.82		
 52.80   	102.23   	103.70   	-111.90		
 59.51   	 96.44   	103.25   	-111.90		
 62.56   	 83.31   	102.81   	-111.90		
 60.73   	 71.72   	102.36   	-106.82		
 53.71   	 66.22   	101.93   	-111.90		
 42.72   	 64.09   	101.48   	-111.90		
 30.21   	 57.68   	101.04   	-106.82		
 16.17   	 40.59   	100.61   	-106.82		
  0.00   	 11.29   	100.18   	-106.82		
-17.40   	-25.02   	 99.76   	 -96.64		
-33.26   	-59.51   	 99.37   	 -91.56		
-43.95   	-84.53   	 99.00   	 -91.56		
-47.00   	-97.66   	 98.64   	 -81.38		
-44.86   	-101.32   	 98.31   	 -76.30		
-41.81   	-101.01   	 98.01   	 -76.30		
-41.50   	-102.23   	 97.70   	 -71.21		
-44.86   	-107.12   	 97.42   	 -76.30		
-50.35   	-114.44   	 97.11   	 -76.30		
-55.85   	-120.54   	 96.81   	 -76.30		
-59.20   	-124.21   	 96.50   	 -81.38		
-61.04   	-124.82   	 96.17   	 -86.47		
-61.65   	-124.21   	 95.83   	 -81.38		
-61.34   	-123.29   	 95.50   	 -91.56		
-60.42   	-122.99   	 95.14   	 -86.47		
-58.90   	-122.38   	 94.79   	 -81.38		
-57.07   	-120.85   	 94.47   	 -86.47		
-54.63   	-120.24   	 94.12   	 -81.38		
-53.71   	-127.87   	 93.79   	 -76.30		
-54.02   	-150.15   	 93.49   	 -71.21		
-50.96   	-183.11   	 93.20   	 -76.30		
-31.13   	-205.08   	 92.90   	 -71.21		
 24.11   	-179.14   	 92.61   	 -71.21		
130.62   	-72.94   	 92.33   	 -71.21		
293.27   	119.93   	 92.04   	 -71.21		
498.96   	370.79   	 91.76   	 -71.21		
715.33   	630.80   	 91.47   	 -76.30		
897.52   	854.19   	 91.17   	-142.42		
942.69   	1093.14(R)	 90.60   	 -66.12		
729.68   	1066.28   	 90.34   	 -66.12		
390.01   	922.55   	 90.07   	 -61.04		
 21.06   	679.32   	 89.83   	 -55.95		
-256.65   	395.81   	 89.60   	 -55.95		
-363.16   	152.28   	 89.38   	 -55.95		
-307.92   	  4.27   	 89.16   	 -61.04		
-177.00   	-50.05   	 88.91   	 -55.95		
-69.89   	-55.54   	 88.69   	 -66.12		
-36.62   	-58.90   	 88.42   	 -66.12		
-63.17   	-78.13   	 88.16   	 -71.21		
-102.23   	-103.76   	 87.87   	 -76.30		
-118.41   	-119.93   	 87.57   	 -66.12		
-108.03   	-121.46   	 87.30   	 -66.12		
-89.42   	-115.97   	 87.04   	 -55.95		
-78.74   	-112.92   	 86.82   	 -40.69		
-79.04   	-114.75   	 86.65   	 -20.35		
-84.53   	-118.10   	 86.57   	  10.17		
-88.20   	-119.93   	 86.61   	  45.78		
-86.98   	-119.02   	 86.80   	  81.38		
-81.48   	-115.97   	 87.12   	 127.16		
-75.07   	-112.30   	 87.63   	 178.03		
-70.50   	-109.56   	 88.34   	 218.72		
-68.66   	-108.03   	 89.22   	 254.32		
-69.58   	-107.12   	 90.23   	 289.93		
-71.11   	-105.29   	 91.39   	 305.19		
-70.80   	-102.54   	 92.61   	 310.27		
-68.66   	-98.88   	 93.86   	 310.27		
-65.31   	-94.91   	 95.10   	 300.10		
-62.56   	-91.55   	 96.30   	 289.93		
-61.04   	-88.20   	 97.46   	 279.75		
-60.12   	-84.53   	 98.58   	 279.75		
-59.20   	-80.57   	 99.69   	 279.75		
-57.37   	-75.07   	100.81   	 295.01		
-54.32   	-68.97   	101.99   	 315.36		
-51.27   	-62.26   	103.25   	 325.53		
-48.52   	-55.24   	104.56   	 345.88		
-46.08   	-48.52   	105.94   	 340.79		
