  I     	  II     	  AO     	  AO'		
-103.76   	-175.48   	 93.31   	 -10.17		
-101.01   	-175.78   	 93.27   	 -45.78		
-97.66   	-169.68   	 93.08   	 -71.21		
-94.30   	-163.57   	 92.80   	 -96.64		
-91.25   	-160.22   	 92.41   	 -96.64		
-88.50   	-159.91   	 92.02   	 -91.56		
-86.36   	-160.52   	 91.66   	 -66.12		
-85.75   	-161.44   	 91.39   	 -35.61		
-86.98   	-162.05   	 91.25   	 -20.35		
-88.50   	-161.74   	 91.17   	   0.00		
-88.81   	-159.30   	 91.17   	  10.17		
-86.67   	-154.42   	 91.21   	  20.35		
-82.09   	-148.01   	 91.29   	  45.78		
-77.21   	-142.21   	 91.47   	  71.21		
-73.55   	-138.55   	 91.76   	 111.90		
-72.63   	-137.94   	 92.21   	 152.59		
-74.16   	-139.16   	 92.82   	 193.29		
-75.99   	-140.38   	 93.59   	 244.15		
-76.29   	-141.30   	 94.57   	 295.01		
-74.46   	-141.91   	 95.75   	 335.71		
-70.80   	-141.60   	 97.09   	 361.14		
-66.53   	-138.85   	 98.53   	 376.40		
-63.78   	-134.89   	100.04   	 381.48		
-63.48   	-131.84   	101.57   	 376.40		
-64.09   	-132.14   	103.07   	 381.48		
-64.70   	-135.50   	104.60   	 371.31		
-63.17   	-137.94   	106.08   	 335.71		
-59.51   	-134.28   	107.43   	 284.84		
-54.63   	-122.99   	108.57   	 218.72		
-50.05   	-108.64   	109.44   	 157.68		
-46.08   	-98.27   	110.07   	 116.99		
-42.42   	-94.30   	110.54   	  96.64		
-39.67   	-94.60   	110.93   	 101.73		
-37.54   	-93.38   	111.33   	 127.16		
-35.71   	-86.98   	111.84   	 162.77		
-33.26   	-76.60   	112.49   	 193.29		
-27.47   	-66.22   	113.27   	 223.80		
-18.31   	-57.98   	114.16   	 228.89		
 -7.63   	-50.66   	115.08   	 223.80		
  1.83   	-40.59   	115.97   	 208.54		
  8.85   	-26.55   	116.81   	 193.29		
 14.65   	 -8.54   	117.58   	 183.11		
 21.97   	 10.68   	118.31   	 167.85		
 32.65   	 29.30   	118.98   	 157.68		
 44.86   	 46.39   	119.61   	 147.51		
 56.46   	 62.56   	120.20   	 152.59		
