  I     	  II     	  AO     	  AO'		
-18.31   	-40.89   	125.27   	 172.94		
-27.77   	-56.15   	125.96   	 193.29		
-35.71   	-69.89   	126.73   	 198.37		
-41.20   	-79.65   	127.53   	 152.59		
-45.47   	-85.14   	128.14   	 101.73		
-49.44   	-87.89   	128.54   	 142.42		
-53.71   	-90.33   	129.11   	 132.25		
-58.29   	-93.69   	129.64   	  61.04		
-61.95   	-97.05   	129.89   	  71.21		
-64.09   	-99.18   	130.17   	 106.82		
-65.00   	-100.10   	130.60   	  50.86		
-65.31   	-101.32   	130.80   	  20.35		
-65.92   	-103.76   	130.88   	  50.86		
-65.61   	-107.73   	131.09   	  15.26		
-65.00   	-112.00   	131.15   	-259.41		
-66.22   	-112.92   	130.11   	-320.45		
-76.29   	-108.34   	128.83   	-172.94		
-81.18   	-106.81   	128.14   	  71.21		
-73.85   	-102.23   	128.42   	-605.29		
-77.21   	-102.54   	126.00   	 635.81		
-78.74   	-105.59   	128.54   	 335.71		
-78.43   	-108.64   	129.89   	-1068.15		
-79.35   	-110.78   	125.61   	  71.21		
-79.04   	-109.25   	125.90   	 -50.86		
-77.21   	-105.59   	125.70   	 686.67		
-73.55   	-99.49   	128.44   	 549.34		
-69.27   	-93.08   	130.64   	-976.60		
-65.00   	-88.20   	126.73   	 -40.69		
-61.65   	-86.36   	126.57   	  86.47		
-59.51   	-89.11   	126.92   	-1134.28		
-58.59   	-95.21   	122.38   	  10.17		
-57.68   	-101.93   	122.42   	 859.61		
-56.15   	-105.90   	125.86   	 -55.95		
-53.71   	-105.90   	125.64   	-274.67		
-50.05   	-101.93   	124.54   	 -45.78		
-47.00   	-96.74   	124.35   	-274.67		
-45.47   	-93.69   	123.25   	-152.59		
-46.69   	-93.38   	122.64   	  66.12		
-49.44   	-93.69   	122.91   	  10.17		
-51.57   	-92.47   	122.95   	-361.14		
-51.57   	-88.50   	121.51   	-223.80		
-49.13   	-84.23   	120.61   	 264.50		
-46.39   	-82.40   	121.67   	-467.95		
-45.17   	-83.92   	119.80   	 371.31		
-46.08   	-87.89   	121.28   	1205.49		
-47.61   	-91.55   	126.10   	-808.75		
-48.83   	-93.38   	122.87   	-1134.28		
-48.83   	-93.08   	118.33   	 106.82		
-48.83   	-90.94   	118.76   	 127.16		
-49.74   	-87.89   	119.27   	   5.09		
-51.27   	-83.62   	119.29   	  61.04		
-51.88   	-80.26   	119.53   	-208.54		
-50.96   	-79.35   	118.70   	-203.46		
-48.83   	-81.79   	117.88   	  35.61		
-46.39   	-84.53   	118.03   	 -35.61		
-44.86   	-84.53   	117.88   	 -91.56		
-44.25   	-80.57   	117.52   	 -61.04		
-44.25   	-75.38   	117.27   	-132.25		
-44.56   	-72.94   	116.74   	-111.90		
-45.17   	-75.68   	116.30   	 -81.38		
-46.08   	-80.87   	115.97   	-137.33		
-46.69   	-83.31   	115.42   	-178.03		
-46.08   	-80.57   	114.71   	-132.25		
-43.95   	-73.24   	114.18   	-106.82		
-40.59   	-64.70   	113.75   	-111.90		
