  I     	  II     	  AO     	  AO'		
-93.38   	-191.65   	 85.47   	  10.17		
-96.13   	-202.03   	 85.51   	   5.09		
-98.57   	-207.82   	 85.53   	   5.09		
-101.01   	-209.35   	 85.55   	   5.09		
-103.15   	-208.44   	 85.57   	   0.00		
-103.76   	-204.77   	 85.57   	   0.00		
-101.01   	-197.45   	 85.57   	  -5.09		
-95.21   	-183.11   	 85.55   	  -5.09		
-87.28   	-160.52   	 85.53   	 -10.17		
-78.74   	-129.39   	 85.49   	 -10.17		
-70.19   	-91.55   	 85.45   	 -10.17		
-60.73   	-53.41   	 85.41   	 -10.17		
-50.96   	-21.97   	 85.37   	 -10.17		
-43.03   	 -0.92   	 85.33   	  -5.09		
-40.28   	 11.29   	 85.31   	 -10.17		
-43.95   	 20.75   	 85.27   	  -5.09		
-51.57   	 32.65   	 85.25   	 -10.17		
-57.37   	 47.00   	 85.21   	  -5.09		
-56.76   	 59.51   	 85.19   	 -10.17		
-49.74   	 65.92   	 85.15   	  -5.09		
-39.67   	 67.14   	 85.13   	 -10.17		
-31.43   	 66.53   	 85.09   	 -10.17		
-27.47   	 66.53   	 85.05   	 -15.26		
-27.47   	 66.53   	 84.98   	 -10.17		
-28.99   	 63.78   	 84.94   	 -15.26		
-29.91   	 58.29   	 84.88   	 -10.17		
-29.60   	 50.35   	 84.84   	 -15.26		
-27.77   	 42.42   	 84.78   	 -10.17		
-25.94   	 34.79   	 84.74   	 -15.26		
-25.33   	 27.16   	 84.68   	 -10.17		
-26.25   	 19.23   	 84.64   	 -10.17		
-28.38   	 11.60   	 84.60   	 -10.17		
-30.82   	  4.58   	 84.56   	 -10.17		
-32.96   	 -1.83   	 84.52   	 -15.26		
-34.48   	 -7.93   	 84.46   	 -10.17		
-37.23   	-12.82   	 84.41   	 -15.26		
-44.86   	-14.34   	 84.35   	 -10.17		
-58.59   	-10.68   	 84.31   	 -15.26		
-72.94   	 -1.53   	 84.25   	 -15.26		
-72.33   	 13.73   	 84.19   	 -15.26		
-33.57   	 41.20   	 84.13   	 -15.26		
 62.26   	 91.55   	 84.07   	 -15.26		
219.73   	176.39   	 84.01   	 -20.35		
423.89   	299.68   	 83.93   	 -15.26		
651.55   	452.58   	 83.87   	 -15.26		
882.57   	617.98   	 83.80   	 -20.35		
1101.38   	775.45   	 83.72   	 -35.61		
1430.97   	942.69(R)	 83.58   	 -15.26		
1485.29   	866.70   	 83.52   	 -20.35		
1419.07   	649.41   	 83.44   	 -15.26		
1210.33   	327.15   	 83.38   	 -15.26		
879.52   	 -0.31   	 83.32   	 -10.17		
492.86   	-223.08   	 83.28   	 -15.26		
144.04   	-288.09   	 83.21   	 -15.26		
-83.31   	-230.41   	 83.15   	 -10.17		
-164.79   	-143.13   	 83.11   	 -10.17		
-147.71   	-108.95   	 83.07   	 -15.26		
-108.64   	-147.40   	 83.01   	 -10.17		
-101.32   	-219.12   	 82.97   	 -10.17		
-130.92   	-273.13   	 82.93   	 -15.26		
-171.51   	-286.25   	 82.87   	 -10.17		
-195.62   	-270.69   	 82.83   	 -15.26		
-197.45   	-250.85   	 82.77   	  -5.09		
-188.90   	-240.17   	 82.75   	   0.00		
-180.97   	-234.38   	 82.75   	  15.26		
-176.09   	-221.25   	 82.81   	  25.43		
-171.81   	-194.40   	 82.91   	  45.78		
-165.71   	-155.33   	 83.09   	  66.12		
-156.56   	-112.61   	 83.36   	  91.56		
-144.96   	-75.07   	 83.72   	 127.16		
-132.14   	-48.22   	 84.23   	 157.68		
-121.77   	-31.43   	 84.86   	 208.54		
-117.49   	-19.84   	 85.70   	 249.24		
-119.32   	 -8.54   	 86.69   	 289.93		
-123.60   	  6.10   	 87.85   	 330.62		
-125.12   	 22.28   	 89.18   	 366.22		
-121.46   	 35.40   	 90.64   	 386.57		
-112.92   	 43.03   	 92.19   	 412.00		
-104.06   	 44.86   	 93.83   	 422.18		
-98.57   	 43.64   	 95.52   	 432.35		
-97.05   	 41.20   	 97.25   	 432.35		
-97.96   	 38.15   	 98.98   	 427.26		
-97.96   	 33.57   	100.69   	 412.00		
-95.83   	 27.16   	102.34   	 391.66		
-93.08   	 19.53   	103.91   	 361.14		
-90.33   	 11.90   	105.35   	 325.53		
-88.50   	  4.58   	106.65   	 295.01		
-87.59   	 -2.14   	107.83   	 264.50		
-86.98   	 -8.24   	108.89   	 239.06		
-86.98   	-13.43   	109.85   	 218.72		
-87.89   	-18.01   	110.72   	 213.63		
-89.11   	-22.28   	111.58   	 213.63		
-90.94   	-27.16   	112.43   	 228.89		
-93.08   	-31.74   	113.35   	 239.06		
-95.52   	-35.71   	114.30   	 264.50		
-97.66   	-38.45   	115.36   	 274.67		
-99.79   	-39.67   	116.46   	 289.93		
-101.62   	-40.59   	117.62   	 289.93		
-103.15   	-41.50   	118.78   	 289.93		
-105.29   	-42.11   	119.94   	 284.84		
-107.42   	-41.81   	121.08   	 279.75		
-110.17   	-39.98   	122.20   	 269.58		
-113.53   	-37.84   	123.28   	 264.50		
-116.88   	-36.01   	124.33   	 249.24		
-120.24   	-35.10   	125.33   	 244.15		
-122.99   	-33.87   	126.31   	 228.89		
-125.12   	-31.43   	127.22   	 218.72		
-127.26   	-28.08   	128.10   	 203.46		
-129.70   	-25.63   	128.91   	 193.29		
-133.36   	-25.63   	129.68   	 183.11		
-139.16   	-28.99   	130.42   	 178.03		
-146.48   	-34.18   	131.13   	 167.85		
-154.42   	-40.28   	131.80   	 157.68		
-162.35   	-46.08   	132.43   	 152.59		
-169.98   	-52.80   	133.04   	 132.25		
